CommitNumber;Entity;Method;Change
43ac9bf49da919f8d4334144f8fe70ea621d185f;METHOD;org.apache.commons.lang.StringUtilsTrimEmptyTest.testStrip();BODY_MODIFIED
c7bbb7a0454d651a993bb626979825c8fcedd94f;METHOD;org.apache.commons.lang.CharSetUtilsTest.testDelete();BODY_MODIFIED
facc84fdaa1f1b0d174a0a4f0ad2b03510919290;METHOD;org.apache.commons.lang.exception.ExceptionTestSuite.suite();BODY_MODIFIED
10054b995ef0326cbb2fea6fbe5c752461f8d200;METHOD;org.apache.commons.lang.exception.ExceptionUtils.getCause(Throwable);BODY_MODIFIED
d2b4ea34f7ab380edf95264bd8a32d4174d0ba3f;METHOD;org.apache.commons.lang.exception.ExceptionUtils.getCause(Throwable);BODY_MODIFIED
861a171b301ddff5f725fac24b322fb93f6baa85;METHOD;org.apache.commons.lang.exception.ExceptionUtils.getCause(Throwable);BODY_MODIFIED
f48486083f5c26084fb7431f239440caa186dd06;METHOD;org.apache.commons.lang.exception.ExceptionUtils.getCause(Throwable);BODY_MODIFIED
39098c04c4b8140a52bf96cc83a0509f6f859cac;METHOD;org.apache.commons.lang.LangTestSuite.suite();BODY_MODIFIED
997f6505f3a009e387334cac8bef695fef9b654b;METHOD;org.apache.commons.lang.exception.ExceptionUtils.getCauseUsingWellKnownTypes(Throwable);BODY_MODIFIED
c9eb0b6a6979aeecff36b9132e4f2e25a986128c;METHOD;org.apache.commons.lang.exception.NestableDelegate.NestableDelegate(Nestable);BODY_MODIFIED
c9eb0b6a6979aeecff36b9132e4f2e25a986128c;METHOD;org.apache.commons.lang.exception.NestableDelegate.getMessage(String);BODY_MODIFIED
c9eb0b6a6979aeecff36b9132e4f2e25a986128c;METHOD;org.apache.commons.lang.exception.NestableDelegate.getMessages();BODY_MODIFIED
c9eb0b6a6979aeecff36b9132e4f2e25a986128c;METHOD;org.apache.commons.lang.exception.NestableDelegate.getThrowable(int);BODY_MODIFIED
c9eb0b6a6979aeecff36b9132e4f2e25a986128c;METHOD;org.apache.commons.lang.exception.NestableDelegate.getThrowableCount();BODY_MODIFIED
c9eb0b6a6979aeecff36b9132e4f2e25a986128c;METHOD;org.apache.commons.lang.exception.NestableDelegate.getThrowables();BODY_MODIFIED
c9eb0b6a6979aeecff36b9132e4f2e25a986128c;METHOD;org.apache.commons.lang.exception.NestableDelegate.printStackTrace(PrintWriter);BODY_MODIFIED
d663793c5bfebb9f26275cb3500c31daed949bdb;METHOD;org.apache.commons.lang.exception.NestableDelegate.getMessages();BODY_MODIFIED
d663793c5bfebb9f26275cb3500c31daed949bdb;METHOD;org.apache.commons.lang.exception.NestableDelegate.indexOfThrowable(Class,int);BODY_MODIFIED
6f799cf8a9e05380760cec6d95e3e2fcbf133924;METHOD;org.apache.commons.lang.exception.NestableDelegate.getThrowableCount();BODY_MODIFIED
6f799cf8a9e05380760cec6d95e3e2fcbf133924;METHOD;org.apache.commons.lang.exception.NestableDelegate.getThrowables();BODY_MODIFIED
6f799cf8a9e05380760cec6d95e3e2fcbf133924;METHOD;org.apache.commons.lang.exception.NestableDelegate.indexOfThrowable(Class,int);BODY_MODIFIED
53618a20ee595ec4e49967426aaa5019e636d79b;METHOD;org.apache.commons.lang.exception.ExceptionUtils.getThrowableCount(Throwable);BODY_MODIFIED
2ebd4a0e71b21591322a0b152c6e92085043b2c9;METHOD;org.apache.commons.lang.exception.ExceptionUtils.getThrowableCount(Throwable);BODY_MODIFIED
04a8618e203df33d3e1fc4b75391f64be6ec32c5;METHOD;org.apache.commons.lang.exception.ExceptionUtils.getThrowables(Throwable);BODY_MODIFIED
6c5cc7d29c208f3193431d84eb5cc0a0468ab032;METHOD;org.apache.commons.lang.StringUtils.StringUtils();BODY_MODIFIED
c40846ec9c5972012e998890f9b82f7d521f3244;METHOD;org.apache.commons.lang.exception.NestableDelegate.printStackTrace();BODY_MODIFIED
c40846ec9c5972012e998890f9b82f7d521f3244;METHOD;org.apache.commons.lang.exception.NestableDelegate.printStackTrace(PrintWriter);BODY_MODIFIED
c40846ec9c5972012e998890f9b82f7d521f3244;METHOD;org.apache.commons.lang.exception.ExceptionUtils.getThrowables(Throwable);BODY_MODIFIED
7bb122026aeb008624e45c76461d937e55431c60;METHOD;org.apache.commons.lang.exception.NestableExceptionTestCase.testIndexOfThrowableI();BODY_MODIFIED
7bb122026aeb008624e45c76461d937e55431c60;METHOD;org.apache.commons.lang.exception.NestableExceptionTestCase.doNestableExceptionIndexOfThrowableI(Nestable,Class,int,int,String);BODY_MODIFIED
7bb122026aeb008624e45c76461d937e55431c60;METHOD;org.apache.commons.lang.exception.NestableRuntimeExceptionTestCase.testIndexOfThrowableI();BODY_MODIFIED
7bb122026aeb008624e45c76461d937e55431c60;METHOD;org.apache.commons.lang.exception.NestableRuntimeExceptionTestCase.doNestableRuntimeExceptionIndexOfThrowableI(Nestable,Class,int,int,String);BODY_MODIFIED
9a554c087e66955c2f3fc4b6f9309ddb1ae18083;METHOD;org.apache.commons.lang.exception.NestableDelegate.getMessage(String);BODY_MODIFIED
9a554c087e66955c2f3fc4b6f9309ddb1ae18083;METHOD;org.apache.commons.lang.exception.NestableDelegate.getThrowable(int);BODY_MODIFIED
9a554c087e66955c2f3fc4b6f9309ddb1ae18083;METHOD;org.apache.commons.lang.exception.NestableDelegate.getThrowableCount();BODY_MODIFIED
9a554c087e66955c2f3fc4b6f9309ddb1ae18083;METHOD;org.apache.commons.lang.exception.NestableDelegate.getThrowables();BODY_MODIFIED
9a554c087e66955c2f3fc4b6f9309ddb1ae18083;METHOD;org.apache.commons.lang.exception.NestableDelegate.indexOfThrowable(Class,int);BODY_MODIFIED
9a554c087e66955c2f3fc4b6f9309ddb1ae18083;METHOD;org.apache.commons.lang.exception.NestableDelegate.printStackTrace(PrintWriter);BODY_MODIFIED
743c14adafdb7176348610f6c320c9701f490d7b;METHOD;org.apache.commons.lang.exception.NestableException.getMessage();BODY_MODIFIED
743c14adafdb7176348610f6c320c9701f490d7b;METHOD;org.apache.commons.lang.exception.NestableException.getMessage(int);BODY_MODIFIED
743c14adafdb7176348610f6c320c9701f490d7b;METHOD;org.apache.commons.lang.exception.NestableRuntimeException.getMessage();BODY_MODIFIED
743c14adafdb7176348610f6c320c9701f490d7b;METHOD;org.apache.commons.lang.exception.NestableRuntimeException.getMessage(int);BODY_MODIFIED
968ff83e7c8a19860a15fec6d0090f2c324dbee2;METHOD;org.apache.commons.lang.SystemUtils.SystemUtils();BODY_MODIFIED
