Brain Class,QuadTreeNode,272,1
Brain Method,HoldDetector.onManagedTouchEvent,42,1
Brain Method,TexturePackParser.parseTexture,96,1
Brain Method,FontUtils.splitLinesByWords,103,1
Brain Method,Decoder.process,142,1
Brain Method,Encoder.process,149,1
Brain Method,Node.insert,152,1
Brain Method,LowMemoryTextVertexBufferObject.onUpdateVertices,184,1
Brain Method,AStarPathFinder.findPath,204,1
Brain Method,HighPerformanceTextVertexBufferObject.onUpdateVertices,225,1
Brain Method,DigitalOnScreenControl.onUpdateControlKnob,240,1
Brain Method,HighPerformanceTiledSpriteVertexBufferObject.onUpdateTextureCoordinates,251,1
Brain Method,LowMemoryTiledSpriteVertexBufferObject.onUpdateTextureCoordinates,261,1
Brain Method,QuadTreeNode.add,270,1
Brain Method,Scene.onSceneTouchEvent,273,1
Brain Method,AnimatedSprite.onManagedUpdate,286,1
Data Class,Color,14,1
Data Class,RenderTexture,24,1
Data Class,SmartList,69,1
Data Class,SpriteBatch,93,1
Data Class,BaseGameActivity,113,1
Data Class,QuadTree,215,1
Data Class,GLState,218,1
Data Class,SystemUtils,221,1
Data Class,Sprite,232,1
Dispersed Coupling,Font.createLetter,2,1
Dispersed Coupling,Font.update,3,1
Dispersed Coupling,PVRTexture.PVRTexture,29,1
Dispersed Coupling,PVRTexture.writeTextureToHardware,30,1
Dispersed Coupling,BitmapTextureAtlas.writeTextureToHardware,52,1
Dispersed Coupling,BitmapFont.BitmapFont,55,1
Dispersed Coupling,UpdateThread.run,97,1
Dispersed Coupling,BetaUtils.finishWhenExpired,116,1
Dispersed Coupling,ActivityUtils.doAsync,125,1
Dispersed Coupling,ActivityUtils.doProgressAsync,126,1
Dispersed Coupling,Entity.onManagedDraw,134,1
Dispersed Coupling,AnimationPackParser.startElement,140,1
Dispersed Coupling,AnimationPackParser.endElement,141,1
Dispersed Coupling,ParticleSystem.spawnParticle,145,1
Dispersed Coupling,LevelStatsDBConnector.submitAsync,203,1
Dispersed Coupling,AStarPathFinder.findPath,205,1
Dispersed Coupling,MultiKeyHashMap.get,223,1
Dispersed Coupling,BlackPawnTextureAtlasBuilder.build,253,1
Feature Envy,ThreadUtils.dumpCurrentThreadInfo,1,1
Feature Envy,MultiTouchController.onHandleMotionEvent,6,1
Feature Envy,MultiTouchController.onHandleTouchMove,7,1
Feature Envy,MultiTouchController.onHandleTouchAction,8,1
Feature Envy,MultiTouchController.getPointerIndex,9,1
Feature Envy,HighPerformanceLineVertexBufferObject.onUpdateVertices,19,1
Feature Envy,RenderTexture.begin,22,1
