CommitNumber;Entity;Class;Change;Superclass
ef804b863e1085eb180568b4d9ba10eeed3ff39b;CLASS;org.anddev.andengine.opengl.texture.AssetTexture;ADDED*;.Texture
414d232dd81d99f2a18420860db6cafdea77cbd4;CLASS;org.anddev.andengine.opengl.texture.ResourceTexture;ADDED*;.Texture
dbcb60880317afb47bf4cee83b364ffdc3903b9f;CLASS;org.anddev.andengine.opengl.texture.buffer.TiledTextureBuffer;ADDED*;.TextureBuffer
dbcb60880317afb47bf4cee83b364ffdc3903b9f;CLASS;org.anddev.andengine.opengl.texture.buffer.TextureBuffer;ADDED*;.BaseTextureBuffer
dbcb60880317afb47bf4cee83b364ffdc3903b9f;CLASS;org.anddev.andengine.opengl.texture.buffer.BaseTextureBuffer;ADDED*;org.anddev.andengine.opengl.BaseBuffer
dbcb60880317afb47bf4cee83b364ffdc3903b9f;CLASS;org.anddev.andengine.opengl.texture.TiledTexture;ADDED*;.Texture
dbcb60880317afb47bf4cee83b364ffdc3903b9f;CLASS;org.anddev.andengine.entity.sprite.TiledSprite;ADDED*;.BaseSprite
dbcb60880317afb47bf4cee83b364ffdc3903b9f;CLASS;org.anddev.andengine.entity.sprite.BaseSprite;ADDED*;org.anddev.andengine.entity.BaseEntity
3c79e4deb9aa8df3538acbf07855f3ee9ffb6650;CLASS;org.anddev.andengine.entity.sprite.Sprite;ADDED*;.BaseSprite
e43c827e800b1ded80f6fb37a529ffcb8de30574;CLASS;org.anddev.andengine.opengl.texture.buffer.TiledTextureRegionBuffer;ADDED*;.TextureRegionBuffer
e43c827e800b1ded80f6fb37a529ffcb8de30574;CLASS;org.anddev.andengine.opengl.texture.buffer.TextureRegionBuffer;ADDED*;.BaseTextureRegionBuffer
e43c827e800b1ded80f6fb37a529ffcb8de30574;CLASS;org.anddev.andengine.opengl.texture.buffer.BaseTextureRegionBuffer;ADDED*;org.anddev.andengine.opengl.BaseBuffer
e43c827e800b1ded80f6fb37a529ffcb8de30574;CLASS;org.anddev.andengine.opengl.texture.TiledTextureRegion;ADDED*;.TextureRegion
c0a31cbfbcf1f17747516598dc51fc1b722813e8;CLASS;org.anddev.andengine.entity.DynamicEntity;ADDED*;.BaseEntity
f70be255f668ad1fc7a1816328b0965d2db497c5;CLASS;org.anddev.andengine.entity.sprite.AnimatedSprite;ADDED*;.TiledSprite
3de4c638090dba400776e32098716e9f45f97469;CLASS;org.anddev.andengine.ui.activity.BaseGameActivity;ADDED*;android.app.Activity
0193fb4871eb42c38efa7050a25e7f05be84d5fe;CLASS;org.anddev.andengine.entity.StaticEntity;ADDED*;.BaseEntity
02f1fb53f9405b11974a8b76d429f1b6603276b9;CLASS;org.anddev.andengine.opengl.vertex.RectangleVertexBuffer;ADDED*;.VertexBuffer
02f1fb53f9405b11974a8b76d429f1b6603276b9;CLASS;org.anddev.andengine.entity.primitives.Shape;ADDED*;org.anddev.andengine.entity.DynamicEntity
02f1fb53f9405b11974a8b76d429f1b6603276b9;CLASS;org.anddev.andengine.entity.primitives.Rectangle;ADDED*;.Shape
80c81f9159d3449199a8655f1804f501f3c5d063;CLASS;org.anddev.andengine.entity.particle.ParticleEngine;ADDED*;org.anddev.andengine.entity.DynamicEntity
80c81f9159d3449199a8655f1804f501f3c5d063;CLASS;org.anddev.andengine.entity.particle.Particle;ADDED*;org.anddev.andengine.entity.sprite.Sprite
041f459192c31f2651074d4b44af9c43d833861a;CLASS;org.anddev.andengine.entity.particle.ParticleSystem;ADDED*;org.anddev.andengine.entity.DynamicEntity
1d59d603cb929ea181cebcde608cc4628af5843c;CLASS;org.anddev.andengine.entity.particle.modifier.GravityModifier;ADDED*;.AccelerationModifier
3c8fcdbb26a53b8bb4057c6010957e634f02d098;CLASS;org.anddev.andengine.entity.sprite.modifier.RotateModifier;ADDED*;.BaseModifier
df44a5da665812d889a690564e179e24cdf11d16;CLASS;org.anddev.andengine.entity.sprite.modifier.RotateByModifier;ADDED*;.BaseModifier
93acc8f127504ab3e2f1a90f0d589613d4d8adc3;CLASS;org.anddev.andengine.entity.sprite.modifier.DelayModifier;ADDED*;.BaseModifier
56a4400a5879d580dec93969dfd394e4a8beaced;CLASS;org.anddev.andengine.entity.sprite.modifier.BaseFromToModifier;ADDED*;.BaseModifier
56a4400a5879d580dec93969dfd394e4a8beaced;CLASS;org.anddev.andengine.entity.sprite.modifier.AlphaModifier;ADDED*;.BaseFromToModifier
e28e91873b7b626b3b5e05dac587f0a9bab97be8;CLASS;org.anddev.andengine.entity.sprite.modifier.ScaleModifier;ADDED*;.BaseFromToModifier
7371d8bca42898248c5684a034259e62b6cced54;CLASS;org.anddev.andengine.physics.IPhysicsSpace;ADDED*;org.anddev.andengine.entity.IUpdateHandler
594742f1d380948b4abdeca579ddfedd4d6af4d1;CLASS;org.anddev.andengine.physics.StaticPhysicsBody;ADDED*;.BasePhysicsBody
594742f1d380948b4abdeca579ddfedd4d6af4d1;CLASS;org.anddev.andengine.physics.DynamicPhysicsBody;ADDED*;.BasePhysicsBody
