SmellMetrics,Seg, 4 jun 2018 18:34:51 BRT
Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"null.checkType(String)",1,1,n/a,2,0,1,1,1
"null.compare(String,String)",1,0,n/a,4,0,2,1,1
"null.defaultValueString(ConfVars)",0,1,n/a,2,0,1,1,1
"null.getAggregator(Configuration)",1,0,n/a,3,0,1,1,1
"null.getPublisher(Configuration)",1,0,n/a,3,0,1,1,1
"null.inRange(String,Object,Object)",1,1,n/a,5,0,3,2,2
"null.initialValue()",1,0,n/a,4,0,0,1,1
"null.run()",7,1,n/a,12,2,0,5,3
"org.apache.hadoop.hive.ant.GenHiveTemplate.appendElement(Element,String,String)",5,4,n/a,10,1,3,7,2
"org.apache.hadoop.hive.ant.GenHiveTemplate.execute()",2,0,n/a,8,1,0,3,2
"org.apache.hadoop.hive.ant.GenHiveTemplate.generate()",11,2,n/a,14,3,0,9,5
"org.apache.hadoop.hive.ant.GenHiveTemplate.generateTemplate()",29,1,n/a,44,2,0,20,3
"org.apache.hadoop.hive.ant.GenHiveTemplate.getTemplateFile()",0,0,n/a,3,0,0,1,1
"org.apache.hadoop.hive.ant.GenHiveTemplate.main(String[])",2,0,n/a,4,0,1,2,1
"org.apache.hadoop.hive.ant.GenHiveTemplate.normalize(String)",13,1,n/a,16,1,1,12,4
"org.apache.hadoop.hive.ant.GenHiveTemplate.setTemplateFile(String)",0,0,n/a,3,0,1,1,1
"org.apache.hadoop.hive.ant.GenHiveTemplate.writeToFile(File,Document)",7,1,n/a,8,0,2,6,1
"org.apache.hadoop.hive.common.CompressionUtils.tar(String,String[],String)",16,0,n/a,33,3,3,18,2
"org.apache.hadoop.hive.common.FileUtils.AcceptAllPathFilter.accept(Path)",0,0,n/a,4,0,1,1,1
"org.apache.hadoop.hive.common.FileUtils.FileUtils()",0,0,n/a,3,0,0,0,1
"org.apache.hadoop.hive.common.FileUtils.checkDeletePermission(Path,Configuration,String)",15,0,n/a,51,1,3,16,5
"org.apache.hadoop.hive.common.FileUtils.checkFileAccessWithImpersonation(FileSystem,FileStatus,FsAction,String)",18,2,n/a,6,2,4,10,3
"org.apache.hadoop.hive.common.FileUtils.copy(FileSystem,Path,FileSystem,Path,boolean,boolean,HiveConf)",6,0,n/a,21,2,7,9,4
"org.apache.hadoop.hive.common.FileUtils.equalsFileSystem(FileSystem,FileSystem)",3,0,n/a,14,0,2,1,1
"org.apache.hadoop.hive.common.FileUtils.escapePathName(String)",1,3,n/a,3,0,1,1,1
"org.apache.hadoop.hive.common.FileUtils.escapePathName(String,String)",10,3,n/a,31,2,2,14,6
"org.apache.hadoop.hive.common.FileUtils.getPathOrParentThatExists(FileSystem,Path)",3,1,n/a,17,1,2,4,2
"org.apache.hadoop.hive.common.FileUtils.isActionPermittedForFileHierarchy(FileSystem,FileStatus,String,FsAction)",6,1,n/a,39,2,4,14,6
"org.apache.hadoop.hive.common.FileUtils.isLocalFile(HiveConf,String)",5,0,n/a,18,1,2,6,3
"org.apache.hadoop.hive.common.FileUtils.isOwnerOfFileHierarchy(FileSystem,FileStatus,String)",6,1,n/a,19,2,3,9,5
"org.apache.hadoop.hive.common.FileUtils.listStatusRecursively(FileSystem,FileStatus,List<FileStatus>)",9,2,n/a,5,3,3,6,4
"org.apache.hadoop.hive.common.FileUtils.makeDefaultListBucketingDirName(List<String>,String)",6,0,n/a,21,2,2,11,3
"org.apache.hadoop.hive.common.FileUtils.makeListBucketingDirName(List<String>,List<String>)",12,0,n/a,18,2,2,10,3
"org.apache.hadoop.hive.common.FileUtils.makePartName(List<String>,List<String>)",1,0,n/a,3,0,2,1,1
"org.apache.hadoop.hive.common.FileUtils.makePartName(List<String>,List<String>,String)",12,1,n/a,21,2,3,10,3
"org.apache.hadoop.hive.common.FileUtils.makeQualified(Path,Configuration)",15,0,n/a,47,3,2,16,7
"org.apache.hadoop.hive.common.FileUtils.mkdir(FileSystem,Path,boolean,Configuration)",11,0,n/a,44,3,4,19,6
"org.apache.hadoop.hive.common.FileUtils.moveToTrash(FileSystem,Path,Configuration)",6,1,n/a,21,1,3,9,3
"org.apache.hadoop.hive.common.FileUtils.needsEscaping(char)",2,1,n/a,3,0,1,1,3
"org.apache.hadoop.hive.common.FileUtils.renameWithPerms(FileSystem,Path,Path,boolean,Configuration)",8,0,n/a,22,3,5,11,4
"org.apache.hadoop.hive.common.FileUtils.trashFilesUnderDir(FileSystem,Path,Configuration)",3,0,n/a,17,1,3,5,2
"org.apache.hadoop.hive.common.FileUtils.unescapePathName(String)",9,0,n/a,21,3,1,16,6
"org.apache.hadoop.hive.common.HiveInterruptCallback.interrupt()",n/a,1,0,n/a,n/a,0,n/a,n/a
"org.apache.hadoop.hive.common.HiveInterruptUtils.add(HiveInterruptCallback)",1,0,n/a,6,1,1,3,1
"org.apache.hadoop.hive.common.HiveInterruptUtils.checkInterrupted()",4,0,n/a,14,2,0,6,3
