SmellMetrics,Seg, 4 jun 2018 20:43:46 BRT
Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"null.accept(AttributeSource)",0,1,n/a,4,0,1,1,1
"null.accept(String)",1,3,n/a,6,1,1,3,2
"null.add(BooleanClause)",1,28,n/a,4,0,1,1,1
"null.add(Query,Occur)",1,137,n/a,4,0,2,1,1
"null.addClause(BooleanQuery,Term,float)",3,2,n/a,6,0,3,3,1
"null.addClause(SpanOrQuery,Term,float)",3,2,n/a,6,0,3,3,1
"null.advance(int)",0,54,n/a,2,0,1,1,1
"null.close()",0,42,n/a,2,0,0,0,1
"null.compare(DocFieldProcessorPerField,DocFieldProcessorPerField)",1,0,n/a,3,0,2,1,1
"null.compare(InstantiatedTerm,InstantiatedTerm)",3,0,n/a,3,0,2,1,1
"null.compare(InstantiatedTermDocumentInformation,InstantiatedTermDocumentInformation)",5,0,n/a,3,0,2,1,1
"null.compare(Long,Long)",1,0,n/a,3,0,2,1,1
"null.compare(MergeThread,MergeThread)",2,0,n/a,7,0,2,5,3
"null.compare(Object,Object)",3,0,n/a,5,0,2,3,1
"null.compare(SegmentInfo,SegmentInfo)",2,0,n/a,11,1,2,6,3
"null.compare(Spans,Spans)",2,0,n/a,3,0,2,1,1
"null.compare(String,String)",11,0,n/a,24,3,2,14,8
"null.compare(Token,Token)",2,0,n/a,3,0,2,1,1
"null.compare(byte[],byte[])",1,0,n/a,9,1,2,8,3
"null.computeNorm(String,FieldInvertState)",4,27,n/a,4,0,2,1,2
"null.createComponents(String,Reader)",3,5,n/a,6,0,2,2,1
"null.difference()",1,1,n/a,3,0,0,1,1
"null.docFreq()",1,28,n/a,3,0,0,1,1
"null.docID()",0,45,n/a,2,0,0,1,1
"null.endEnum()",1,1,n/a,3,0,0,1,1
"null.equals(Object)",0,0,n/a,4,0,1,1,1
"null.getChain(DocumentsWriter)",7,2,n/a,27,0,1,6,1
"null.getComparator()",0,5,n/a,3,0,0,1,1
"null.getLabel()",0,1,n/a,2,0,0,1,1
"null.getTopLevelQuery()",1,2,n/a,4,0,0,1,1
"null.hashCode()",0,0,n/a,6,0,0,1,1
"null.initialValue()",2,0,n/a,8,1,0,4,2
"null.isAnalyzed()",0,2,n/a,2,0,0,1,1
"null.isCacheable()",0,4,n/a,4,0,0,1,1
"null.isIndexed()",0,3,n/a,2,0,0,1,1
"null.isStored()",0,1,n/a,2,0,0,1,1
"null.iterator()",0,24,n/a,4,0,0,1,1
"null.next()",0,38,n/a,4,0,0,1,1
"null.nextDoc()",0,62,n/a,2,0,0,1,1
"null.omitNorms()",0,2,n/a,2,0,0,1,1
"null.onClose(IndexReader)",1,1,n/a,4,0,1,1,1
"null.onClose(SegmentReader)",1,1,n/a,4,0,1,1,1
"null.parseByte(String)",1,1,n/a,3,0,1,1,1
"null.parseDouble(String)",4,1,n/a,6,0,1,4,3
"null.parseFloat(String)",4,1,n/a,6,0,1,4,3
"null.parseInt(String)",3,1,n/a,6,0,1,4,3
"null.parseLong(String)",3,1,n/a,6,0,1,4,3
"null.parseShort(String)",1,1,n/a,3,0,1,1,1
"null.readResolve()",0,0,n/a,4,0,0,1,1
