SmellMetrics,Seg, 4 jun 2018 17:17:10 BRT
Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"null.accept(Path)",3,0,n/a,4,0,1,2,2
"null.allocate(Ruby,RubyClass)",1,0,n/a,3,0,2,1,1
"null.compare(Node,Node)",0,0,n/a,5,0,2,2,3
"null.initialValue()",1,0,n/a,4,0,0,1,1
"null.put(String,Operator)",1,0,n/a,5,0,2,2,1
"null.run()",1,0,n/a,4,0,0,1,1
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantBooleanObjectInspector.JavaConstantBooleanObjectInspector(Boolean)",1,1,n/a,4,0,1,2,1
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantBooleanObjectInspector.getWritableConstantValue()",1,0,n/a,7,1,0,3,2
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantDoubleObjectInspector.JavaConstantDoubleObjectInspector(Double)",1,1,n/a,4,0,1,2,1
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantDoubleObjectInspector.getWritableConstantValue()",1,0,n/a,7,1,0,3,2
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantFloatObjectInspector.JavaConstantFloatObjectInspector(Float)",1,1,n/a,4,0,1,2,1
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantFloatObjectInspector.getWritableConstantValue()",1,0,n/a,7,1,0,3,2
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantIntObjectInspector.JavaConstantIntObjectInspector(Integer)",1,1,n/a,4,0,1,2,1
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantIntObjectInspector.getWritableConstantValue()",1,0,n/a,7,1,0,3,2
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantLongObjectInspector.JavaConstantLongObjectInspector(Long)",1,1,n/a,4,0,1,2,1
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantLongObjectInspector.getWritableConstantValue()",1,0,n/a,7,1,0,3,2
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantStringObjectInspector.JavaConstantStringObjectInspector(String)",1,1,n/a,4,0,1,2,1
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantStringObjectInspector.getWritableConstantValue()",1,0,n/a,7,1,0,3,2
"org.apache.pig.Accumulator.accumulate(Tuple)",n/a,1,25,n/a,n/a,1,n/a,n/a
"org.apache.pig.Accumulator.cleanup()",n/a,2,25,n/a,n/a,0,n/a,n/a
"org.apache.pig.Accumulator.getValue()",n/a,1,25,n/a,n/a,0,n/a,n/a
"org.apache.pig.AccumulatorEvalFunc.accumulate(Tuple)",n/a,2,5,n/a,n/a,1,n/a,n/a
"org.apache.pig.AccumulatorEvalFunc.cleanup()",n/a,3,5,n/a,n/a,0,n/a,n/a
"org.apache.pig.AccumulatorEvalFunc.exec(Tuple)",3,7,n/a,7,0,1,4,1
"org.apache.pig.AccumulatorEvalFunc.getValue()",n/a,2,5,n/a,n/a,0,n/a,n/a
"org.apache.pig.Algebraic.getFinal()",n/a,3,42,n/a,n/a,0,n/a,n/a
"org.apache.pig.Algebraic.getInitial()",n/a,3,23,n/a,n/a,0,n/a,n/a
