Method,ev(G),iv(G),v(G)
"null.compare(Object,Object)",1,1,1
"null.getCollection()",4,3,4
"null.getFallbackFormat()",1,1,1
"null.getPrimaryFormat()",1,1,1
"null.isFilesystemOnly()",1,1,1
"null.iterator()",1,1,1
"null.log(String)",1,1,1
"null.read()",1,1,1
"null.size()",1,1,1
"org.apache.tools.ant.AntClassLoader.AntClassLoader()",1,1,1
"org.apache.tools.ant.AntClassLoader.AntClassLoader(ClassLoader,Project,Path,boolean)",1,2,2
"org.apache.tools.ant.AntClassLoader.AntClassLoader(ClassLoader,boolean)",1,1,1
"org.apache.tools.ant.AntClassLoader.AntClassLoader(Project,Path)",1,1,1
"org.apache.tools.ant.AntClassLoader.AntClassLoader(Project,Path,boolean)",1,1,1
"org.apache.tools.ant.AntClassLoader.ResourceEnumeration.ResourceEnumeration(String)",1,1,1
"org.apache.tools.ant.AntClassLoader.ResourceEnumeration.findNextResource()",1,3,4
"org.apache.tools.ant.AntClassLoader.ResourceEnumeration.hasMoreElements()",1,1,1
"org.apache.tools.ant.AntClassLoader.ResourceEnumeration.nextElement()",1,1,1
"org.apache.tools.ant.AntClassLoader.addJavaLibraries()",1,2,2
"org.apache.tools.ant.AntClassLoader.addLoaderPackageRoot(String)",1,1,2
"org.apache.tools.ant.AntClassLoader.addPathElement(String)",1,2,3
"org.apache.tools.ant.AntClassLoader.addPathFile(File)",7,9,13
"org.apache.tools.ant.AntClassLoader.addSystemPackageRoot(String)",1,1,2
"org.apache.tools.ant.AntClassLoader.buildFinished(BuildEvent)",1,1,1
"org.apache.tools.ant.AntClassLoader.buildStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.AntClassLoader.cleanup()",1,3,4
"org.apache.tools.ant.AntClassLoader.defineClassFromData(File,byte[],String)",1,1,1
"org.apache.tools.ant.AntClassLoader.definePackage(File,String)",3,2,4
"org.apache.tools.ant.AntClassLoader.definePackage(File,String,Manifest)",1,12,13
"org.apache.tools.ant.AntClassLoader.findBaseClass(String)",2,2,2
"org.apache.tools.ant.AntClassLoader.findClass(String)",1,1,1
"org.apache.tools.ant.AntClassLoader.findClassInComponents(String)",3,5,7
"org.apache.tools.ant.AntClassLoader.findResources(String)",2,4,4
"org.apache.tools.ant.AntClassLoader.forceLoadClass(String)",1,2,2
"org.apache.tools.ant.AntClassLoader.forceLoadSystemClass(String)",1,2,2
"org.apache.tools.ant.AntClassLoader.getClassFilename(String)",1,1,1
"org.apache.tools.ant.AntClassLoader.getClassFromStream(InputStream,String,File)",1,2,2
"org.apache.tools.ant.AntClassLoader.getClasspath()",1,3,3
"org.apache.tools.ant.AntClassLoader.getJarManifest(File)",2,2,3
"org.apache.tools.ant.AntClassLoader.getResource(String)",1,12,12
"org.apache.tools.ant.AntClassLoader.getResourceAsStream(String)",1,7,7
"org.apache.tools.ant.AntClassLoader.getResourceStream(File,String)",5,5,7
"org.apache.tools.ant.AntClassLoader.getResourceURL(File,String)",5,6,9
"org.apache.tools.ant.AntClassLoader.initializeClass(Class)",1,3,5
"org.apache.tools.ant.AntClassLoader.isInPath(File)",3,2,3
"org.apache.tools.ant.AntClassLoader.isParentFirst(String)",5,3,5
"org.apache.tools.ant.AntClassLoader.loadBaseResource(String)",2,2,2
"org.apache.tools.ant.AntClassLoader.loadClass(String,boolean)",4,5,7
"org.apache.tools.ant.AntClassLoader.loadResource(String)",1,3,3
"org.apache.tools.ant.AntClassLoader.log(String,int)",1,2,2
"org.apache.tools.ant.AntClassLoader.messageLogged(BuildEvent)",1,1,1
"org.apache.tools.ant.AntClassLoader.resetThreadContextLoader()",1,3,3
"org.apache.tools.ant.AntClassLoader.setClassPath(Path)",1,3,4
"org.apache.tools.ant.AntClassLoader.setIsolated(boolean)",1,1,1
"org.apache.tools.ant.AntClassLoader.setParent(ClassLoader)",1,2,2
"org.apache.tools.ant.AntClassLoader.setParentFirst(boolean)",1,1,1
"org.apache.tools.ant.AntClassLoader.setProject(Project)",1,2,2
"org.apache.tools.ant.AntClassLoader.setThreadContextLoader()",2,4,5
"org.apache.tools.ant.AntClassLoader.subBuildFinished(BuildEvent)",1,2,2
"org.apache.tools.ant.AntClassLoader.subBuildStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.AntClassLoader.targetFinished(BuildEvent)",1,1,1
"org.apache.tools.ant.AntClassLoader.targetStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.AntClassLoader.taskFinished(BuildEvent)",1,1,1
"org.apache.tools.ant.AntClassLoader.taskStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.AntClassLoader.toString()",1,1,1
"org.apache.tools.ant.AntTypeDefinition.checkClass(Project)",5,6,7
"org.apache.tools.ant.AntTypeDefinition.create(Project)",1,1,1
"org.apache.tools.ant.AntTypeDefinition.createAndSet(Project,Class)",1,3,7
"org.apache.tools.ant.AntTypeDefinition.extractClassname(Class)",1,2,2
"org.apache.tools.ant.AntTypeDefinition.getClassLoader()",1,1,1
"org.apache.tools.ant.AntTypeDefinition.getClassName()",1,1,1
"org.apache.tools.ant.AntTypeDefinition.getExposedClass(Project)",3,4,5
"org.apache.tools.ant.AntTypeDefinition.getName()",1,1,1
"org.apache.tools.ant.AntTypeDefinition.getTypeClass(Project)",1,3,3
"org.apache.tools.ant.AntTypeDefinition.icreate(Project)",6,2,7
"org.apache.tools.ant.AntTypeDefinition.innerCreateAndSet(Class,Project)",1,2,3
"org.apache.tools.ant.AntTypeDefinition.innerGetTypeClass()",2,2,3
