Method,ev(G),iv(G),v(G)
"android.accessibilityservice.AccessibilityService.IEventListenerWrapper.IEventListenerWrapper(AccessibilityService)",1,1,1
"android.accessibilityservice.AccessibilityService.IEventListenerWrapper.executeMessage(Message)",2,3,6
"android.accessibilityservice.AccessibilityService.IEventListenerWrapper.onAccessibilityEvent(AccessibilityEvent)",1,1,1
"android.accessibilityservice.AccessibilityService.IEventListenerWrapper.onInterrupt()",1,1,1
"android.accessibilityservice.AccessibilityService.IEventListenerWrapper.setConnection(IAccessibilityServiceConnection)",1,1,1
"android.accessibilityservice.AccessibilityService.onBind(Intent)",1,1,1
"android.accessibilityservice.AccessibilityService.onServiceConnected()",1,1,1
"android.accessibilityservice.AccessibilityService.sendServiceInfo()",1,3,4
"android.accessibilityservice.AccessibilityService.setServiceInfo(AccessibilityServiceInfo)",1,1,1
"android.accessibilityservice.AccessibilityServiceInfo.describeContents()",1,1,1
"android.accessibilityservice.AccessibilityServiceInfo.writeToParcel(Parcel,int)",1,1,1
"android.accounts.AbstractAccountAuthenticator.AbstractAccountAuthenticator(Context)",1,1,1
"android.accounts.AbstractAccountAuthenticator.Transport.addAccount(IAccountAuthenticatorResponse,String,String,String[],Bundle)",1,9,9
"android.accounts.AbstractAccountAuthenticator.Transport.confirmCredentials(IAccountAuthenticatorResponse,Account,Bundle)",1,8,8
"android.accounts.AbstractAccountAuthenticator.Transport.editProperties(IAccountAuthenticatorResponse,String)",1,3,3
"android.accounts.AbstractAccountAuthenticator.Transport.getAccountRemovalAllowed(IAccountAuthenticatorResponse,Account)",1,4,4
"android.accounts.AbstractAccountAuthenticator.Transport.getAuthToken(IAccountAuthenticatorResponse,Account,String,Bundle)",1,8,8
"android.accounts.AbstractAccountAuthenticator.Transport.getAuthTokenLabel(IAccountAuthenticatorResponse,String)",1,8,8
"android.accounts.AbstractAccountAuthenticator.Transport.hasFeatures(IAccountAuthenticatorResponse,Account,String[])",1,4,4
"android.accounts.AbstractAccountAuthenticator.Transport.updateCredentials(IAccountAuthenticatorResponse,Account,String,Bundle)",1,8,8
"android.accounts.AbstractAccountAuthenticator.checkBinderPermission()",2,1,2
"android.accounts.AbstractAccountAuthenticator.getAccountRemovalAllowed(AccountAuthenticatorResponse,Account)",1,1,1
"android.accounts.AbstractAccountAuthenticator.getIBinder()",1,1,1
"android.accounts.Account.Account(Parcel)",1,1,1
"android.accounts.Account.Account(String,String)",3,1,3
"android.accounts.Account.describeContents()",1,1,1
"android.accounts.Account.equals(Object)",3,2,4
"android.accounts.Account.hashCode()",1,1,1
"android.accounts.Account.toString()",1,1,1
"android.accounts.Account.writeToParcel(Parcel,int)",1,1,1
"android.accounts.AccountAuthenticatorActivity.finish()",1,3,3
"android.accounts.AccountAuthenticatorActivity.onCreate(Bundle)",1,2,2
"android.accounts.AccountAuthenticatorActivity.setAccountAuthenticatorResult(Bundle)",1,1,1
"android.accounts.AccountAuthenticatorCache.AccountAuthenticatorCache(Context)",1,1,1
"android.accounts.AccountAuthenticatorCache.MySerializer.createFromXml(XmlPullParser)",1,1,1
"android.accounts.AccountAuthenticatorCache.MySerializer.writeAsXml(AuthenticatorDescription,XmlSerializer)",1,1,1
"android.accounts.AccountAuthenticatorCache.parseServiceAttributes(Resources,String,AttributeSet)",2,1,2
"android.accounts.AccountAuthenticatorResponse.AccountAuthenticatorResponse(IAccountAuthenticatorResponse)",1,1,1
"android.accounts.AccountAuthenticatorResponse.AccountAuthenticatorResponse(Parcel)",1,1,1
"android.accounts.AccountAuthenticatorResponse.describeContents()",1,1,1
"android.accounts.AccountAuthenticatorResponse.onError(int,String)",1,2,3
"android.accounts.AccountAuthenticatorResponse.onRequestContinued()",1,2,3
"android.accounts.AccountAuthenticatorResponse.onResult(Bundle)",1,2,3
"android.accounts.AccountAuthenticatorResponse.writeToParcel(Parcel,int)",1,1,1
"android.accounts.AccountManager.AccountManager(Context,IAccountManager)",1,1,1
"android.accounts.AccountManager.AccountManager(Context,IAccountManager,Handler)",1,1,1
"android.accounts.AccountManager.AmsTask.AmsTask(Activity,Handler,AccountManagerCallback<Bundle>)",1,1,1
"android.accounts.AccountManager.AmsTask.Response.onError(int,String)",2,2,2
"android.accounts.AccountManager.AmsTask.Response.onResult(Bundle)",1,3,5
"android.accounts.AccountManager.AmsTask.done()",1,2,2
"android.accounts.AccountManager.AmsTask.getResult()",1,1,1
"android.accounts.AccountManager.AmsTask.getResult(long,TimeUnit)",1,1,1
"android.accounts.AccountManager.AmsTask.internalGetResult(Long,TimeUnit)",7,4,12
"android.accounts.AccountManager.AmsTask.set(Bundle)",1,2,2
"android.accounts.AccountManager.AmsTask.start()",1,2,2
"android.accounts.AccountManager.BaseFutureTask.BaseFutureTask(Handler)",1,1,1
"android.accounts.AccountManager.BaseFutureTask.Response.onError(int,String)",2,2,2
"android.accounts.AccountManager.BaseFutureTask.Response.onResult(Bundle)",2,1,4
"android.accounts.AccountManager.BaseFutureTask.postRunnableToHandler(Runnable)",1,1,2
"android.accounts.AccountManager.BaseFutureTask.startTask()",1,2,2
"android.accounts.AccountManager.Future2Task.Future2Task(Handler,AccountManagerCallback<T>)",1,1,1
"android.accounts.AccountManager.Future2Task.done()",1,2,2
"android.accounts.AccountManager.Future2Task.getResult()",1,1,1
"android.accounts.AccountManager.Future2Task.getResult(long,TimeUnit)",1,1,1
"android.accounts.AccountManager.Future2Task.internalGetResult(Long,TimeUnit)",7,4,12
"android.accounts.AccountManager.Future2Task.start()",1,1,1
"android.accounts.AccountManager.GetAuthTokenByTypeAndFeaturesTask.GetAuthTokenByTypeAndFeaturesTask(String,String,String[],Activity,Bundle,Bundle,AccountManagerCallback<Bundle>,Handler)",2,1,2
"android.accounts.AccountManager.GetAuthTokenByTypeAndFeaturesTask.doWork()",1,9,11
"android.accounts.AccountManager.GetAuthTokenByTypeAndFeaturesTask.run(AccountManagerFuture<Bundle>)",3,7,7
"android.accounts.AccountManager.addAccount(String,String,String[],Bundle,Activity,AccountManagerCallback<Bundle>,Handler)",2,1,2
"android.accounts.AccountManager.addAccountExplicitly(Account,String,Bundle)",2,1,3
"android.accounts.AccountManager.addOnAccountsUpdatedListener(OnAccountsUpdateListener,Handler,boolean)",3,3,5
"android.accounts.AccountManager.blockingGetAuthToken(Account,String,boolean)",4,2,4
"android.accounts.AccountManager.clearPassword(Account)",2,1,3
"android.accounts.AccountManager.confirmCredentials(Account,Bundle,Activity,AccountManagerCallback<Bundle>,Handler)",2,1,2
"android.accounts.AccountManager.convertErrorToException(int,String)",5,1,5
"android.accounts.AccountManager.editProperties(String,Activity,AccountManagerCallback<Bundle>,Handler)",2,1,2
"android.accounts.AccountManager.ensureNotOnMainThread()",3,3,4
"android.accounts.AccountManager.get(Context)",2,1,2
"android.accounts.AccountManager.getAccounts()",1,1,2
"android.accounts.AccountManager.getAccountsByType(String)",1,1,2
"android.accounts.AccountManager.getAccountsByTypeAndFeatures(String,String[],AccountManagerCallback<Account[]>,Handler)",3,1,4
"android.accounts.AccountManager.getAuthToken(Account,String,Bundle,Activity,AccountManagerCallback<Bundle>,Handler)",3,1,3
"android.accounts.AccountManager.getAuthToken(Account,String,boolean,AccountManagerCallback<Bundle>,Handler)",3,1,3
"android.accounts.AccountManager.getAuthTokenByFeatures(String,String,String[],Activity,Bundle,Bundle,AccountManagerCallback<Bundle>,Handler)",3,1,3
"android.accounts.AccountManager.getAuthenticatorTypes()",1,1,2
"android.accounts.AccountManager.getPassword(Account)",2,1,3
"android.accounts.AccountManager.getUserData(Account,String)",3,1,4
"android.accounts.AccountManager.hasFeatures(Account,String[],AccountManagerCallback<Boolean>,Handler)",4,1,4
"android.accounts.AccountManager.invalidateAuthToken(String,String)",2,2,4
"android.accounts.AccountManager.peekAuthToken(Account,String)",3,1,4
"android.accounts.AccountManager.postToHandler(Handler,AccountManagerCallback<Bundle>,AccountManagerFuture<Bundle>)",1,1,2
"android.accounts.AccountManager.postToHandler(Handler,OnAccountsUpdateListener,Account[])",1,2,3
"android.accounts.AccountManager.removeAccount(Account,AccountManagerCallback<Boolean>,Handler)",3,1,3
"android.accounts.AccountManager.removeOnAccountsUpdatedListener(OnAccountsUpdateListener)",3,3,4
"android.accounts.AccountManager.sanitizeResult(Bundle)",3,4,4
"android.accounts.AccountManager.setAuthToken(Account,String,String)",3,1,4
"android.accounts.AccountManager.setPassword(Account,String)",2,1,3
"android.accounts.AccountManager.setUserData(Account,String,String)",3,1,4
"android.accounts.AccountManager.updateCredentials(Account,String,Bundle,Activity,AccountManagerCallback<Bundle>,Handler)",2,1,2
"android.accounts.AccountManagerResponse.AccountManagerResponse(IAccountManagerResponse)",1,1,1
"android.accounts.AccountManagerResponse.AccountManagerResponse(Parcel)",1,1,1
"android.accounts.AccountManagerResponse.describeContents()",1,1,1
"android.accounts.AccountManagerResponse.onError(int,String)",1,1,2
"android.accounts.AccountManagerResponse.onResult(Bundle)",1,1,2
"android.accounts.AccountManagerResponse.writeToParcel(Parcel,int)",1,1,1
"android.accounts.AccountManagerService.AccountManagerService(Context)",1,1,1
"android.accounts.AccountManagerService.AccountManagerService(Context,PackageManager,IAccountAuthenticatorCache)",1,1,1
"android.accounts.AccountManagerService.DatabaseHelper.DatabaseHelper(Context)",1,1,1
"android.accounts.AccountManagerService.DatabaseHelper.createAccountsDeletionTrigger(SQLiteDatabase)",1,1,1
"android.accounts.AccountManagerService.DatabaseHelper.createGrantsTable(SQLiteDatabase)",1,1,1
"android.accounts.AccountManagerService.DatabaseHelper.onCreate(SQLiteDatabase)",1,1,1
"android.accounts.AccountManagerService.DatabaseHelper.onOpen(SQLiteDatabase)",1,2,2
"android.accounts.AccountManagerService.DatabaseHelper.onUpgrade(SQLiteDatabase,int,int)",1,3,4
"android.accounts.AccountManagerService.GetAccountsByTypeAndFeatureSession.GetAccountsByTypeAndFeatureSession(IAccountManagerResponse,String,String[])",1,1,1
"android.accounts.AccountManagerService.GetAccountsByTypeAndFeatureSession.checkAccount()",3,5,5
"android.accounts.AccountManagerService.GetAccountsByTypeAndFeatureSession.onResult(Bundle)",2,3,3
"android.accounts.AccountManagerService.GetAccountsByTypeAndFeatureSession.run()",1,1,1
"android.accounts.AccountManagerService.GetAccountsByTypeAndFeatureSession.sendResult()",1,6,6
"android.accounts.AccountManagerService.GetAccountsByTypeAndFeatureSession.toDebugString(long)",1,2,2
"android.accounts.AccountManagerService.MessageHandler.MessageHandler(Looper)",1,1,1
"android.accounts.AccountManagerService.MessageHandler.handleMessage(Message)",2,2,3
"android.accounts.AccountManagerService.RemoveAccountSession.RemoveAccountSession(IAccountManagerResponse,Account)",1,1,1
"android.accounts.AccountManagerService.RemoveAccountSession.onResult(Bundle)",1,7,8
"android.accounts.AccountManagerService.RemoveAccountSession.run()",1,1,1
"android.accounts.AccountManagerService.RemoveAccountSession.toDebugString(long)",1,1,1
"android.accounts.AccountManagerService.Session.Session(IAccountManagerResponse,String,boolean,boolean)",3,2,4
"android.accounts.AccountManagerService.Session.bind()",1,3,3
"android.accounts.AccountManagerService.Session.bindToAuthenticator(String)",3,6,6
"android.accounts.AccountManagerService.Session.binderDied()",1,1,1
"android.accounts.AccountManagerService.Session.cancelTimeout()",1,1,1
"android.accounts.AccountManagerService.Session.close()",2,2,3
"android.accounts.AccountManagerService.Session.getResponseAndClose()",2,1,2
"android.accounts.AccountManagerService.Session.onError(int,String)",1,6,6
"android.accounts.AccountManagerService.Session.onRequestContinued()",1,1,1
"android.accounts.AccountManagerService.Session.onResult(Bundle)",1,15,15
"android.accounts.AccountManagerService.Session.onServiceConnected(ComponentName,IBinder)",1,2,2
"android.accounts.AccountManagerService.Session.onServiceDisconnected(ComponentName)",1,2,2
"android.accounts.AccountManagerService.Session.onTimedOut()",1,2,2
"android.accounts.AccountManagerService.Session.scheduleTimeout()",1,1,1
"android.accounts.AccountManagerService.Session.toDebugString()",1,1,1
"android.accounts.AccountManagerService.Session.toDebugString(long)",1,1,1
"android.accounts.AccountManagerService.Session.unbind()",1,2,2
"android.accounts.AccountManagerService.SimWatcher.SimWatcher(Context)",1,1,1
"android.accounts.AccountManagerService.SimWatcher.onReceive(Context,Intent)",8,11,13
"android.accounts.AccountManagerService.TestFeaturesSession.TestFeaturesSession(IAccountManagerResponse,Account,String[])",1,1,1
"android.accounts.AccountManagerService.TestFeaturesSession.onResult(Bundle)",3,6,6
"android.accounts.AccountManagerService.TestFeaturesSession.run()",1,2,2
"android.accounts.AccountManagerService.TestFeaturesSession.toDebugString(long)",1,2,2
"android.accounts.AccountManagerService.addAccount(Account,String,Bundle)",2,2,3
"android.accounts.AccountManagerService.addAcount(IAccountManagerResponse,String,String,String[],boolean,Bundle)",3,3,5
"android.accounts.AccountManagerService.cancelNotification(int)",1,1,1
"android.accounts.AccountManagerService.checkAuthenticateAccountsPermission(Account)",1,1,1
"android.accounts.AccountManagerService.checkBinderPermission(String...)",3,4,4
"android.accounts.AccountManagerService.checkCallingUidAgainstAuthenticator(Account)",2,4,4
"android.accounts.AccountManagerService.checkManageAccountsOrUseCredentialsPermissions()",1,1,1
"android.accounts.AccountManagerService.checkManageAccountsPermission()",1,1,1
"android.accounts.AccountManagerService.checkReadAccountsPermission()",1,1,1
"android.accounts.AccountManagerService.clearPassword(Account)",2,2,3
"android.accounts.AccountManagerService.confirmCredentials(IAccountManagerResponse,Account,Bundle,boolean)",3,2,4
"android.accounts.AccountManagerService.createNoCredentialsPermissionNotification(Account,Intent)",1,1,1
"android.accounts.AccountManagerService.doNotification(Account,CharSequence,Intent)",1,4,4
"android.accounts.AccountManagerService.dump(FileDescriptor,PrintWriter,String[])",1,7,7
"android.accounts.AccountManagerService.editProperties(IAccountManagerResponse,String,boolean)",3,2,4
"android.accounts.AccountManagerService.getAccountId(SQLiteDatabase,Account)",2,2,2
"android.accounts.AccountManagerService.getAccountLabel(String)",2,1,3
"android.accounts.AccountManagerService.getAccounts(String)",1,2,2
"android.accounts.AccountManagerService.getAccountsByFeatures(IAccountManagerResponse,String,String[])",4,3,6
"android.accounts.AccountManagerService.getAccountsByTypeFromCache(String)",4,4,6
"android.accounts.AccountManagerService.getAuthToken(IAccountManagerResponse,Account,String,boolean,boolean,Bundle)",10,15,21
"android.accounts.AccountManagerService.getAuthTokenLabel(IAccountManagerResponse,Account,String)",4,2,4
"android.accounts.AccountManagerService.getAuthenticatorTypes()",1,2,3
"android.accounts.AccountManagerService.getCredentialPermissionNotificationId(Account,String,int)",1,2,2
"android.accounts.AccountManagerService.getDatabaseName()",2,2,2
"android.accounts.AccountManagerService.getExtrasId(SQLiteDatabase,long,String)",2,2,2
"android.accounts.AccountManagerService.getMetaValue(String)",2,2,2
"android.accounts.AccountManagerService.getPassword(Account)",2,2,3
"android.accounts.AccountManagerService.getSigninRequiredNotificationId(Account)",1,2,2
"android.accounts.AccountManagerService.getSingleton()",1,1,1
"android.accounts.AccountManagerService.getUserData(Account,String)",3,2,4
"android.accounts.AccountManagerService.grantAppPermission(Account,String,int)",2,3,4
"android.accounts.AccountManagerService.hasAuthenticatorUid(String,int)",3,4,4
"android.accounts.AccountManagerService.hasExplicitlyGrantedPermission(Account,String)",3,2,4
"android.accounts.AccountManagerService.hasFeatures(IAccountManagerResponse,Account,String[])",4,2,5
"android.accounts.AccountManagerService.inSystemImage(int)",3,2,5
"android.accounts.AccountManagerService.insertAccountIntoCache(Account)",1,2,3
"android.accounts.AccountManagerService.insertAccountIntoDatabase(Account,String,Bundle)",7,6,7
"android.accounts.AccountManagerService.insertExtra(SQLiteDatabase,long,String,String)",1,1,1
"android.accounts.AccountManagerService.installNotification(int,Notification)",1,1,1
"android.accounts.AccountManagerService.invalidateAuthToken(SQLiteDatabase,String,String)",2,2,4
"android.accounts.AccountManagerService.invalidateAuthToken(String,String)",3,2,4
"android.accounts.AccountManagerService.newGrantCredentialsPermissionIntent(Account,int,AccountAuthenticatorResponse,String,String)",1,1,1
"android.accounts.AccountManagerService.onBind(Intent)",1,1,1
"android.accounts.AccountManagerService.onResult(IAccountManagerResponse,Bundle)",1,5,5
"android.accounts.AccountManagerService.onServiceChanged(AuthenticatorDescription,boolean)",1,1,1
"android.accounts.AccountManagerService.peekAuthToken(Account,String)",3,2,4
"android.accounts.AccountManagerService.permissionIsGranted(Account,String,int)",1,4,6
"android.accounts.AccountManagerService.readAuthTokenFromCache(Account,String)",1,2,2
"android.accounts.AccountManagerService.readAuthTokensForAccountFromDatabase(Account)",1,2,2
"android.accounts.AccountManagerService.readPasswordFromDatabase(Account)",3,2,3
"android.accounts.AccountManagerService.readUserDataForAccountFromDatabase(Account)",1,2,2
"android.accounts.AccountManagerService.readUserDataFromCache(Account,String)",1,2,2
"android.accounts.AccountManagerService.removeAccount(Account)",1,1,1
"android.accounts.AccountManagerService.removeAccount(IAccountManagerResponse,Account)",3,4,6
"android.accounts.AccountManagerService.removeAccountFromCache(Account)",1,5,5
