Class,OCavg,WMC
"org.apache.commons.lang3.AnnotationUtils","4,50",54
"org.apache.commons.lang3.ArrayUtils","2,70",602
"org.apache.commons.lang3.BitField","1,28",23
"org.apache.commons.lang3.BooleanUtils","3,12",125
"org.apache.commons.lang3.CharEncoding","2,00",2
"org.apache.commons.lang3.CharRange","1,79",25
"org.apache.commons.lang3.CharRange.CharacterIterator","2,80",14
"org.apache.commons.lang3.CharSequenceUtils","2,62",21
"org.apache.commons.lang3.CharSet","2,62",21
"org.apache.commons.lang3.CharSetUtils","3,00",21
"org.apache.commons.lang3.CharUtils","1,70",39
"org.apache.commons.lang3.ClassUtils","3,29",125
"org.apache.commons.lang3.EnumUtils","1,67",15
"org.apache.commons.lang3.JavaVersion","2,80",14
"org.apache.commons.lang3.LocaleUtils","3,33",30
"org.apache.commons.lang3.LocaleUtils.SyncAvoid",n/a,0
"org.apache.commons.lang3.ObjectUtils","2,75",55
"org.apache.commons.lang3.ObjectUtils.Null","1,00",2
"org.apache.commons.lang3.RandomStringUtils","2,17",26
"org.apache.commons.lang3.Range","1,96",47
"org.apache.commons.lang3.Range.ComparableComparator","1,00",1
"org.apache.commons.lang3.SerializationException","1,00",4
"org.apache.commons.lang3.SerializationUtils","2,17",13
"org.apache.commons.lang3.SerializationUtils.ClassLoaderAwareObjectInputStream","1,00",2
"org.apache.commons.lang3.StringEscapeUtils","1,00",13
"org.apache.commons.lang3.StringEscapeUtils.CsvEscaper","3,00",3
"org.apache.commons.lang3.StringEscapeUtils.CsvUnescaper","4,00",4
"org.apache.commons.lang3.StringUtils","3,66",604
"org.apache.commons.lang3.SystemUtils","1,36",19
"org.apache.commons.lang3.Validate","1,87",73
"org.apache.commons.lang3.builder.CompareToBuilder","4,47",134
"org.apache.commons.lang3.builder.EqualsBuilder","3,35",114
"org.apache.commons.lang3.builder.HashCodeBuilder","2,17",76
"org.apache.commons.lang3.builder.IDKey","1,67",5
"org.apache.commons.lang3.builder.ReflectionToStringBuilder","1,58",41
"org.apache.commons.lang3.builder.StandardToStringStyle","1,00",41
"org.apache.commons.lang3.builder.ToStringBuilder","1,10",69
"org.apache.commons.lang3.builder.ToStringStyle","1,87",209
"org.apache.commons.lang3.builder.ToStringStyle.DefaultToStringStyle","1,00",2
"org.apache.commons.lang3.builder.ToStringStyle.MultiLineToStringStyle","1,00",2
"org.apache.commons.lang3.builder.ToStringStyle.NoFieldNameToStringStyle","1,00",2
"org.apache.commons.lang3.builder.ToStringStyle.ShortPrefixToStringStyle","1,00",2
"org.apache.commons.lang3.builder.ToStringStyle.SimpleToStringStyle","1,00",2
"org.apache.commons.lang3.concurrent.AtomicInitializer","3,00",3
"org.apache.commons.lang3.concurrent.AtomicSafeInitializer","3,00",3
"org.apache.commons.lang3.concurrent.BackgroundInitializer","1,33",16
"org.apache.commons.lang3.concurrent.BackgroundInitializer.InitializationTask","1,50",3
