Dependency metrics,Sex, 6 out 2017 16:54:25 BRT
Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.andengine.AndEngine",0,4,12,0,0
"org.andengine.audio.BaseAudioEntity",0,3,4,2,32
"org.andengine.audio.BaseAudioManager",0,2,2,5,32
"org.andengine.audio.exception.AudioException",0,1,1,1,33
"org.andengine.audio.music.Music",1,4,9,3,25
"org.andengine.audio.music.MusicFactory",0,3,10,1,22
"org.andengine.audio.music.MusicLibrary",0,2,11,0,0
"org.andengine.audio.music.MusicManager",1,2,9,4,25
"org.andengine.audio.music.exception.MusicException",0,1,1,1,27
"org.andengine.audio.music.exception.MusicReleasedException",0,1,2,1,26
"org.andengine.audio.sound.Sound",1,3,9,3,27
"org.andengine.audio.sound.SoundFactory",0,2,10,1,22
"org.andengine.audio.sound.SoundLibrary",0,2,11,0,0
"org.andengine.audio.sound.SoundManager",1,3,9,5,27
"org.andengine.audio.sound.exception.SoundException",0,1,1,2,29
"org.andengine.audio.sound.exception.SoundReleasedException",0,1,2,1,28
"org.andengine.engine.Engine",5,46,213,10,21
"org.andengine.engine.Engine.EngineDestroyedException",0,0,0,1,22
"org.andengine.engine.Engine.EngineLock",0,0,0,2,22
"org.andengine.engine.Engine.UpdateThread",5,5,213,2,21
"org.andengine.engine.FixedStepEngine",0,3,214,0,0
"org.andengine.engine.LimitedFPSEngine",0,3,214,0,0
"org.andengine.engine.camera.BoundCamera",0,1,101,2,2
"org.andengine.engine.camera.Camera",26,16,100,43,251
"org.andengine.engine.camera.CameraFactory",0,1,101,0,0
"org.andengine.engine.camera.SmoothCamera",0,3,103,0,0
"org.andengine.engine.camera.ZoomCamera",0,5,102,1,1
"org.andengine.engine.camera.hud.HUD",26,2,100,2,251
"org.andengine.engine.camera.hud.controls.AnalogOnScreenControl",1,10,113,1,1
"org.andengine.engine.camera.hud.controls.BaseOnScreenControl",1,15,108,3,4
"org.andengine.engine.camera.hud.controls.DigitalOnScreenControl",0,6,109,0,0
"org.andengine.engine.handler.BaseEntityUpdateHandler",0,2,101,2,29
"org.andengine.engine.handler.DrawHandlerList",0,4,101,1,22
"org.andengine.engine.handler.UpdateHandlerList",0,2,4,3,252
"org.andengine.engine.handler.collision.CollisionHandler",0,4,105,0,0
"org.andengine.engine.handler.physics.PhysicsHandler",0,2,102,3,28
"org.andengine.engine.handler.runnable.RunnableHandler",0,1,1,3,252
"org.andengine.engine.handler.timer.TimerHandler",1,2,2,3,7
"org.andengine.engine.options.AudioOptions",0,2,12,3,22
"org.andengine.engine.options.EngineOptions",5,9,213,11,21
"org.andengine.engine.options.MusicOptions",0,0,0,1,23
"org.andengine.engine.options.RenderOptions",0,0,0,4,317
"org.andengine.engine.options.ScreenOrientation",0,0,0,2,22
"org.andengine.engine.options.SoundOptions",0,1,10,2,23
"org.andengine.engine.options.TouchOptions",0,0,0,2,22
"org.andengine.engine.options.WakeLockOptions",0,0,0,2,22
"org.andengine.engine.options.resolutionpolicy.BaseResolutionPolicy",0,1,214,4,4
"org.andengine.engine.options.resolutionpolicy.FillResolutionPolicy",0,2,215,0,0
"org.andengine.engine.options.resolutionpolicy.FixedResolutionPolicy",0,2,215,0,0
"org.andengine.engine.options.resolutionpolicy.RatioResolutionPolicy",0,2,215,0,0
"org.andengine.engine.options.resolutionpolicy.RelativeResolutionPolicy",0,2,215,0,0
"org.andengine.engine.splitscreen.DoubleSceneSplitScreenEngine",0,7,214,0,0
"org.andengine.engine.splitscreen.SingleSceneSplitScreenEngine",0,6,214,0,0
"org.andengine.entity.Entity",26,21,100,36,251
"org.andengine.entity.TagEntityMatcher",0,2,101,0,0
"org.andengine.entity.ZIndexSorter",26,4,100,1,251
"org.andengine.entity.modifier.AlphaModifier",0,5,108,3,9
"org.andengine.entity.modifier.CardinalSplineMoveModifier",0,8,109,1,1
"org.andengine.entity.modifier.CardinalSplineMoveModifier.CardinalSplineMoveModifierConfig",0,2,4,2,3
"org.andengine.entity.modifier.CatmullRomSplineMoveModifier",0,4,111,0,0
"org.andengine.entity.modifier.CatmullRomSplineMoveModifier.CatmullRomMoveModifierConfig",0,1,5,1,1
"org.andengine.entity.modifier.ColorModifier",0,6,110,0,0
"org.andengine.entity.modifier.CubicBezierCurveMoveModifier",0,6,107,0,0
"org.andengine.entity.modifier.DelayModifier",0,3,105,0,0
"org.andengine.entity.modifier.DoubleValueChangeEntityModifier",0,4,106,1,1
"org.andengine.entity.modifier.DoubleValueSpanEntityModifier",0,5,108,3,8
"org.andengine.entity.modifier.DurationEntityModifier",0,4,104,4,5
"org.andengine.entity.modifier.EntityModifier",0,4,103,1,2
"org.andengine.entity.modifier.EntityModifierList",26,2,100,1,251
"org.andengine.entity.modifier.FadeInModifier",0,4,109,0,0
"org.andengine.entity.modifier.FadeOutModifier",0,4,109,0,0
"org.andengine.entity.modifier.JumpModifier",0,6,110,0,0
"org.andengine.entity.modifier.LoopEntityModifier",0,6,106,0,0
"org.andengine.entity.modifier.MoveByModifier",0,3,107,0,0
"org.andengine.entity.modifier.MoveModifier",0,5,109,3,4
"org.andengine.entity.modifier.MoveXModifier",0,5,108,0,0
"org.andengine.entity.modifier.MoveYModifier",0,5,108,0,0
"org.andengine.entity.modifier.ParallelEntityModifier",0,5,104,0,0
"org.andengine.entity.modifier.PathModifier",1,13,116,1,1
"org.andengine.entity.modifier.PathModifier.Path",0,1,1,1,2
"org.andengine.entity.modifier.QuadraticBezierCurveMoveModifier",0,6,107,0,0
"org.andengine.entity.modifier.RotationAtModifier",0,6,109,0,0
"org.andengine.entity.modifier.RotationByModifier",0,3,106,0,0
"org.andengine.entity.modifier.RotationModifier",0,5,108,1,1
"org.andengine.entity.modifier.ScaleAtModifier",0,6,110,0,0
"org.andengine.entity.modifier.ScaleModifier",0,5,109,1,1
"org.andengine.entity.modifier.SequenceEntityModifier",0,6,107,0,0
"org.andengine.entity.modifier.SingleValueChangeEntityModifier",0,4,105,1,1
"org.andengine.entity.modifier.SingleValueSpanEntityModifier",0,5,107,6,16
"org.andengine.entity.modifier.SkewModifier",0,5,109,0,0
"org.andengine.entity.modifier.SkewXModifier",0,5,108,0,0
"org.andengine.entity.modifier.SkewYModifier",0,5,108,0,0
"org.andengine.entity.modifier.TripleValueSpanEntityModifier",0,5,109,1,1
"org.andengine.entity.particle.BatchedPseudoSpriteParticleSystem",0,11,117,0,0
"org.andengine.entity.particle.BatchedSpriteParticleSystem",0,13,121,0,0
"org.andengine.entity.particle.BlendFunctionParticleSystem",0,7,109,2,2
