Package,C(rec),LOC(rec),METH(rec)
"",722,70.117,4.691
"avro",n/a,123,n/a
"java",722,69.055,4.691
"java.org",722,69.055,4.691
"java.org.apache",722,69.055,4.691
"java.org.apache.cassandra",722,69.055,4.691
"java.org.apache.cassandra.auth",10,567,20
"java.org.apache.cassandra.cache",15,962,89
"java.org.apache.cassandra.cli",17,3.950,120
"java.org.apache.cassandra.client",1,122,5
"java.org.apache.cassandra.concurrent",14,1.035,74
"java.org.apache.cassandra.config",15,2.492,209
"java.org.apache.cassandra.cql",25,3.496,183
"java.org.apache.cassandra.db",216,19.811,1.531
"java.org.apache.cassandra.db.columniterator",10,695,39
"java.org.apache.cassandra.db.commitlog",25,1.291,89
"java.org.apache.cassandra.db.compaction",28,2.107,128
"java.org.apache.cassandra.db.context",5,793,39
"java.org.apache.cassandra.db.filter",7,604,51
"java.org.apache.cassandra.db.marshal",33,3.307,345
"java.org.apache.cassandra.db.migration",9,1.092,69
"java.org.apache.cassandra.dht",28,1.790,152
"java.org.apache.cassandra.gms",34,2.481,178
"java.org.apache.cassandra.hadoop",10,1.447,90
"java.org.apache.cassandra.io",79,5.898,450
"java.org.apache.cassandra.io.sstable",45,3.544,254
"java.org.apache.cassandra.io.util",26,2.059,180
"java.org.apache.cassandra.locator",27,2.263,158
"java.org.apache.cassandra.net",28,1.975,128
"java.org.apache.cassandra.net.io",1,25,0
"java.org.apache.cassandra.net.sink",2,82,5
"java.org.apache.cassandra.scheduler",4,211,14
"java.org.apache.cassandra.security",3,218,12
"java.org.apache.cassandra.security.streaming",2,130,8
"java.org.apache.cassandra.service",75,7.434,500
"java.org.apache.cassandra.streaming",21,1.632,91
"java.org.apache.cassandra.thrift",16,2.672,125
"java.org.apache.cassandra.tools",21,2.536,151
"java.org.apache.cassandra.utils",63,6.063,411
"java.org.apache.cassandra.utils.obs",3,1.437,73
"resources",n/a,939,n/a
"resources.org",n/a,939,n/a
"resources.org.apache",n/a,939,n/a
"resources.org.apache.cassandra",n/a,939,n/a
"resources.org.apache.cassandra.cli",n/a,939,n/a

