Chidamber-Kemerer metrics,Sex, 6 out 2017 16:53:32 BRT
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"org.andengine.AndEngine",4,0,1,0,9,6
"org.andengine.audio.BaseAudioEntity",5,0,1,2,21,20
"org.andengine.audio.BaseAudioManager",7,0,1,2,8,7
"org.andengine.audio.IAudioEntity",n/a,n/a,n/a,n/a,12,n/a
"org.andengine.audio.IAudioManager",n/a,n/a,n/a,n/a,5,n/a
"org.andengine.audio.exception.AudioException",2,1,0,0,8,4
"org.andengine.audio.music.Music",6,1,2,0,27,15
"org.andengine.audio.music.MusicFactory",4,0,4,0,9,8
"org.andengine.audio.music.MusicLibrary",2,1,0,0,0,0
"org.andengine.audio.music.MusicManager",5,1,0,0,1,1
"org.andengine.audio.music.exception.MusicException",2,1,0,1,8,4
"org.andengine.audio.music.exception.MusicReleasedException",2,2,0,0,0,0
"org.andengine.audio.sound.Sound",5,1,2,0,32,26
"org.andengine.audio.sound.SoundFactory",3,0,5,0,12,10
"org.andengine.audio.sound.SoundLibrary",2,1,0,0,0,0
"org.andengine.audio.sound.SoundManager",7,1,2,0,13,10
"org.andengine.audio.sound.exception.SoundException",3,1,0,1,8,4
"org.andengine.audio.sound.exception.SoundReleasedException",2,2,0,0,0,0
"org.andengine.engine.Engine",55,0,6,4,164,114
"org.andengine.engine.Engine.EngineDestroyedException",1,0,0,0,0,0
"org.andengine.engine.Engine.EngineLock",2,0,1,0,5,7
"org.andengine.engine.Engine.UpdateThread",5,0,1,0,9,6
"org.andengine.engine.FixedStepEngine",3,1,1,0,4,3
"org.andengine.engine.LimitedFPSEngine",3,1,1,0,4,3
"org.andengine.engine.camera.BoundCamera",3,1,1,1,25,24
"org.andengine.engine.camera.Camera",53,0,5,1,100,106
"org.andengine.engine.camera.CameraFactory",1,0,1,0,3,2
"org.andengine.engine.camera.SmoothCamera",3,3,1,0,28,30
"org.andengine.engine.camera.ZoomCamera",6,2,1,1,32,22
"org.andengine.engine.camera.hud.HUD",4,3,0,1,3,1
"org.andengine.engine.camera.hud.controls.AnalogOnScreenControl",10,5,3,0,18,9
"org.andengine.engine.camera.hud.controls.AnalogOnScreenControl.IAnalogOnScreenControlListener",n/a,n/a,n/a,n/a,1,n/a
"org.andengine.engine.camera.hud.controls.BaseOnScreenControl",17,4,2,2,28,21
"org.andengine.engine.camera.hud.controls.BaseOnScreenControl.IOnScreenControlListener",n/a,n/a,n/a,n/a,1,n/a
"org.andengine.engine.camera.hud.controls.DigitalOnScreenControl",6,5,1,0,10,23
"org.andengine.engine.handler.BaseEntityUpdateHandler",4,0,2,1,6,5
"org.andengine.engine.handler.DrawHandlerList",5,1,1,0,6,4
"org.andengine.engine.handler.IDrawHandler",n/a,n/a,n/a,n/a,1,n/a
"org.andengine.engine.handler.IUpdateHandler",n/a,n/a,n/a,n/a,2,n/a
"org.andengine.engine.handler.IUpdateHandler.IUpdateHandlerMatcher",n/a,n/a,n/a,n/a,0,n/a
"org.andengine.engine.handler.UpdateHandlerList",5,1,2,0,8,6
"org.andengine.engine.handler.collision.CollisionHandler",4,0,2,0,6,10
