Class,CBO,CSA,CSO,CSOA,Dcy*,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"org.apache.cassandra.auth.AllowAllAuthenticator",2,1,3,4,1,0,0,2,16,15,0,0,0,"1,00",2,3,3
"org.apache.cassandra.auth.AllowAllAuthority",2,0,2,2,1,0,0,2,11,10,0,0,0,"1,00",1,2,2
"org.apache.cassandra.auth.AuthenticatedUser",1,2,3,5,0,0,0,0,23,20,0,0,0,"1,00",1,3,3
"org.apache.cassandra.auth.IAuthenticator",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.apache.cassandra.auth.IAuthority",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.apache.cassandra.auth.Permission",5,4,0,4,0,n/a,0,0,12,7,n/a,0,0,n/a,0,0,0
"org.apache.cassandra.auth.Resources",2,2,1,3,201,0,0,0,23,18,0,0,0,"3,00",1,2,3
"org.apache.cassandra.auth.SimpleAuthenticator",8,4,4,8,202,0,0,2,94,91,0,0,0,"3,50",3,10,14
"org.apache.cassandra.auth.SimpleAuthenticator.PasswordMode",1,2,0,2,0,n/a,0,0,4,4,n/a,0,0,n/a,0,0,0
"org.apache.cassandra.auth.SimpleAuthority",1,3,2,5,1,0,0,1,111,104,0,0,0,"10,00",1,3,20
"org.apache.cassandra.cache.AutoSavingCache",11,6,11,17,200,0,0,2,132,126,0,0,0,"1,90",7,19,19
"org.apache.cassandra.cache.AutoSavingCache.Writer",9,4,4,8,200,0,1,1,67,65,0,0,0,"3,00",1,10,9
"org.apache.cassandra.cache.AutoSavingKeyCache",6,0,3,3,200,0,0,2,17,17,0,0,0,"1,33",2,4,4
"org.apache.cassandra.cache.AutoSavingRowCache",4,0,3,3,200,0,0,2,17,17,0,0,0,"1,33",2,4,4
"org.apache.cassandra.cache.ConcurrentLinkedHashCache",1,2,12,14,0,0,0,3,61,59,0,0,0,"1,00",7,12,12
"org.apache.cassandra.cache.ConcurrentLinkedHashCacheProvider",2,0,1,1,201,0,0,1,7,7,0,0,0,"1,00",1,1,1
"org.apache.cassandra.cache.FreeableMemory",1,1,6,7,0,0,0,2,48,40,0,0,0,"1,67",2,6,10
"org.apache.cassandra.cache.ICache",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9,n/a
"org.apache.cassandra.cache.IRowCacheProvider",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.apache.cassandra.cache.InstrumentingCache",1,6,17,23,0,0,0,1,110,106,0,0,0,"1,12",11,17,19
"org.apache.cassandra.cache.InstrumentingCacheMBean",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
"org.apache.cassandra.cache.SerializingCache",3,4,13,17,4,0,0,2,123,120,0,0,0,"1,43",8,16,20
"org.apache.cassandra.cache.SerializingCacheProvider",3,0,2,2,201,0,0,1,18,18,0,0,0,"1,00",1,4,2
"org.apache.cassandra.cli.CliClient",17,11,81,92,228,0,0,3,2.252,1.930,0,0,0,"4,33",36,103,355
