Method,ev(G),iv(G),v(G)
"null.afterExecute(Runnable,Throwable)",1,1,1
"null.apply(IMutation,Multimap<InetAddress, InetAddress>,IWriteResponseHandler,String,ConsistencyLevel)",1,2,2
"null.compare(DecoratedKey,DecoratedKey)",1,1,1
"null.compare(IColumnIterator,IColumnIterator)",1,1,1
"null.compare(InetAddress,InetAddress)",1,1,1
"null.compare(ReplayPosition,ReplayPosition)",2,2,2
"null.fromByteArray(ByteBuffer)",1,1,1
"null.fromString(String)",1,1,1
"null.get()",1,1,1
"null.initialValue()",1,1,1
"null.rejectedExecution(Runnable,ThreadPoolExecutor)",4,4,5
"null.run()",2,3,4
"null.toByteArray(Token<BigInteger>)",1,1,1
"null.toByteArray(Token<String>)",1,1,1
"null.toByteArray(Token<byte[]>)",1,1,1
"null.toString(Token<BigInteger>)",1,1,1
"null.toString(Token<String>)",1,1,1
"null.toString(Token<byte[]>)",1,1,1
"null.validate(String)",1,1,2
"org.apache.cassandra.auth.AllowAllAuthenticator.authenticate(Map<? extends CharSequence, ? extends CharSequence>)",1,1,1
"org.apache.cassandra.auth.AllowAllAuthenticator.defaultUser()",1,1,1
"org.apache.cassandra.auth.AllowAllAuthenticator.validateConfiguration()",1,1,1
"org.apache.cassandra.auth.AllowAllAuthority.authorize(AuthenticatedUser,List<Object>)",1,1,1
"org.apache.cassandra.auth.AllowAllAuthority.validateConfiguration()",1,1,1
"org.apache.cassandra.auth.AuthenticatedUser.AuthenticatedUser(String)",1,1,1
"org.apache.cassandra.auth.AuthenticatedUser.AuthenticatedUser(String,Set<String>)",1,1,1
"org.apache.cassandra.auth.AuthenticatedUser.toString()",1,1,1
"org.apache.cassandra.auth.Resources.toString(List<Object>)",1,3,3
"org.apache.cassandra.auth.SimpleAuthenticator.authenticate(Map<? extends CharSequence, ? extends CharSequence>)",7,9,13
"org.apache.cassandra.auth.SimpleAuthenticator.authenticationErrorMessage(PasswordMode,String)",1,1,1
"org.apache.cassandra.auth.SimpleAuthenticator.defaultUser()",1,1,1
"org.apache.cassandra.auth.SimpleAuthenticator.validateConfiguration()",2,2,2
"org.apache.cassandra.auth.SimpleAuthority.authorize(AuthenticatedUser,List<Object>)",14,17,21
"org.apache.cassandra.auth.SimpleAuthority.validateConfiguration()",2,2,2
"org.apache.cassandra.cache.AutoSavingCache.AutoSavingCache(ICache<K, V>,String,String,CacheType)",1,1,1
"org.apache.cassandra.cache.AutoSavingCache.Writer.Writer(String,String)",1,3,4
"org.apache.cassandra.cache.AutoSavingCache.Writer.getCompactionInfo()",1,1,1
"org.apache.cassandra.cache.AutoSavingCache.Writer.saveCache()",3,4,5
"org.apache.cassandra.cache.AutoSavingCache.getAdjustedCacheSize(long)",1,1,1
"org.apache.cassandra.cache.AutoSavingCache.getCachePath()",1,1,1
"org.apache.cassandra.cache.AutoSavingCache.getWriter()",1,1,1
"org.apache.cassandra.cache.AutoSavingCache.readSaved()",3,6,6
"org.apache.cassandra.cache.AutoSavingCache.reduceCacheSize()",1,2,2
"org.apache.cassandra.cache.AutoSavingCache.scheduleSaving(int)",1,3,3
"org.apache.cassandra.cache.AutoSavingCache.submitWrite()",1,1,1
"org.apache.cassandra.cache.AutoSavingCache.updateCacheSize(long)",1,4,4
"org.apache.cassandra.cache.AutoSavingKeyCache.AutoSavingKeyCache(ICache<K, V>,String,String)",1,1,1
"org.apache.cassandra.cache.AutoSavingKeyCache.getConfiguredCacheSize(CFMetaData)",1,2,2
"org.apache.cassandra.cache.AutoSavingKeyCache.translateKey(K)",1,1,1
"org.apache.cassandra.cache.AutoSavingRowCache.AutoSavingRowCache(ICache<K, V>,String,String)",1,1,1
"org.apache.cassandra.cache.AutoSavingRowCache.getConfiguredCacheSize(CFMetaData)",1,2,2
"org.apache.cassandra.cache.AutoSavingRowCache.translateKey(K)",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCache.ConcurrentLinkedHashCache(ConcurrentLinkedHashMap<K, V>)",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCache.capacity()",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCache.clear()",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCache.create(int,String,String)",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCache.get(K)",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCache.isEmpty()",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCache.isPutCopying()",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCache.keySet()",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCache.put(K,V)",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCache.remove(K)",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCache.setCapacity(int)",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCache.size()",1,1,1
"org.apache.cassandra.cache.ConcurrentLinkedHashCacheProvider.create(int,String,String)",1,1,1
"org.apache.cassandra.cache.FreeableMemory.FreeableMemory(long)",1,1,1
"org.apache.cassandra.cache.FreeableMemory.finalize()",1,1,1
"org.apache.cassandra.cache.FreeableMemory.free()",1,1,1
"org.apache.cassandra.cache.FreeableMemory.getValidByte(long)",1,1,1
"org.apache.cassandra.cache.FreeableMemory.reference()",4,2,4
"org.apache.cassandra.cache.FreeableMemory.unreference()",1,2,2
"org.apache.cassandra.cache.InstrumentingCache.InstrumentingCache(ICache<K, V>,String,String)",1,2,3
"org.apache.cassandra.cache.InstrumentingCache.clear()",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.get(K)",1,2,2
"org.apache.cassandra.cache.InstrumentingCache.getCapacity()",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.getHits()",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.getInternal(K)",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.getKeySet()",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.getRecentHitRate()",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.getRequests()",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.getSize()",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.isCapacitySetManually()",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.isPutCopying()",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.put(K,V)",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.remove(K)",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.setCapacity(int)",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.size()",1,1,1
"org.apache.cassandra.cache.InstrumentingCache.updateCapacity(int)",1,1,1
"org.apache.cassandra.cache.SerializingCache.SerializingCache(int,ICompactSerializer3<V>,String,String)",1,1,1
"org.apache.cassandra.cache.SerializingCache.capacity()",1,1,1
"org.apache.cassandra.cache.SerializingCache.clear()",1,1,1
"org.apache.cassandra.cache.SerializingCache.deserialize(FreeableMemory)",1,2,2
"org.apache.cassandra.cache.SerializingCache.get(Object)",3,1,3
"org.apache.cassandra.cache.SerializingCache.isEmpty()",1,1,1
"org.apache.cassandra.cache.SerializingCache.isPutCopying()",1,1,1
"org.apache.cassandra.cache.SerializingCache.keySet()",1,1,1
"org.apache.cassandra.cache.SerializingCache.put(K,V)",2,2,3
"org.apache.cassandra.cache.SerializingCache.remove(K)",1,2,2
"org.apache.cassandra.cache.SerializingCache.serialize(V)",2,1,4
"org.apache.cassandra.cache.SerializingCache.setCapacity(int)",1,1,1
"org.apache.cassandra.cache.SerializingCache.size()",1,1,1
"org.apache.cassandra.cache.SerializingCacheProvider.SerializingCacheProvider()",1,1,2
"org.apache.cassandra.cache.SerializingCacheProvider.create(int,String,String)",1,1,1
"org.apache.cassandra.cli.CliClient.CfDefNamesComparator.compare(CfDef,CfDef)",1,1,1
"org.apache.cassandra.cli.CliClient.CliClient(CliSessionState,Client)",1,1,1
"org.apache.cassandra.cli.CliClient.Function.Function(AbstractType)",1,1,1
"org.apache.cassandra.cli.CliClient.Function.getFunctionNames()",1,2,3
"org.apache.cassandra.cli.CliClient.Function.getValidator()",1,1,1
"org.apache.cassandra.cli.CliClient.KsDefNamesComparator.compare(KsDef,KsDef)",1,1,1
"org.apache.cassandra.cli.CliClient.cleanupAndExit()",1,1,1
"org.apache.cassandra.cli.CliClient.columnNameAsByteArray(String,CfDef)",1,1,1
"org.apache.cassandra.cli.CliClient.columnNameAsByteArray(String,String)",1,1,1
"org.apache.cassandra.cli.CliClient.columnNameAsBytes(String,CfDef)",1,1,1
"org.apache.cassandra.cli.CliClient.columnNameAsBytes(String,String)",1,1,1
"org.apache.cassandra.cli.CliClient.columnValueAsBytes(ByteBuffer,String,String)",3,4,4
"org.apache.cassandra.cli.CliClient.convertValueByFunction(Tree,CfDef,ByteBuffer)",1,1,1
"org.apache.cassandra.cli.CliClient.convertValueByFunction(Tree,CfDef,ByteBuffer,boolean)",5,8,8
"org.apache.cassandra.cli.CliClient.describeKeySpace(String,KsDef)",4,22,27
"org.apache.cassandra.cli.CliClient.doGetCounter(ByteBuffer,ColumnPath)",1,3,3
"org.apache.cassandra.cli.CliClient.doSlice(String,ByteBuffer,String,byte[],int)",1,12,12
"org.apache.cassandra.cli.CliClient.executeAddColumnFamily(Tree)",2,4,5
"org.apache.cassandra.cli.CliClient.executeAddKeySpace(Tree)",2,3,4
"org.apache.cassandra.cli.CliClient.executeAssumeStatement(Tree)",6,7,8
"org.apache.cassandra.cli.CliClient.executeCLIStatement(String)",2,6,35
"org.apache.cassandra.cli.CliClient.executeConnect(Tree)",1,3,3
"org.apache.cassandra.cli.CliClient.executeConsistencyLevelStatement(Tree)",2,2,3
"org.apache.cassandra.cli.CliClient.executeCount(Tree)",2,4,5
"org.apache.cassandra.cli.CliClient.executeDelColumnFamily(Tree)",2,2,3
