Class,OCavg,WMC
"DocTaglet","1,30",13
"ManualTaglet","1,00",4
"ServerReleaseTaglet","1,00",4
"com.mongodb.AcknowledgedBulkWriteResult","1,91",21
"com.mongodb.AggregateIterableImpl","1,53",23
"com.mongodb.AggregationOptions","1,00",9
"com.mongodb.AggregationOptions.Builder","1,00",8
"com.mongodb.AggregationOptions.OutputMode",n/a,0
"com.mongodb.AggregationOutput","1,00",2
"com.mongodb.AuthenticationMechanism","1,50",6
"com.mongodb.BSONTimestampCodec","1,00",3
"com.mongodb.BasicDBList","1,75",7
"com.mongodb.BasicDBObject","1,19",19
"com.mongodb.BasicDBObjectBuilder","1,18",13
"com.mongodb.BasicDBObjectFactory","1,00",2
"com.mongodb.BulkUpdateRequestBuilder","1,00",7
"com.mongodb.BulkWriteError","1,75",14
"com.mongodb.BulkWriteException","2,67",16
"com.mongodb.BulkWriteHelper","1,71",12
"com.mongodb.BulkWriteOperation","1,11",10
"com.mongodb.BulkWriteRequestBuilder","1,00",10
"com.mongodb.BulkWriteResult",n/a,0
"com.mongodb.BulkWriteUpsert","1,67",10
"com.mongodb.Bytes","16,00",16
"com.mongodb.Bytes.OptionHolder","1,40",7
"com.mongodb.ChangeStreamIterableImpl","1,27",14
"com.mongodb.ClientSessionBinding","1,11",10
"com.mongodb.ClientSessionBinding.SessionBindingConnectionSource","1,00",7
"com.mongodb.ClientSessionContext","1,00",10
"com.mongodb.ClientSessionOptions","1,00",5
"com.mongodb.ClientSessionOptions.Builder","1,00",5
"com.mongodb.CommandResult","1,83",11
"com.mongodb.CompoundDBObjectCodec","1,00",7
"com.mongodb.ConnectionString","4,29",219
"com.mongodb.CursorType","1,00",3
"com.mongodb.DB","1,69",83
"com.mongodb.DBAddress","1,57",22
"com.mongodb.DBCollection","1,60",255
"com.mongodb.DBCollectionObjectFactory","1,50",15
"com.mongodb.DBCursor","1,73",116
"com.mongodb.DBCursor.IteratorOrArray",n/a,0
"com.mongodb.DBCursor.OptionalFinalizer","1,33",4
"com.mongodb.DBDecoderAdapter","1,00",2
"com.mongodb.DBDecoderAdapter.BufferExposingByteArrayOutputStream","1,00",2
"com.mongodb.DBEncoderAdapter","1,00",3
"com.mongodb.DBEncoderFactoryAdapter","1,00",3
"com.mongodb.DBObjectCodec","2,22",60
"com.mongodb.DBObjectCodecProvider","2,00",10
"com.mongodb.DBObjectCollationHelper","11,00",22
"com.mongodb.DBObjects","1,00",2
"com.mongodb.DBRef","2,00",16
"com.mongodb.DBRefCodec","1,25",5
"com.mongodb.DBRefCodecProvider","2,00",6
"com.mongodb.DefaultDBCallback","1,83",11
"com.mongodb.DefaultDBDecoder","1,00",5
"com.mongodb.DefaultDBEncoder","1,20",6
"com.mongodb.DistinctIterableImpl","1,17",7
"com.mongodb.DocumentToDBRefTransformer","2,33",7
"com.mongodb.DuplicateKeyException","1,00",1
"com.mongodb.ErrorCategory","3,00",3
"com.mongodb.ExplainVerbosity",n/a,0
"com.mongodb.FindIterableImpl","1,07",29
"com.mongodb.GroupCommand","2,50",15
"com.mongodb.InsertOptions","1,00",8
"com.mongodb.InsertRequest","1,00",3
"com.mongodb.LazyDBCallback","1,25",5
"com.mongodb.LazyDBDecoder","1,00",5
"com.mongodb.LazyDBEncoder","2,00",2
"com.mongodb.LazyDBList","1,00",4
"com.mongodb.LazyDBObject","1,00",4
"com.mongodb.ListCollectionsIterableImpl","1,33",8
"com.mongodb.ListDatabasesIterableImpl","1,00",4
"com.mongodb.ListIndexesIterableImpl","1,25",5
"com.mongodb.MapReduceCommand","1,45",45
"com.mongodb.MapReduceCommand.OutputType",n/a,0
"com.mongodb.MapReduceIterableImpl","1,36",30
"com.mongodb.MapReduceIterableImpl.WrappedMapReduceReadOperation","1,00",3
"com.mongodb.MapReduceOutput","1,31",17
"com.mongodb.MappingIterable","1,10",11
"com.mongodb.Mongo","1,30",99
"com.mongodb.Mongo.ClientSessionImpl","1,75",21
"com.mongodb.Mongo.Holder","1,50",6
"com.mongodb.Mongo.ServerCursorAndNamespace","1,00",1
"com.mongodb.MongoBatchCursorAdapter","1,56",14
"com.mongodb.MongoBulkWriteException","2,43",17
"com.mongodb.MongoChangeStreamException","1,00",1
"com.mongodb.MongoClient","1,03",32
"com.mongodb.MongoClientException","1,00",2
"com.mongodb.MongoClientOptions","2,30",108
"com.mongodb.MongoClientOptions.Builder","1,07",43
"com.mongodb.MongoClientURI","3,46",45
"com.mongodb.MongoCollectionImpl","1,21",170
"com.mongodb.MongoCommandException","1,00",7
"com.mongodb.MongoCompressor","1,40",14
"com.mongodb.MongoConfigurationException","1,00",1
"com.mongodb.MongoCredential","2,00",38
"com.mongodb.MongoCursorAdapter","1,00",7
"com.mongodb.MongoCursorNotFoundException","1,00",3
"com.mongodb.MongoDatabaseImpl","1,16",52
"com.mongodb.MongoException","1,33",8
"com.mongodb.MongoExecutionTimeoutException","1,00",1
"com.mongodb.MongoGridFSException","1,00",2
"com.mongodb.MongoIncompatibleDriverException","1,00",2
"com.mongodb.MongoInternalException","1,00",2
"com.mongodb.MongoInterruptedException","1,00",1
"com.mongodb.MongoIterableImpl","1,14",16
"com.mongodb.MongoMappingCursor","1,12",9
"com.mongodb.MongoNamespace","1,75",21
"com.mongodb.MongoNodeIsRecoveringException","1,00",1
"com.mongodb.MongoNotPrimaryException","1,00",1
"com.mongodb.MongoOptions","2,06",97
"com.mongodb.MongoQueryException","1,00",3
"com.mongodb.MongoSecurityException","1,00",3
"com.mongodb.MongoServerException","1,00",3
"com.mongodb.MongoSocketClosedException","1,00",1
"com.mongodb.MongoSocketException","1,00",3
"com.mongodb.MongoSocketOpenException","1,00",1
"com.mongodb.MongoSocketReadException","1,00",2
"com.mongodb.MongoSocketReadTimeoutException","1,00",1
