Class,OCavg,WMC
"org.apache.commons.io.ByteOrderMark","2,25",18
"org.apache.commons.io.CopyUtils","1,18",13
"org.apache.commons.io.DirectoryWalker","1,69",27
"org.apache.commons.io.DirectoryWalker.CancelException","1,00",4
"org.apache.commons.io.EndianUtils","1,06",33
"org.apache.commons.io.FileCleaner","1,00",7
"org.apache.commons.io.FileCleaningTracker","1,71",12
"org.apache.commons.io.FileCleaningTracker.Reaper","1,50",3
"org.apache.commons.io.FileCleaningTracker.Tracker","1,50",3
"org.apache.commons.io.FileDeleteStrategy","1,40",7
"org.apache.commons.io.FileDeleteStrategy.ForceFileDeleteStrategy","1,00",2
"org.apache.commons.io.FileExistsException","1,00",3
"org.apache.commons.io.FileSystemUtils","3,62",47
"org.apache.commons.io.FileUtils","3,05",232
"org.apache.commons.io.FilenameUtils","3,84",146
"org.apache.commons.io.HexDump","3,50",14
"org.apache.commons.io.IOCase","1,83",22
"org.apache.commons.io.IOExceptionWithCause","1,50",3
"org.apache.commons.io.IOUtils","2,05",125
"org.apache.commons.io.LineIterator","2,12",17
"org.apache.commons.io.TaggedIOException","1,20",6
"org.apache.commons.io.ThreadMonitor","1,40",7
"org.apache.commons.io.comparator.AbstractFileComparator","1,67",5
"org.apache.commons.io.comparator.CompositeFileComparator","2,75",11
"org.apache.commons.io.comparator.DefaultFileComparator","1,00",1
"org.apache.commons.io.comparator.DirectoryFileComparator","1,50",3
"org.apache.commons.io.comparator.ExtensionFileComparator","1,25",5
"org.apache.commons.io.comparator.LastModifiedFileComparator","3,00",3
"org.apache.commons.io.comparator.NameFileComparator","1,25",5
"org.apache.commons.io.comparator.PathFileComparator","1,25",5
"org.apache.commons.io.comparator.ReverseComparator","1,33",4
"org.apache.commons.io.comparator.SizeFileComparator","2,50",10
"org.apache.commons.io.filefilter.AbstractFileFilter","1,00",3
"org.apache.commons.io.filefilter.AgeFileFilter","1,25",10
"org.apache.commons.io.filefilter.AndFileFilter","2,20",22
"org.apache.commons.io.filefilter.CanReadFileFilter","1,00",2
"org.apache.commons.io.filefilter.CanWriteFileFilter","1,00",2
"org.apache.commons.io.filefilter.DelegateFileFilter","2,00",10
"org.apache.commons.io.filefilter.DirectoryFileFilter","1,00",2
"org.apache.commons.io.filefilter.EmptyFileFilter","1,50",3
"org.apache.commons.io.filefilter.FalseFileFilter","1,00",3
"org.apache.commons.io.filefilter.FileFileFilter","1,00",2
"org.apache.commons.io.filefilter.FileFilterUtils","1,40",60
"org.apache.commons.io.filefilter.HiddenFileFilter","1,00",2
"org.apache.commons.io.filefilter.MagicNumberFileFilter","2,33",14
"org.apache.commons.io.filefilter.NameFileFilter","2,44",22
"org.apache.commons.io.filefilter.NotFileFilter","1,25",5
"org.apache.commons.io.filefilter.OrFileFilter","2,00",20
"org.apache.commons.io.filefilter.PrefixFileFilter","2,44",22
"org.apache.commons.io.filefilter.RegexFileFilter","2,00",10
"org.apache.commons.io.filefilter.SizeFileFilter","1,75",7
"org.apache.commons.io.filefilter.SuffixFileFilter","2,44",22
"org.apache.commons.io.filefilter.TrueFileFilter","1,00",3
"org.apache.commons.io.filefilter.WildcardFileFilter","2,44",22
"org.apache.commons.io.filefilter.WildcardFilter","2,80",14
"org.apache.commons.io.input.AutoCloseInputStream","1,25",5
"org.apache.commons.io.input.BOMInputStream","2,24",38
"org.apache.commons.io.input.BoundedInputStream","1,50",21
"org.apache.commons.io.input.BrokenInputStream","1,00",7
"org.apache.commons.io.input.CharSequenceReader","2,00",18
"org.apache.commons.io.input.ClassLoaderObjectInputStream","1,50",3
"org.apache.commons.io.input.CloseShieldInputStream","1,00",2
"org.apache.commons.io.input.ClosedInputStream","1,00",1
"org.apache.commons.io.input.CountingInputStream","1,43",10
"org.apache.commons.io.input.DemuxInputStream","1,67",5
"org.apache.commons.io.input.NullInputStream","1,94",31
"org.apache.commons.io.input.NullReader","1,87",28
"org.apache.commons.io.input.ProxyInputStream","1,15",15
"org.apache.commons.io.input.ProxyReader","1,21",17
"org.apache.commons.io.input.ReaderInputStream","1,78",16
"org.apache.commons.io.input.SwappedDataInputStream","1,12",18
"org.apache.commons.io.input.TaggedInputStream","1,00",4
"org.apache.commons.io.input.Tailer","1,73",19
"org.apache.commons.io.input.TailerListenerAdapter","1,00",5
"org.apache.commons.io.input.TeeInputStream","1,67",10
"org.apache.commons.io.input.XmlStreamReader","2,78",64
"org.apache.commons.io.input.XmlStreamReaderException","1,00",7
"org.apache.commons.io.monitor.FilesystemEntry","1,21",23
"org.apache.commons.io.monitor.FilesystemListenerAdaptor","1,00",8
"org.apache.commons.io.monitor.FilesystemMonitor","2,11",19
"org.apache.commons.io.monitor.FilesystemObserver","2,33",56
"org.apache.commons.io.output.BrokenOutputStream","1,00",5
"org.apache.commons.io.output.ByteArrayOutputStream","2,20",33
"org.apache.commons.io.output.CloseShieldOutputStream","1,00",2
"org.apache.commons.io.output.ClosedOutputStream","1,00",1
"org.apache.commons.io.output.CountingOutputStream","1,33",8
