,instance,smell_type
0,org.argouml.language.cpp.reveng.CPPParser,LongMethod
1,org.argouml.language.cpp.reveng.CPPParser,LongMethod
2,org.argouml.language.cpp.reveng.CPPParser,LongMethod
3,org.argouml.application.Main,LongMethod
4,org.argouml.language.cpp.reveng.CPPParser,LongMethod
5,org.argouml.language.cpp.reveng.CPPParser,LongMethod
6,org.argouml.language.cpp.reveng.CPPParser,LongMethod
7,org.argouml.language.csharp.generator.GeneratorCSharp,LongMethod
8,org.argouml.language.cpp.reveng.CPPLexer,LongMethod
9,org.argouml.notation.providers.uml.AbstractMessageNotationUml,LongMethod
10,org.argouml.language.csharp.generator.GeneratorCSharp,LongMethod
11,org.argouml.language.cpp.reveng.CPPParser,LongMethod
12,com.nwalsh.xalan.Table,LongMethod
13,org.argouml.language.cpp.reveng.CPPParser,LongMethod
14,org.argouml.language.cpp.reveng.CPPParser,LongMethod
15,org.argouml.model.mdr.XmiReaderImpl,LongMethod
16,org.argouml.language.java.generator.GeneratorJava,LongMethod
17,org.argouml.language.cpp.reveng.CPPParser,LongMethod
18,org.argouml.language.cpp.reveng.CPPParser,LongMethod
19,org.argouml.language.cpp.reveng.CPPParser,LongMethod
20,org.argouml.language.cpp.reveng.CPPParser,LongMethod
21,org.argouml.model.mdr.UmlFactoryMDRImpl,LongMethod
22,org.argouml.profile.internal.ocl.uml14.CollectionsModelInterpreter,LongMethod
23,org.argouml.uml.ui.TabStyle,LongMethod
24,org.argouml.language.cpp.reveng.CPPParser,LongMethod
25,org.argouml.ui.StylePanelFig,LongMethod
26,org.argouml.language.cpp.reveng.CPPParser,LongMethod
27,org.argouml.notation.providers.uml.NotationUtilityUml,LongMethod
28,org.argouml.language.csharp.importer.csparser.main.Parser,LongMethod
29,org.argouml.notation.providers.java.ModelElementNameNotationJava,LongMethod
30,org.argouml.uml.diagram.ui.FigNodeModelElement,LongMethod
31,org.argouml.notation.providers.uml.OperationNotationUml,LongMethod
32,org.argouml.language.cpp.reveng.CPPParser,LongMethod
33,org.argouml.cognitive.Designer,LongMethod
34,org.argouml.language.cpp.reveng.CPPParser,LongMethod
35,org.argouml.language.cpp.reveng.CPPParser,LongMethod
36,org.argouml.language.cpp.reveng.CPPParser,LongMethod
37,org.argouml.cognitive.ui.DismissToDoItemDialog,LongMethod
38,org.argouml.language.cpp.reveng.CPPParser,LongMethod
39,org.argouml.ui.explorer.ExplorerPopup,LongMethod
40,org.argouml.persistence.PGMLStackParser,LongMethod
41,org.argouml.language.cpp.reveng.CPPParser,LongMethod
42,org.argouml.language.cpp.reveng.CPPParser,LongMethod
43,org.argouml.model.mdr.UmlFactoryMDRImpl,LongMethod
44,org.argouml.ui.SettingsTabProfile,LongMethod
45,org.argouml.persistence.OldZargoFilePersister,LongMethod
46,org.argouml.notation.providers.uml.AbstractMessageNotationUml,LongMethod
47,org.argouml.language.csharp.generator.GeneratorCSharp,LongMethod
48,org.argouml.language.csharp.generator.GeneratorCSharp,LongMethod
