,instance,smell_type
0,org.apache.ivy.Main,LongMethod
1,org.apache.ivy.plugins.repository.vsftp.VsftpRepository,LongMethod
2,org.apache.ivy.ant.IvyBuildNumber,LongMethod
3,org.apache.ivy.ant.IvyDeliver,LongMethod
4,org.apache.ivy.plugins.repository.ssh.Scp,LongMethod
5,org.apache.ivy.ant.IvyResolve,LongMethod
6,org.apache.ivy.core.resolve.IvyNode,LongMethod
7,org.apache.ivy.ant.IvyPublish,LongMethod
8,org.apache.ivy.core.cache.DefaultRepositoryCacheManager,LongMethod
9,org.apache.ivy.core.resolve.ResolveEngine,LongMethod
10,org.apache.ivy.core.retrieve.RetrieveEngine,LongMethod
11,org.apache.ivy.plugins.resolver.BasicResolver,LongMethod
12,org.apache.ivy.plugins.report.LogReportOutputter,LongMethod
13,org.apache.ivy.core.publish.PublishEngine,LongMethod
14,org.apache.ivy.core.resolve.ResolveEngine,LongMethod
15,org.apache.ivy.ant.IvyBuildList,LongMethod
16,org.apache.ivy.core.install.InstallEngine,LongMethod
17,org.apache.ivy.core.retrieve.RetrieveEngine,LongMethod
