,instance,smell_type
0,org.eclipse.jdt.internal.compiler.batch.Main,LongMethod
1,org.eclipse.jdt.internal.compiler.impl.CompilerOptions,LongMethod
2,org.eclipse.jdt.internal.formatter.Scribe,LongMethod
3,org.eclipse.jdt.internal.codeassist.CompletionEngine,LongMethod
4,org.eclipse.jdt.internal.core.JavaModelManager,LongMethod
5,org.eclipse.jdt.internal.core.search.BasicSearchEngine,LongMethod
6,org.eclipse.jdt.internal.core.JavaElement,LongMethod
7,org.eclipse.jdt.internal.formatter.DefaultCodeFormatterOptions,LongMethod
8,org.eclipse.jdt.core.JavaCore,LongMethod
9,org.eclipse.jdt.internal.compiler.parser.Parser,LongMethod
10,org.eclipse.jdt.core.JavaCore,LongMethod
11,org.eclipse.jdt.internal.codeassist.CompletionEngine,LongMethod
12,org.eclipse.jdt.internal.core.search.BasicSearchEngine,LongMethod
13,org.eclipse.jdt.internal.core.DeltaProcessor,LongMethod
14,org.eclipse.jdt.internal.compiler.ast.TypeDeclaration,LongMethod
15,org.eclipse.jdt.internal.codeassist.CompletionEngine,LongMethod
16,org.eclipse.jdt.internal.compiler.util.FloatUtil,LongMethod
17,org.eclipse.jdt.internal.core.search.indexing.BinaryIndexer,LongMethod
18,org.eclipse.jdt.core.dom.ASTConverter,LongMethod
19,org.eclipse.jdt.core.JDTCompilerAdapter,LongMethod
20,org.eclipse.jdt.internal.core.JavaModelStatus,LongMethod
21,org.eclipse.jdt.internal.codeassist.CompletionEngine,LongMethod
22,org.eclipse.jdt.internal.codeassist.complete.CompletionScanner,LongMethod
23,org.eclipse.jdt.internal.core.search.BasicSearchEngine,LongMethod
24,org.eclipse.jdt.internal.core.search.matching.MatchLocator,LongMethod
25,org.eclipse.jdt.internal.compiler.parser.Scanner,LongMethod
26,org.eclipse.jdt.internal.core.util.PublicScanner,LongMethod
27,org.eclipse.jdt.internal.core.BinaryMethod,LongMethod
28,org.eclipse.jdt.internal.core.CommitWorkingCopyOperation,LongMethod
29,org.eclipse.jdt.internal.compiler.parser.Parser,LongMethod
30,org.eclipse.jdt.internal.core.util.Disassembler,LongMethod
31,org.eclipse.jdt.internal.compiler.flow.UnconditionalFlowInfo,LongMethod
32,org.eclipse.jdt.internal.compiler.lookup.Scope,LongMethod
33,org.eclipse.jdt.internal.compiler.parser.Scanner,LongMethod
34,org.eclipse.jdt.internal.core.util.PublicScanner,LongMethod
35,org.eclipse.jdt.internal.codeassist.complete.CompletionParser,LongMethod
36,org.eclipse.jdt.internal.codeassist.complete.CompletionParser,LongMethod
