,instance,smell_type
0,org.apache.struts2.jasper.JspC,LongMethod
1,org.apache.struts2.jasper.compiler.JspConfig,LongMethod
2,org.apache.struts2.jasper.compiler.JspConfig,LongMethod
3,org.apache.struts2.jasper.EmbeddedServletOptions,LongMethod
4,org.apache.struts2.views.velocity.VelocityManager,LongMethod
5,org.apache.struts2.jasper.servlet.JspServletWrapper,LongMethod
6,org.apache.struts2.components.OptionTransferSelect,LongMethod
7,org.apache.struts2.components.UIBean,LongMethod
8,org.apache.struts2.views.freemarker.tags.TagModelTest,LongMethod
9,org.apache.struts2.views.freemarker.tags.TagModelTest,LongMethod
10,org.apache.struts2.jasper.compiler.Compiler,LongMethod
11,org.apache.struts2.jasper.compiler.Compiler,LongMethod
12,org.apache.struts2.views.jsp.ui.FormTagTest,LongMethod
13,org.apache.struts2.jasper.compiler.JspDocumentParser,LongMethod
14,org.apache.struts2.jasper.compiler.ParserController,LongMethod
15,org.apache.struts2.xwork2.config.providers.XmlConfigurationProvider,LongMethod
16,org.apache.struts2.jasper.compiler.ImplicitTagLibraryInfo,LongMethod
17,org.apache.struts2.xwork2.config.providers.XmlConfigurationProvider,LongMethod
18,org.apache.struts2.el.parser.ELParser,LongMethod
19,org.apache.struts2.dispatcher.mapper.Restful2ActionMapper,LongMethod
20,org.apache.struts2.jasper.JspC,LongMethod
21,org.apache.struts2.el.parser.ELParser,LongMethod
22,org.apache.struts2.xwork2.util.LocalizedTextUtil,LongMethod
23,org.apache.struts2.el.parser.ELParser,LongMethod
24,org.apache.struts2.jasper.compiler.Compiler,LongMethod
25,org.apache.struts2.views.freemarker.tags.TagModelTest,LongMethod
26,org.apache.struts2.views.freemarker.tags.TagModelTest,LongMethod
