,instance,smell_type
0,org.apache.ivy.core.IvyPatternHelper,FeatureEnvy
1,org.apache.ivy.Ivy14,FeatureEnvy
2,org.apache.ivy.Ivy14,FeatureEnvy
3,org.apache.ivy.Ivy14,FeatureEnvy
4,org.apache.ivy.plugins.resolver.packager.PackagerCacheEntry,FeatureEnvy
5,org.apache.ivy.Ivy14,FeatureEnvy
6,org.apache.ivy.core.resolve.ResolveEngine,FeatureEnvy
7,org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser,FeatureEnvy
8,org.apache.ivy.Main,FeatureEnvy
9,org.apache.ivy.plugins.resolver.BasicResolver,FeatureEnvy
10,org.apache.ivy.ant.IvyBuildList,FeatureEnvy
11,org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor,FeatureEnvy
12,org.apache.ivy.core.cache.DefaultRepositoryCacheManager,FeatureEnvy
13,org.apache.ivy.core.retrieve.RetrieveEngine,FeatureEnvy
14,org.apache.ivy.core.retrieve.RetrieveEngine,FeatureEnvy
15,org.apache.ivy.core.resolve.IvyNode,FeatureEnvy
16,org.apache.ivy.ant.IvyResolve,FeatureEnvy
