,instance,smell_type
0,org.argouml.kernel.ProjectImpl,Blob
1,org.argouml.cognitive.Designer,Blob
2,org.argouml.model.mdr.MDRModelImplementation,Blob
3,org.argouml.ui.ProjectBrowser,Blob
4,org.argouml.cognitive.Critic,Blob
5,org.argouml.uml.diagram.ui.FigNodeModelElement,Blob
6,org.argouml.uml.diagram.ui.FigEdgeModelElement,Blob
7,org.argouml.model.mdr.CoreFactoryMDRImpl,Blob
8,org.argouml.application.Main,Blob
9,org.argouml.language.cpp.generator.GeneratorCpp,Blob
10,org.argouml.core.propertypanels.ui.RowSelector,Blob
11,org.argouml.uml.ui.UMLComboBoxModel2,Blob
12,org.argouml.core.propertypanels.ui.UMLComboBoxModel,Blob
13,org.argouml.uml.reveng.Import,Blob
14,org.argouml.model.mdr.UmlFactoryMDRImpl,Blob
15,org.argouml.ui.cmd.GenericArgoMenuBar,Blob
16,org.argouml.model.euml.CoreFactoryEUMLImpl,Blob
17,org.argouml.core.propertypanels.ui.UMLModelElementListModel,Blob
18,org.argouml.uml.diagram.static_structure.ui.FigPackage,Blob
19,org.argouml.notation.providers.uml.AbstractMessageNotationUml,Blob
20,org.argouml.model.mdr.CoreHelperMDRImpl,Blob
21,org.argouml.model.euml.CoreHelperEUMLImpl,Blob
22,org.argouml.cognitive.ToDoList,Blob
23,org.argouml.language.csharp.generator.GeneratorCSharp,Blob
24,org.argouml.profile.UserDefinedProfile,Blob
25,org.argouml.notation.providers.uml.NotationUtilityUml,Blob
26,org.argouml.language.csharp.importer.CSModeller,Blob
27,org.argouml.model.mdr.MetaTypesMDRImpl,Blob
28,org.argouml.language.reveng.Modeller,Blob
29,org.argouml.uml.reveng.idl.Modeler,Blob
