,instance,smell_type
0,org.apache.lucene.analysis.PorterStemmer,LongMethod
1,org.apache.lucene.index.CheckIndex,LongMethod
2,org.apache.solr.handler.SpellCheckerRequestHandler,LongMethod
3,org.apache.solr.schema.IndexSchema,LongMethod
4,org.apache.lucene.util.fst.TestFSTs,LongMethod
5,org.apache.solr.handler.MoreLikeThisHandler,LongMethod
6,org.apache.lucene.index.pruning.PruningTool,LongMethod
7,org.apache.solr.handler.component.QueryComponent,LongMethod
8,org.apache.solr.client.solrj.impl.HttpSolrServer,LongMethod
9,org.apache.lucene.demo.SearchFiles,LongMethod
10,org.apache.lucene.index.TestIndexWriterOnDiskFull,LongMethod
11,org.apache.lucene.search.spell.SpellChecker,LongMethod
12,org.apache.lucene.queryParser.analyzing.AnalyzingQueryParser,LongMethod
13,org.apache.solr.client.solrj.impl.CommonsHttpSolrServer,LongMethod
14,org.apache.lucene.index.TestIndexWriterDelete,LongMethod
15,org.apache.lucene.index.TestDeletionPolicy,LongMethod
16,org.apache.solr.handler.extraction.ExtractingDocumentLoader,LongMethod
17,org.apache.solr.handler.dataimport.DocBuilder,LongMethod
18,org.apache.lucene.index.TestIndexReaderOnDiskFull,LongMethod
19,org.apache.solr.highlight.DefaultSolrHighlighter,LongMethod
20,org.apache.solr.handler.clustering.carrot2.CarrotClusteringEngine,LongMethod
21,org.apache.lucene.search.TestSort,LongMethod
22,org.apache.lucene.index.TestLongPostings,LongMethod
23,org.apache.lucene.search.grouping.TestGrouping,LongMethod
24,org.apache.solr.search.SolrIndexSearcher,LongMethod
25,org.apache.solr.handler.dataimport.XPathEntityProcessor,LongMethod
26,org.apache.solr.search.TestSort,LongMethod
27,org.apache.solr.handler.TestReplicationHandler,LongMethod
28,org.apache.lucene.benchmark.byTask.feeds.DocMaker,LongMethod
29,org.apache.solr.search.Grouping,LongMethod
30,org.apache.lucene.index.TestLongPostings,LongMethod
31,org.apache.lucene.index.PruningReader,LongMethod
32,org.apache.solr.handler.component.SpellCheckComponent,LongMethod
33,org.apache.lucene.analysis.standard.ClassicTokenizerImpl,LongMethod
34,org.apache.lucene.index.TieredMergePolicy,LongMethod
35,org.apache.solr.handler.ReplicationHandler,LongMethod
36,org.apache.lucene.index.TestDeletionPolicy,LongMethod
37,org.apache.solr.handler.component.TermsComponent,LongMethod
38,org.apache.lucene.index.IndexWriter,LongMethod
39,org.apache.solr.tst.TestRequestHandler,LongMethod
40,org.apache.lucene.search.TestBooleanQuery,LongMethod
41,org.apache.lucene.queryParser.QueryParser,LongMethod
42,org.apache.solr.handler.SnapPuller,LongMethod
43,org.apache.solr.handler.dataimport.JdbcDataSource,LongMethod
44,org.apache.solr.TestGroupingSearch,LongMethod
45,org.apache.solr.request.UnInvertedField,LongMethod
46,org.apache.lucene.search.grouping.TermAllGroupHeadsCollectorTest,LongMethod
47,org.apache.lucene.search.TestSearcherManager,LongMethod
48,org.apache.lucene.index.CheckIndex,LongMethod
49,org.apache.solr.search.SolrIndexSearcher,LongMethod
50,org.apache.solr.core.CoreContainer,LongMethod
51,org.apache.lucene.search.highlight.WeightedSpanTermExtractor,LongMethod
52,org.apache.lucene.search.TestTopDocsMerge,LongMethod
53,org.apache.solr.handler.component.TermVectorComponent,LongMethod
54,org.apache.solr.handler.component.QueryComponent,LongMethod
55,org.apache.lucene.analysis.wikipedia.WikipediaTokenizerImpl,LongMethod
56,org.apache.lucene.analysis.standard.UAX29URLEmailTokenizerImpl,LongMethod
57,org.apache.lucene.validation.LicenseCheckTask,LongMethod
58,org.apache.lucene.search.TestBlockJoin,LongMethod
59,org.apache.lucene.index.ThreadedIndexingAndSearchingTestCase,LongMethod
60,org.apache.lucene.analysis.standard.std31.UAX29URLEmailTokenizerImpl31,LongMethod
61,org.apache.lucene.analysis.standard.std34.UAX29URLEmailTokenizerImpl34,LongMethod
62,org.apache.lucene.index.TestIndexReaderReopen,LongMethod
63,org.apache.solr.handler.component.SearchHandler,LongMethod
64,org.apache.solr.handler.ReplicationHandler,LongMethod
65,org.apache.solr.handler.component.FacetComponent,LongMethod
66,org.apache.lucene.benchmark.byTask.utils.Algorithm,LongMethod
67,org.egothor.stemmer.Diff,LongMethod
68,org.tartarus.snowball.ext.IrishStemmer,LongMethod
69,org.tartarus.snowball.ext.RomanianStemmer,LongMethod
70,org.apache.lucene.analysis.TestCharArrayMap,LongMethod
71,org.apache.lucene.analysis.TestCharArrayMap,LongMethod
72,org.tartarus.snowball.ext.FinnishStemmer,LongMethod
73,org.apache.solr.common.SolrDocumentTest,LongMethod
74,org.tartarus.snowball.ext.GermanStemmer,LongMethod
75,org.apache.lucene.util.LuceneTestCase,LongMethod
76,org.apache.lucene.util.LuceneTestCase,LongMethod
77,org.tartarus.snowball.ext.HungarianStemmer,LongMethod
78,org.apache.lucene.search.TestNRTManager,LongMethod
79,org.apache.solr.handler.dataimport.SolrEntityProcessor,LongMethod
80,org.apache.solr.handler.dataimport.XPathEntityProcessor,LongMethod
81,org.apache.lucene.index.IndexWriter,LongMethod
