,instance,smell_type
0,org.apache.nutch.tools.proxy.TestbedProxy,LongMethod
1,org.apache.nutch.crawl.Generator,LongMethod
2,org.apache.nutch.parse.ParseOutputFormat,LongMethod
3,org.apache.nutch.parse.ParseOutputFormat,LongMethod
4,org.apache.nutch.parse.tika.TikaParser,LongMethod
5,org.apache.nutch.tools.Benchmark,LongMethod
6,org.apache.nutch.protocol.http.HttpResponse,LongMethod
7,org.apache.nutch.crawl.Crawl,LongMethod
8,org.apache.nutch.protocol.httpclient.HttpResponse,LongMethod
9,org.apache.nutch.crawl.CrawlDbReducer,LongMethod
10,org.apache.nutch.analysis.lang.LanguageIdentifier,LongMethod
11,org.apache.nutch.segment.SegmentReader,LongMethod
12,org.apache.nutch.tools.arc.ArcRecordReader,LongMethod
13,org.apache.nutch.parse.html.HTMLMetaProcessor,LongMethod
14,org.apache.nutch.parse.tika.HTMLMetaProcessor,LongMethod
15,org.apache.nutch.tools.arc.ArcRecordReader,LongMethod
16,org.apache.nutch.parse.html.HtmlParser,LongMethod
