,instance,smell_type
0,org.apache.xml.serialize.OutputFormat,Blob
1,org.apache.xerces.parsers.StandardParserConfiguration,Blob
2,org.apache.xerces.impl.XMLEntityManager,Blob
3,org.apache.xerces.impl.xs.XMLSchemaValidator,Blob
4,org.apache.xml.serialize.XMLSerializer,Blob
5,org.apache.xerces.dom.CoreDocumentImpl,Blob
6,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,Blob
7,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl,Blob
8,org.apache.xml.serialize.BaseMarkupSerializer,Blob
9,org.apache.xerces.impl.dv.xs.AbstractDateTimeDV,Blob
10,org.apache.xerces.dom.NodeImpl,Blob
11,org.apache.xerces.impl.xpath.regex.RegularExpression,Blob
12,org.apache.xerces.impl.XMLDTDScannerImpl,Blob
13,org.apache.xerces.impl.dtd.XMLDTDValidator,Blob
14,org.apache.xerces.impl.dtd.DTDGrammar,Blob
15,org.apache.xerces.dom.DocumentImpl,Blob
