,instance,smell_type
0,org.apache.struts2.jasper.tagplugins.jstl.core.Import,FeatureEnvy
1,org.apache.struts2.jasper.tagplugins.jstl.core.Set,FeatureEnvy
2,org.apache.struts2.jasper.tagplugins.jstl.core.ForTokens,FeatureEnvy
3,org.apache.struts2.jasper.tagplugins.jstl.core.Out,FeatureEnvy
4,org.apache.struts2.jasper.tagplugins.jstl.core.Param,FeatureEnvy
5,org.apache.struts2.jasper.tagplugins.jstl.core.Url,FeatureEnvy
6,org.apache.struts2.jasper.tagplugins.jstl.core.Redirect,FeatureEnvy
7,org.apache.struts2.xwork2.config.providers.XmlConfigurationProviderAllowedMethodsTest,FeatureEnvy
8,org.apache.struts2.xwork2.config.providers.XmlConfigurationProviderAllowedMethodsTest,FeatureEnvy
9,org.apache.struts2.views.jsp.AppendIteratorTagTest,FeatureEnvy
10,org.apache.struts2.views.jsp.MergeIteratorTagTest,FeatureEnvy
11,org.apache.struts2.views.jsp.ui.OptGroupTest,FeatureEnvy
12,org.apache.struts2.views.jsp.ui.OptGroupTest,FeatureEnvy
13,org.apache.struts2.RequestUtils,FeatureEnvy
14,org.apache.struts2.interceptor.CookieInterceptorTest,FeatureEnvy
15,org.apache.struts2.components.AnotherActionComponentTest,FeatureEnvy
16,org.apache.struts2.dispatcher.ServletDispatcherResultTest,FeatureEnvy
17,org.apache.struts2.jsf.FacesRender,FeatureEnvy
