,instance,smell_type
0,dom.traversal.TreeWalkerView,LongMethod
1,dom.traversal.IteratorView,LongMethod
2,org.apache.xerces.impl.xs.XMLSchemaValidator,LongMethod
3,org.apache.xerces.impl.xs.XMLSchemaValidator,LongMethod
4,org.apache.xerces.impl.xs.XMLSchemaValidator,LongMethod
5,org.apache.xerces.util.URI,LongMethod
6,sax.Counter,LongMethod
7,org.apache.xerces.impl.xpath.XPath,LongMethod
8,xni.Counter,LongMethod
9,dom.Writer,LongMethod
10,dom.Counter,LongMethod
11,xni.Writer,LongMethod
12,sax.Writer,LongMethod
13,org.apache.xerces.dom.CoreDocumentImpl,LongMethod
14,sax.DocumentTracer,LongMethod
15,org.apache.xerces.impl.io.UTF8Reader,LongMethod
16,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,LongMethod
17,dom.GetElementsByTagName,LongMethod
18,xni.DocumentTracer,LongMethod
19,org.apache.xerces.dom.ParentNode,LongMethod
20,org.apache.xerces.util.ObjectFactory,LongMethod
21,org.apache.xerces.impl.xpath.regex.RegularExpression,LongMethod
22,org.apache.xerces.impl.xpath.regex.RegularExpression,LongMethod
23,org.apache.xerces.impl.xpath.regex.RegularExpression,LongMethod
24,socket.DelayedInput,LongMethod
25,org.apache.xerces.impl.xpath.regex.Token,LongMethod
26,org.apache.xerces.dom.AttrImpl,LongMethod
