org.apache.tomcat.util.http.fileupload.FileItemHeadersSupport;org.apache.tomcat.util.http.fileupload.FileUpload

javax.management.Notification;org.apache.tomcat.util.modeler.modules.ModelerSource

FileUploadBase;javax.servlet.http.HttpServlet

org.apache.catalina.manager.host.HostManagerServlet;org.apache.tomcat.util.http.fileupload.ThresholdingOutputStream

org.apache.catalina.manager.ManagerServlet;org.apache.tomcat.util.http.fileupload.FileUploadException

org.apache.tomcat.util.modeler.BaseModelMBean;org.apache.tomcat.util.modeler.modules.ModelerSource

Task;org.apache.tools.ant.taskdefs.optional.JXPathSet.java

BaseParamFilterReader;org.apache.tools.ant.filters.StripLineBreaks.java

MatchingTask;org.apache.tools.ant.taskdefs.FixCRLF.java

