iter	Logloss
175	0.004995722846
176	0.004988919465
177	0.004985207752
178	0.004963129494
179	0.004953092039
180	0.004931720608
181	0.004899337516
182	0.004884595667
183	0.004850997688
184	0.00478948232
185	0.004783593892
186	0.004772159914
187	0.004748064626
188	0.004738777479
189	0.004707919488
190	0.004686029476
191	0.004680056434
192	0.004675940315
193	0.004666791506
194	0.004655239294
195	0.004634870833
196	0.004570110854
197	0.004550596558
198	0.004547001866
199	0.004510449773
200	0.004476936105
201	0.004457577751
202	0.004448774358
203	0.004418967711
204	0.004411824727
205	0.004403640624
206	0.004381763605
207	0.004374440088
208	0.004363907277
209	0.004362643727
210	0.004345317938
211	0.004338807922
212	0.004336099393
213	0.004315500848
214	0.004298734009
215	0.004267247566
216	0.004219915674
217	0.004211025653
218	0.004184666035
219	0.004184112246
220	0.004182468165
221	0.004177346597
222	0.004172361234
223	0.004167719389
224	0.004161723048
225	0.004114405956
226	0.004112767215
227	0.004087972289
228	0.004061120434
229	0.00405522091
230	0.004032930215
231	0.004015281363
232	0.003998320317
233	0.003990239779
234	0.003967309093
235	0.003939244327
236	0.003930117244
237	0.003916099648
238	0.003912091603
239	0.003905412165
240	0.003891641755
241	0.003877362474
242	0.003871041605
243	0.003855743713
244	0.003840758369
245	0.003828494059
246	0.003819830629
247	0.003807234948
248	0.003805437374
249	0.003801812882
250	0.003800663288
251	0.003786965202
252	0.003781448135
253	0.003773178638
254	0.00376316902
255	0.003753304747
256	0.003749608743
257	0.00373798731
258	0.003699389146
259	0.003691919246
260	0.003690768809
261	0.003653717126
262	0.003646869598
263	0.003632713584
264	0.003627020776
265	0.003606190739
266	0.003597031597
267	0.003592579093
268	0.003568168684
269	0.003563107644
270	0.003560007558
271	0.003542824915
272	0.003539499272
273	0.003520410376
274	0.003516538181
275	0.003499157179
276	0.003486468298
277	0.003481402903
278	0.003460935938
279	0.003455204531
280	0.003449621909
281	0.003442625849
282	0.003437041121
283	0.003429564336
284	0.003424991014
285	0.003421220012
286	0.003409080037
287	0.003389371726
288	0.003387742022
289	0.003383022679
290	0.003379637259
291	0.003364528402
292	0.003356087611
293	0.003351515992
294	0.003333583113
295	0.003319223671
296	0.003298336717
297	0.003293248187
298	0.003267991393
299	0.003254049093
300	0.003249267488
301	0.00324775375
302	0.003241392455
303	0.003238545232
304	0.003234583724
305	0.003230389334
306	0.003227783331
307	0.003225784732
308	0.003205615054
309	0.003202983612
310	0.00319990853
311	0.003194127371
312	0.003188994011
313	0.003185490517
314	0.003178677753
315	0.003156902192
316	0.003145692453
317	0.003133486052
318	0.003125383894
319	0.003119124806
320	0.003113716942
321	0.003110581585
322	0.003083054162
323	0.003062498293
324	0.003052762368
325	0.003049267306
326	0.003046593254
327	0.003044769337
328	0.003041577224
329	0.003026401996
330	0.003023328662
331	0.003015472044
332	0.00300323604
333	0.002998657574
334	0.00299688986
335	0.002995675529
336	0.002979405644
337	0.002971521167
338	0.002952644909
339	0.002940963744
340	0.002938214109
341	0.002935510931
342	0.002922598433
343	0.002917915399
344	0.002916473065
345	0.002912008153
346	0.002905174359
347	0.002902716676
348	0.002899491345
349	0.002888190343
350	0.002886622873
351	0.00287744119
352	0.002875051966
353	0.002866004172
354	0.002861762573
355	0.002853984046
356	0.002833268096
357	0.002826534975
358	0.002824822334
359	0.002823562961
360	0.002809224252
361	0.002804601386
362	0.002803223925
363	0.002802096868
364	0.002798739569
365	0.002797217726
366	0.00279696051
367	0.002795192721
368	0.002792383328
369	0.002791355661
370	0.002789267253
371	0.002778126711
372	0.002763997633
373	0.002759629842
374	0.002745292852
375	0.002742544943
376	0.002737327096
377	0.002704779665
378	0.002703256995
379	0.002683028511
380	0.002674926444
381	0.002672554002
382	0.002667426194
383	0.002664548719
384	0.00265618589
385	0.00265380382
386	0.002644031353
387	0.002630675259
388	0.002624297429
389	0.002620852834
390	0.002607333826
391	0.002606497793
392	0.002594110142
393	0.002583567576
394	0.002571495057
395	0.002569580971
396	0.002568240832
397	0.0025594829
398	0.002543704204
399	0.002541787697
400	0.002528400638
401	0.002527523491
402	0.002526024128
403	0.002524636795
404	0.002516962895
405	0.002516038541
406	0.002511035979
407	0.002509466026
408	0.002508270235
409	0.002505490092
410	0.002503317963
411	0.002486537782
412	0.002479707406
413	0.00247885988
414	0.002478169424
415	0.002469058229
416	0.002468353837
417	0.002459379345
418	0.002458683992
419	0.002446072813
420	0.002440600079
421	0.002439929904
422	0.002429820199
423	0.002424661524
424	0.002413907475
425	0.002408656311
426	0.002405543127
427	0.002403916433
428	0.002402610898
429	0.002366764908
430	0.002363106744
431	0.002361986218
432	0.00236044916
433	0.00235940536
434	0.002352248553
435	0.002350624565
436	0.002349795549
437	0.002349600491
438	0.002341082404
439	0.002333978023
440	0.002333157238
441	0.002332276843
442	0.002331235859
443	0.002330068703
444	0.002320671346
445	0.002319435836
446	0.002313994991
447	0.002310573293
448	0.002306175147
449	0.002305173663
450	0.002298545802
451	0.002295230583
452	0.002289607463
453	0.002288762903
454	0.002287850139
455	0.002285673305
456	0.002274780365
457	0.002272532748
458	0.002266856599
459	0.002263658843
460	0.002262962373
461	0.002262188171
462	0.002261557465
463	0.002260158073
464	0.002247816172
465	0.002245501309
466	0.002240602027
467	0.002238596984
468	0.002237592351
469	0.002231669432
470	0.002230903016
471	0.002229857771
472	0.002222464649
473	0.002216191142
474	0.002211553747
475	0.002202758713
476	0.002201953954
477	0.002200500361
478	0.002198764861
479	0.002197230236
480	0.002196345316
481	0.002188805363
482	0.002183019797
483	0.002180553764
484	0.002179082218
485	0.002176211266
486	0.00217551026
487	0.00217150841
488	0.002170042683
489	0.002168727293
490	0.002160762226
491	0.002155035362
492	0.002153632638
493	0.002144255095
494	0.002143596287
495	0.002142535913
496	0.00213987835
497	0.002139404542
498	0.002133526677
499	0.002129361125
500	0.00212809139
501	0.002122919832
502	0.002120581422
503	0.0021187578
504	0.002116300754
505	0.002108682455
506	0.002099712192
507	0.00209949902
508	0.002099028907
509	0.002091611735
510	0.002090180163
511	0.002080074719
512	0.002079670192
513	0.00207820539
514	0.002075684725
515	0.002074477749
516	0.002074142199
517	0.00207366579
518	0.002067358206
519	0.002061937519
520	0.002060083586
521	0.002059231889
522	0.002058671801
523	0.002050635541
524	0.002049808247
525	0.002049409834
526	0.002048605151
527	0.002037368171
528	0.002036400418
529	0.002034909631
530	0.002033953585
531	0.00203300615
532	0.002031926151
533	0.002030393192
534	0.002002946087
535	0.001994253481
536	0.001992718823
537	0.001992351119
538	0.001980638607
539	0.001977941973
540	0.001969592972
541	0.001966453601
542	0.001965230746
543	0.00196417987
544	0.001962801693
545	0.001962376256
546	0.001949133437
547	0.001948665278
548	0.001943981013
549	0.001942439682
550	0.001941263313
551	0.001934033666
552	0.001933728191
553	0.001925555413
554	0.001925025915
555	0.001924354523
556	0.001923659303
557	0.001922954971
558	0.001921933227
559	0.001913825983
560	0.001892834843
561	0.001892021033
562	0.001891582029
563	0.001877382447
564	0.001873778762
565	0.001872598589
566	0.00186867429
567	0.001857697016
568	0.001857239802
569	0.001855965841
570	0.001854997612
571	0.001847958749
572	0.001847593617
573	0.00184711556
574	0.001846194979
575	0.001839990425
576	0.001838011101
577	0.001837613941
578	0.001833980782
579	0.001830363071
580	0.001827802951
581	0.001827253675
582	0.001825469261
583	0.00182469344
584	0.001823962634
585	0.001819275771
586	0.001813761108
587	0.001812439012
588	0.001809882137
589	0.001809628134
590	0.001806790999
591	0.001806349657
592	0.001805990424
593	0.001805481292
594	0.001805062746
595	0.001782732473
596	0.001782261802
597	0.001781324869
598	0.001780733775
599	0.001780438468
600	0.001779977982
601	0.00177979387
602	0.00177688414
603	0.001775909176
604	0.001775142383
605	0.001771261976
606	0.001770199873
607	0.00176997746
608	0.001769690851
609	0.001766123778
610	0.001765451484
611	0.001764773513
612	0.001762475602
613	0.001761350435
614	0.001757692012
615	0.001754366554
616	0.00175399613
617	0.001747953542
618	0.001747039582
619	0.001746564869
620	0.001745230186
621	0.001744313381
622	0.001743907233
623	0.001740853073
624	0.001728467896
625	0.001726388393
626	0.001725993506
627	0.001724208367
628	0.001723625444
629	0.001722713481
630	0.001720883116
631	0.001707890461
632	0.001707731754
633	0.001707387136
634	0.001706962288
635	0.00170665256
636	0.001704631096
637	0.001703358157
638	0.001700232314
639	0.001699721203
640	0.001699159636
641	0.001698364214
642	0.001697974201
643	0.001694591404
644	0.001691041156
645	0.001686591008
646	0.001686203166
647	0.001682917789
648	0.001678239259
649	0.00167766884
