Complexity metrics,Ter, 24 out 2017 16:51:12 BRST
Method,ev(G),iv(G),v(G)
"com.android.ddmlib.AllocationInfo.AllocationSorter.getSortMode()",1,1,1
"com.android.ddmlib.AllocationInfo.AllocationSorter.isDescending()",1,1,1
"com.android.ddmlib.AllocationInfo.AllocationSorter.setSortMode(SortMode)",1,1,2
"com.android.ddmlib.AllocationInfo.compareTo(AllocationInfo)",1,1,1
"com.android.ddmlib.AllocationInfo.filter(String,boolean)",6,3,7
"com.android.ddmlib.AllocationInfo.getAllocNumber()",1,1,1
"com.android.ddmlib.AllocationInfo.getAllocatedClass()",1,1,1
"com.android.ddmlib.AllocationInfo.getFirstTraceClassName()",2,2,2
"com.android.ddmlib.AllocationInfo.getFirstTraceMethodName()",2,2,2
"com.android.ddmlib.AllocationInfo.getSize()",1,1,1
"com.android.ddmlib.AllocationInfo.getStackTrace()",1,1,1
"com.android.ddmlib.AllocationInfo.getThreadId()",1,1,1
"com.android.ddmlib.AndroidDebugBridge.AndroidDebugBridge()",1,1,1
"com.android.ddmlib.AndroidDebugBridge.AndroidDebugBridge(String)",2,2,3
"com.android.ddmlib.AndroidDebugBridge.addClientChangeListener(IClientChangeListener)",1,2,2
"com.android.ddmlib.AndroidDebugBridge.addDebugBridgeChangeListener(IDebugBridgeChangeListener)",1,4,4
"com.android.ddmlib.AndroidDebugBridge.addDeviceChangeListener(IDeviceChangeListener)",1,2,2
"com.android.ddmlib.AndroidDebugBridge.checkAdbVersion()",7,8,12
"com.android.ddmlib.AndroidDebugBridge.clientChanged(Client,int)",1,3,3
"com.android.ddmlib.AndroidDebugBridge.createBridge()",2,3,5
"com.android.ddmlib.AndroidDebugBridge.createBridge(String,boolean)",3,7,8
"com.android.ddmlib.AndroidDebugBridge.determineAndValidateAdbPort()",3,7,7
"com.android.ddmlib.AndroidDebugBridge.deviceChanged(IDevice,int)",1,3,3
"com.android.ddmlib.AndroidDebugBridge.deviceConnected(IDevice)",1,3,3
"com.android.ddmlib.AndroidDebugBridge.deviceDisconnected(IDevice)",1,3,3
"com.android.ddmlib.AndroidDebugBridge.disconnectBridge()",1,4,4
"com.android.ddmlib.AndroidDebugBridge.getBridge()",1,1,1
"com.android.ddmlib.AndroidDebugBridge.getClientSupport()",1,1,1
"com.android.ddmlib.AndroidDebugBridge.getConnectionAttemptCount()",2,2,2
"com.android.ddmlib.AndroidDebugBridge.getDeviceMonitor()",1,1,1
"com.android.ddmlib.AndroidDebugBridge.getDevices()",2,2,2
"com.android.ddmlib.AndroidDebugBridge.getLock()",1,1,1
"com.android.ddmlib.AndroidDebugBridge.getRestartAttemptCount()",2,2,2
"com.android.ddmlib.AndroidDebugBridge.getSocketAddress()",1,1,1
"com.android.ddmlib.AndroidDebugBridge.grabProcessOutput(Process,ArrayList<String>,ArrayList<String>,boolean)",5,6,10
"com.android.ddmlib.AndroidDebugBridge.hasInitialDeviceList()",2,2,2
"com.android.ddmlib.AndroidDebugBridge.init(boolean)",2,1,2
"com.android.ddmlib.AndroidDebugBridge.initAdbSocketAddr()",1,1,2
"com.android.ddmlib.AndroidDebugBridge.isConnected()",2,3,4
"com.android.ddmlib.AndroidDebugBridge.removeClientChangeListener(IClientChangeListener)",1,1,1
"com.android.ddmlib.AndroidDebugBridge.removeDebugBridgeChangeListener(IDebugBridgeChangeListener)",1,1,1
"com.android.ddmlib.AndroidDebugBridge.removeDeviceChangeListener(IDeviceChangeListener)",1,1,1
"com.android.ddmlib.AndroidDebugBridge.restart()",3,4,5
"com.android.ddmlib.AndroidDebugBridge.scanVersionLine(String)",3,5,6
"com.android.ddmlib.AndroidDebugBridge.setSelectedClient(Client)",1,2,2
"com.android.ddmlib.AndroidDebugBridge.start()",2,3,4
"com.android.ddmlib.AndroidDebugBridge.startAdb()",3,8,8
"com.android.ddmlib.AndroidDebugBridge.stop()",3,1,3
"com.android.ddmlib.AndroidDebugBridge.stopAdb()",3,3,5
"com.android.ddmlib.AndroidDebugBridge.terminate()",1,3,4
"com.android.ddmlib.BadPacketException.BadPacketException()",1,1,1
"com.android.ddmlib.BadPacketException.BadPacketException(String)",1,1,1
"com.android.ddmlib.CanceledException.CanceledException(String)",1,1,1
"com.android.ddmlib.CanceledException.CanceledException(String,Throwable)",1,1,1
"com.android.ddmlib.ChunkHandler.ChunkHandler()",1,1,1
"com.android.ddmlib.ChunkHandler.allocBuffer(int)",1,1,1
"com.android.ddmlib.ChunkHandler.checkDebuggerPortForAppName(Client,String)",1,6,6
"com.android.ddmlib.ChunkHandler.finishChunkPacket(JdwpPacket,int,int)",1,1,1
"com.android.ddmlib.ChunkHandler.getChunkDataBuf(ByteBuffer)",1,1,1
"com.android.ddmlib.ChunkHandler.getString(ByteBuffer,int)",1,2,2
"com.android.ddmlib.ChunkHandler.handleUnknownChunk(Client,int,ByteBuffer,boolean,int)",1,2,2
"com.android.ddmlib.ChunkHandler.name(int)",1,1,1
"com.android.ddmlib.ChunkHandler.putString(ByteBuffer,String)",1,2,2
"com.android.ddmlib.ChunkHandler.type(String)",2,3,3
"com.android.ddmlib.Client.Client(Device,SocketChannel,int)",1,1,1
"com.android.ddmlib.Client.addRequestId(int,ChunkHandler)",1,2,2
"com.android.ddmlib.Client.close(boolean)",1,4,4
"com.android.ddmlib.Client.ddmSeen()",2,3,3
"com.android.ddmlib.Client.dumpHprof()",1,3,3
"com.android.ddmlib.Client.enableAllocationTracker(boolean)",1,2,2
"com.android.ddmlib.Client.executeGarbageCollector()",1,2,2
"com.android.ddmlib.Client.forwardPacketToDebugger(JdwpPacket)",1,2,2
"com.android.ddmlib.Client.getClientData()",1,1,1
"com.android.ddmlib.Client.getDebugger()",1,1,1
"com.android.ddmlib.Client.getDebuggerListenPort()",1,1,1
"com.android.ddmlib.Client.getDevice()",1,1,1
"com.android.ddmlib.Client.getDeviceImpl()",1,1,1
"com.android.ddmlib.Client.getJdwpPacket()",4,7,12
"com.android.ddmlib.Client.isDdmAware()",4,2,4
"com.android.ddmlib.Client.isDebuggerAttached()",1,1,1
"com.android.ddmlib.Client.isHeapUpdateEnabled()",1,1,1
"com.android.ddmlib.Client.isResponseToUs(int)",2,3,3
"com.android.ddmlib.Client.isSelectedClient()",2,2,2
"com.android.ddmlib.Client.isThreadUpdateEnabled()",1,1,1
"com.android.ddmlib.Client.isValid()",1,1,1
"com.android.ddmlib.Client.kill()",1,2,2
"com.android.ddmlib.Client.listenForDebugger(int)",1,1,1
"com.android.ddmlib.Client.packetFailed(JdwpPacket)",1,3,3
"com.android.ddmlib.Client.read()",4,4,5
"com.android.ddmlib.Client.register(Selector)",1,2,2
"com.android.ddmlib.Client.removeRequestId(int)",1,2,2
"com.android.ddmlib.Client.requestAllocationDetails()",1,2,2
"com.android.ddmlib.Client.requestAllocationStatus()",1,2,2
"com.android.ddmlib.Client.requestMethodProfilingStatus()",1,2,2
"com.android.ddmlib.Client.requestNativeHeapInformation()",1,2,2
"com.android.ddmlib.Client.requestThreadStackTrace(int)",1,1,1
"com.android.ddmlib.Client.requestThreadUpdate()",1,1,1
"com.android.ddmlib.Client.sendAndConsume(JdwpPacket)",1,1,1
"com.android.ddmlib.Client.sendAndConsume(JdwpPacket,ChunkHandler)",2,4,4
"com.android.ddmlib.Client.sendHandshake()",2,2,3
"com.android.ddmlib.Client.setAsSelectedClient()",1,2,2
"com.android.ddmlib.Client.setHeapUpdateEnabled(boolean)",1,1,4
"com.android.ddmlib.Client.setThreadUpdateEnabled(boolean)",1,3,3
"com.android.ddmlib.Client.toString()",1,1,1
"com.android.ddmlib.Client.toggleMethodProfiling()",1,5,5
"com.android.ddmlib.Client.update(int)",1,1,1
"com.android.ddmlib.ClientData.ClientData(int)",1,1,1
"com.android.ddmlib.ClientData.HeapData.addHeapData(ByteBuffer)",1,3,3
"com.android.ddmlib.ClientData.HeapData.clearHeapData()",1,1,1
"com.android.ddmlib.ClientData.HeapData.getHeapSegments()",2,1,2
"com.android.ddmlib.ClientData.HeapData.getProcessedHeapData()",1,1,1
"com.android.ddmlib.ClientData.HeapData.getProcessedHeapMap()",1,1,1
"com.android.ddmlib.ClientData.HeapData.isHeapDataComplete()",1,1,1
"com.android.ddmlib.ClientData.HeapData.sealHeapData()",1,1,1
"com.android.ddmlib.ClientData.HeapData.setProcessedHeapData(byte[])",1,1,1
"com.android.ddmlib.ClientData.HeapData.setProcessedHeapMap(Map<Integer, ArrayList<HeapSegmentElement>>)",1,1,1
"com.android.ddmlib.ClientData.addFeature(String)",1,1,1
"com.android.ddmlib.ClientData.addNativeAllocation(NativeAllocationInfo)",1,1,1
"com.android.ddmlib.ClientData.addNativeLibraryMapInfo(long,long,String)",1,1,1
"com.android.ddmlib.ClientData.addThread(int,String)",1,1,1
"com.android.ddmlib.ClientData.clearNativeAllocationInfo()",1,1,1
"com.android.ddmlib.ClientData.clearThreads()",1,1,1
"com.android.ddmlib.ClientData.getAllocationStatus()",1,1,1
"com.android.ddmlib.ClientData.getAllocations()",1,1,1
"com.android.ddmlib.ClientData.getClientDescription()",1,1,1
"com.android.ddmlib.ClientData.getDebuggerConnectionStatus()",1,1,1
"com.android.ddmlib.ClientData.getHprofDumpHandler()",1,1,1
"com.android.ddmlib.ClientData.getMethodProfilingHandler()",1,1,1
"com.android.ddmlib.ClientData.getMethodProfilingStatus()",1,1,1
"com.android.ddmlib.ClientData.getNativeAllocationList()",1,1,1
"com.android.ddmlib.ClientData.getNativeHeapData()",1,1,1
"com.android.ddmlib.ClientData.getNativeLibraryMapInfo()",1,1,1
"com.android.ddmlib.ClientData.getPendingHprofDump()",1,1,1
"com.android.ddmlib.ClientData.getPendingMethodProfiling()",1,1,1
"com.android.ddmlib.ClientData.getPid()",1,1,1
"com.android.ddmlib.ClientData.getThread(int)",1,1,1
"com.android.ddmlib.ClientData.getThreads()",1,1,1
"com.android.ddmlib.ClientData.getTotalNativeMemory()",1,1,1
"com.android.ddmlib.ClientData.getVmHeapData()",1,1,1
"com.android.ddmlib.ClientData.getVmHeapIds()",1,1,1
"com.android.ddmlib.ClientData.getVmHeapInfo(int)",1,1,1
"com.android.ddmlib.ClientData.getVmIdentifier()",1,1,1
"com.android.ddmlib.ClientData.hasFeature(String)",1,1,1
"com.android.ddmlib.ClientData.hasPendingHprofDump()",1,1,1
"com.android.ddmlib.ClientData.isDdmAware()",1,1,1
"com.android.ddmlib.ClientData.isDdmAware(boolean)",1,1,1
"com.android.ddmlib.ClientData.removeThread(int)",1,1,1
"com.android.ddmlib.ClientData.setAllocationStatus(AllocationTrackingStatus)",1,1,1
"com.android.ddmlib.ClientData.setAllocations(AllocationInfo[])",1,1,1
"com.android.ddmlib.ClientData.setClientDescription(String)",1,3,4
"com.android.ddmlib.ClientData.setDebuggerConnectionStatus(DebuggerStatus)",1,1,1
"com.android.ddmlib.ClientData.setHeapInfo(int,long,long,long,long)",1,1,1
"com.android.ddmlib.ClientData.setHprofDumpHandler(IHprofDumpHandler)",1,1,1
"com.android.ddmlib.ClientData.setMethodProfilingHandler(IMethodProfilingHandler)",1,1,1
"com.android.ddmlib.ClientData.setMethodProfilingStatus(MethodProfilingStatus)",1,1,1
"com.android.ddmlib.ClientData.setPendingHprofDump(String)",1,1,1
"com.android.ddmlib.ClientData.setPendingMethodProfiling(String)",1,1,1
"com.android.ddmlib.ClientData.setTotalNativeMemory(int)",1,1,1
"com.android.ddmlib.ClientData.setVmIdentifier(String)",1,1,1
"com.android.ddmlib.CollectingOutputReceiver.addOutput(byte[],int,int)",1,2,3
"com.android.ddmlib.CollectingOutputReceiver.cancel()",1,1,1
"com.android.ddmlib.CollectingOutputReceiver.flush()",1,1,1
"com.android.ddmlib.CollectingOutputReceiver.getOutput()",1,1,1
"com.android.ddmlib.CollectingOutputReceiver.isCancelled()",1,1,1
"com.android.ddmlib.DdmConstants.currentPlatform()",4,3,4
"com.android.ddmlib.DdmPreferences.DdmPreferences()",1,1,1
"com.android.ddmlib.DdmPreferences.getAdbHostValue()",1,1,1
"com.android.ddmlib.DdmPreferences.getDebugPortBase()",1,1,1
"com.android.ddmlib.DdmPreferences.getInitialHeapUpdate()",1,1,1
"com.android.ddmlib.DdmPreferences.getInitialThreadUpdate()",1,1,1
"com.android.ddmlib.DdmPreferences.getLogLevel()",1,1,1
"com.android.ddmlib.DdmPreferences.getProfilerBufferSizeMb()",1,1,1
"com.android.ddmlib.DdmPreferences.getSelectedDebugPort()",1,1,1
"com.android.ddmlib.DdmPreferences.getTimeOut()",1,1,1
"com.android.ddmlib.DdmPreferences.getUseAdbHost()",1,1,1
"com.android.ddmlib.DdmPreferences.setAdbHostValue(String)",1,1,1
"com.android.ddmlib.DdmPreferences.setDebugPortBase(int)",1,1,1
"com.android.ddmlib.DdmPreferences.setInitialHeapUpdate(boolean)",1,1,1
"com.android.ddmlib.DdmPreferences.setInitialThreadUpdate(boolean)",1,1,1
"com.android.ddmlib.DdmPreferences.setLogLevel(String)",1,1,1
"com.android.ddmlib.DdmPreferences.setProfilerBufferSizeMb(int)",1,1,1
"com.android.ddmlib.DdmPreferences.setSelectedDebugPort(int)",1,2,2
"com.android.ddmlib.DdmPreferences.setTimeOut(int)",1,1,1
"com.android.ddmlib.DdmPreferences.setUseAdbHost(boolean)",1,1,1
"com.android.ddmlib.DebugPortManager.getProvider()",1,1,1
"com.android.ddmlib.DebugPortManager.setProvider(IDebugPortProvider)",1,1,1
"com.android.ddmlib.Debugger.Debugger(Client,int)",1,1,1
"com.android.ddmlib.Debugger.accept()",1,1,1
"com.android.ddmlib.Debugger.accept(ServerSocketChannel)",3,3,3
"com.android.ddmlib.Debugger.close()",1,3,3
"com.android.ddmlib.Debugger.closeData()",1,3,3
"com.android.ddmlib.Debugger.forwardPacketToClient(JdwpPacket)",1,1,1
"com.android.ddmlib.Debugger.getClient()",1,1,1
"com.android.ddmlib.Debugger.getJdwpPacket()",4,5,8
"com.android.ddmlib.Debugger.isDebuggerAttached()",1,1,1
"com.android.ddmlib.Debugger.read()",4,2,4
"com.android.ddmlib.Debugger.registerListener(Selector)",1,1,1
"com.android.ddmlib.Debugger.sendAndConsume(JdwpPacket)",1,2,2
"com.android.ddmlib.Debugger.sendHandshake()",4,2,4
"com.android.ddmlib.Debugger.toString()",1,1,2
"com.android.ddmlib.Device.Device(DeviceMonitor,String,DeviceState)",1,1,1
"com.android.ddmlib.Device.InstallReceiver.InstallReceiver()",1,1,1
"com.android.ddmlib.Device.InstallReceiver.getErrorMessage()",1,1,1
"com.android.ddmlib.Device.InstallReceiver.isCancelled()",1,1,1
"com.android.ddmlib.Device.InstallReceiver.processNewLines(String[])",1,5,5
"com.android.ddmlib.Device.addClient(Client)",1,1,1
"com.android.ddmlib.Device.addProperty(String,String)",1,1,1
"com.android.ddmlib.Device.arePropertiesSet()",1,1,1
"com.android.ddmlib.Device.clearClientList()",1,1,1
"com.android.ddmlib.Device.createForward(int,int)",1,1,1
"com.android.ddmlib.Device.executeShellCommand(String,IShellOutputReceiver)",1,1,1
"com.android.ddmlib.Device.executeShellCommand(String,IShellOutputReceiver,int)",1,1,1
"com.android.ddmlib.Device.getAvdName()",1,1,1
"com.android.ddmlib.Device.getClient(String)",3,2,3
"com.android.ddmlib.Device.getClientList()",1,1,1
"com.android.ddmlib.Device.getClientMonitoringSocket()",1,1,1
"com.android.ddmlib.Device.getClientName(int)",3,3,3
"com.android.ddmlib.Device.getClients()",1,1,1
"com.android.ddmlib.Device.getFileListingService()",1,1,1
"com.android.ddmlib.Device.getFileName(String)",1,1,1
"com.android.ddmlib.Device.getMonitor()",1,1,1
"com.android.ddmlib.Device.getMountPoint(String)",1,1,1
"com.android.ddmlib.Device.getProperties()",1,1,1
"com.android.ddmlib.Device.getProperty(String)",1,1,1
"com.android.ddmlib.Device.getPropertyCacheOrSync(String)",2,2,2
"com.android.ddmlib.Device.getPropertyCount()",1,1,1
"com.android.ddmlib.Device.getPropertySync(String)",2,1,2
"com.android.ddmlib.Device.getScreenshot()",1,1,1
"com.android.ddmlib.Device.getSerialNumber()",1,1,1
"com.android.ddmlib.Device.getState()",1,1,1
"com.android.ddmlib.Device.getSyncService()",2,1,2
"com.android.ddmlib.Device.hasClient(int)",3,2,3
"com.android.ddmlib.Device.hasClients()",1,1,1
"com.android.ddmlib.Device.installPackage(String,boolean)",1,1,5
"com.android.ddmlib.Device.installRemotePackage(String,boolean)",1,1,6
"com.android.ddmlib.Device.isBootLoader()",1,1,1
"com.android.ddmlib.Device.isEmulator()",1,1,1
"com.android.ddmlib.Device.isOffline()",1,1,1
"com.android.ddmlib.Device.isOnline()",1,1,1
"com.android.ddmlib.Device.pullFile(String,String)",2,5,5
"com.android.ddmlib.Device.pushFile(String,String)",2,5,5
"com.android.ddmlib.Device.reboot(String)",1,1,1
"com.android.ddmlib.Device.removeClient(Client,boolean)",1,2,2
"com.android.ddmlib.Device.removeForward(int,int)",1,1,1
"com.android.ddmlib.Device.removeRemotePackage(String)",1,1,5
"com.android.ddmlib.Device.runEventLogService(LogReceiver)",1,1,1
"com.android.ddmlib.Device.runLogService(String,LogReceiver)",1,1,1
"com.android.ddmlib.Device.setAvdName(String)",2,1,2
"com.android.ddmlib.Device.setClientMonitoringSocket(SocketChannel)",1,1,1
"com.android.ddmlib.Device.setMountingPoint(String,String)",1,1,1
"com.android.ddmlib.Device.setState(DeviceState)",1,1,1
"com.android.ddmlib.Device.syncPackageToDevice(String)",2,5,5
"com.android.ddmlib.Device.toString()",1,1,1
"com.android.ddmlib.Device.uninstallPackage(String)",1,1,5
"com.android.ddmlib.Device.update(Client,int)",1,1,1
"com.android.ddmlib.Device.update(int)",1,1,2
"com.android.ddmlib.DeviceMonitor.DeviceMonitor(AndroidDebugBridge)",1,1,1
"com.android.ddmlib.DeviceMonitor.addClientToDropAndReopen(Client,int)",1,2,2
"com.android.ddmlib.DeviceMonitor.addPortToAvailableList(int)",5,5,5
"com.android.ddmlib.DeviceMonitor.createClient(Device,int,SocketChannel,int,MonitorThread)",1,5,5
"com.android.ddmlib.DeviceMonitor.deviceClientMonitorLoop()",4,12,16
"com.android.ddmlib.DeviceMonitor.deviceMonitorLoop()",1,11,13
"com.android.ddmlib.DeviceMonitor.getConnectionAttemptCount()",1,1,1
"com.android.ddmlib.DeviceMonitor.getDevices()",1,1,1
"com.android.ddmlib.DeviceMonitor.getNextDebuggerPort()",2,3,3
"com.android.ddmlib.DeviceMonitor.getRestartAttemptCount()",1,1,1
"com.android.ddmlib.DeviceMonitor.getServer()",1,1,1
"com.android.ddmlib.DeviceMonitor.handleExpectioninMonitorLoop(Exception)",1,5,6
"com.android.ddmlib.DeviceMonitor.hasInitialDeviceList()",1,1,1
"com.android.ddmlib.DeviceMonitor.isMonitoring()",1,1,1
"com.android.ddmlib.DeviceMonitor.openAdbConnection()",1,1,2
"com.android.ddmlib.DeviceMonitor.openClient(Device,int,int,MonitorThread)",1,5,5
"com.android.ddmlib.DeviceMonitor.processIncomingDeviceData(int)",1,4,4
"com.android.ddmlib.DeviceMonitor.processIncomingJdwpData(Device,SocketChannel,int)",7,9,11
"com.android.ddmlib.DeviceMonitor.queryNewDeviceForInfo(Device)",1,7,7
"com.android.ddmlib.DeviceMonitor.queryNewDeviceForMountingPoint(Device,String)",1,3,3
"com.android.ddmlib.DeviceMonitor.read(SocketChannel,byte[])",3,2,4
"com.android.ddmlib.DeviceMonitor.readLength(SocketChannel,byte[])",2,2,3
"com.android.ddmlib.DeviceMonitor.removeDevice(Device)",1,2,3
"com.android.ddmlib.DeviceMonitor.sendDeviceListMonitoringRequest()",1,3,3
"com.android.ddmlib.DeviceMonitor.sendDeviceMonitoringRequest(SocketChannel,Device)",1,4,4
"com.android.ddmlib.DeviceMonitor.start()",1,1,1
"com.android.ddmlib.DeviceMonitor.startDeviceMonitorThread()",1,1,1
"com.android.ddmlib.DeviceMonitor.startMonitoringDevice(Device)",3,7,10
"com.android.ddmlib.DeviceMonitor.stop()",1,3,4
"com.android.ddmlib.DeviceMonitor.updateDevices(ArrayList<Device>)",4,15,15
"com.android.ddmlib.DeviceMonitor.waitABit()",1,1,2
"com.android.ddmlib.EmulatorConsole.EmulatorConsole(int)",1,1,1
"com.android.ddmlib.EmulatorConsole.GsmMode.GsmMode(String)",1,1,2
"com.android.ddmlib.EmulatorConsole.GsmMode.GsmMode(String[])",1,1,1
"com.android.ddmlib.EmulatorConsole.GsmMode.getEnum(String)",4,3,4
"com.android.ddmlib.EmulatorConsole.GsmMode.getTag()",2,1,2
"com.android.ddmlib.EmulatorConsole.RemoveConsole(int)",1,1,1
"com.android.ddmlib.EmulatorConsole.call(String)",1,1,1
"com.android.ddmlib.EmulatorConsole.cancelCall(String)",1,1,1
"com.android.ddmlib.EmulatorConsole.endsWithOK(int)",2,1,5
"com.android.ddmlib.EmulatorConsole.getAvdName()",4,4,5
"com.android.ddmlib.EmulatorConsole.getConsole(IDevice)",2,5,6
"com.android.ddmlib.EmulatorConsole.getEmulatorPort(String)",3,2,4
"com.android.ddmlib.EmulatorConsole.getGsmStatus()",6,6,6
"com.android.ddmlib.EmulatorConsole.getLatencyIndex(String)",3,1,4
"com.android.ddmlib.EmulatorConsole.getNetworkStatus()",6,6,6
"com.android.ddmlib.EmulatorConsole.getSpeedIndex(String)",3,1,4
"com.android.ddmlib.EmulatorConsole.isValid(String[])",2,2,3
"com.android.ddmlib.EmulatorConsole.kill()",1,2,2
"com.android.ddmlib.EmulatorConsole.lastLineIsKO(int)",6,1,9
"com.android.ddmlib.EmulatorConsole.ping()",2,2,2
"com.android.ddmlib.EmulatorConsole.processCommand(String)",4,4,5
"com.android.ddmlib.EmulatorConsole.readLines()",5,7,11
"com.android.ddmlib.EmulatorConsole.sendCommand(String)",1,2,4
"com.android.ddmlib.EmulatorConsole.sendLocation(double,double,double)",1,1,1
"com.android.ddmlib.EmulatorConsole.sendSms(String,String)",1,1,1
"com.android.ddmlib.EmulatorConsole.setGsmDataMode(GsmMode)",2,1,2
"com.android.ddmlib.EmulatorConsole.setGsmVoiceMode(GsmMode)",2,1,2
