SmellsMetrics,Ter, 12 jun 2018 14:04:25 BRT
Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"org.apache.commons.codec.BinaryDecoder.decode(byte[])",n/a,1,5,n/a,n/a,1,n/a,n/a
"org.apache.commons.codec.BinaryEncoder.encode(byte[])",n/a,7,5,n/a,n/a,1,n/a,n/a
"org.apache.commons.codec.Decoder.decode(Object)",n/a,4,7,n/a,n/a,1,n/a,n/a
"org.apache.commons.codec.DecoderException.DecoderException()",1,1,n/a,9,0,0,1,1
"org.apache.commons.codec.DecoderException.DecoderException(String)",1,15,n/a,10,0,1,1,1
"org.apache.commons.codec.DecoderException.DecoderException(String,Throwable)",1,9,n/a,18,0,2,1,1
"org.apache.commons.codec.DecoderException.DecoderException(Throwable)",1,1,n/a,13,0,1,1,1
"org.apache.commons.codec.Encoder.encode(Object)",n/a,8,14,n/a,n/a,1,n/a,n/a
"org.apache.commons.codec.EncoderException.EncoderException()",1,1,n/a,9,0,0,1,1
"org.apache.commons.codec.EncoderException.EncoderException(String)",1,14,n/a,10,0,1,1,1
"org.apache.commons.codec.EncoderException.EncoderException(String,Throwable)",1,7,n/a,18,0,2,1,1
"org.apache.commons.codec.EncoderException.EncoderException(Throwable)",1,1,n/a,13,0,1,1,1
"org.apache.commons.codec.StringDecoder.decode(String)",n/a,0,4,n/a,n/a,1,n/a,n/a
"org.apache.commons.codec.StringEncoder.encode(String)",n/a,9,12,n/a,n/a,1,n/a,n/a
"org.apache.commons.codec.StringEncoderComparator.StringEncoderComparator(StringEncoder)",0,3,n/a,9,0,1,1,1
"org.apache.commons.codec.StringEncoderComparator.compare(Object,Object)",3,2,n/a,24,1,2,7,2
"org.apache.commons.codec.binary.Base32.Base32()",1,8,n/a,10,0,0,1,1
"org.apache.commons.codec.binary.Base32.Base32(boolean)",1,5,n/a,10,0,1,1,1
"org.apache.commons.codec.binary.Base32.Base32(int)",1,2,n/a,13,0,1,1,1
"org.apache.commons.codec.binary.Base32.Base32(int,byte[])",1,3,n/a,20,0,2,1,1
"org.apache.commons.codec.binary.Base32.Base32(int,byte[],boolean)",6,2,n/a,48,2,3,18,6
"org.apache.commons.codec.binary.Base32.decode(byte[],int,int)",2,5,n/a,93,5,3,56,17
"org.apache.commons.codec.binary.Base32.encode(byte[],int,int)",4,7,n/a,104,4,3,76,16
"org.apache.commons.codec.binary.Base32.isInAlphabet(byte)",0,6,n/a,11,0,1,1,3
"org.apache.commons.codec.binary.Base32InputStream.Base32InputStream(InputStream)",1,2,n/a,9,0,1,1,1
"org.apache.commons.codec.binary.Base32InputStream.Base32InputStream(InputStream,boolean)",2,3,n/a,12,0,2,1,1
"org.apache.commons.codec.binary.Base32InputStream.Base32InputStream(InputStream,boolean,int,byte[])",2,9,n/a,19,0,4,1,1
"org.apache.commons.codec.binary.Base32OutputStream.Base32OutputStream(OutputStream)",1,2,n/a,9,0,1,1,1
"org.apache.commons.codec.binary.Base32OutputStream.Base32OutputStream(OutputStream,boolean)",2,6,n/a,12,0,2,1,1
"org.apache.commons.codec.binary.Base32OutputStream.Base32OutputStream(OutputStream,boolean,int,byte[])",2,4,n/a,19,0,4,1,1
"org.apache.commons.codec.binary.Base64.Base64()",1,14,n/a,13,0,0,1,1
"org.apache.commons.codec.binary.Base64.Base64(boolean)",1,5,n/a,18,0,1,1,1
"org.apache.commons.codec.binary.Base64.Base64(int)",1,3,n/a,21,0,1,1,1
"org.apache.commons.codec.binary.Base64.Base64(int,byte[])",1,13,n/a,25,0,2,1,1
"org.apache.commons.codec.binary.Base64.Base64(int,byte[],boolean)",5,5,n/a,51,2,3,15,6
"org.apache.commons.codec.binary.Base64.decode(byte[],int,int)",2,5,n/a,75,5,3,33,13
"org.apache.commons.codec.binary.Base64.decodeBase64(String)",2,21,n/a,11,0,1,1,1
"org.apache.commons.codec.binary.Base64.decodeBase64(byte[])",2,40,n/a,10,0,1,1,1
"org.apache.commons.codec.binary.Base64.decodeInteger(byte[])",2,4,n/a,11,0,1,1,1
"org.apache.commons.codec.binary.Base64.encode(byte[],int,int)",4,5,n/a,82,4,3,46,16
"org.apache.commons.codec.binary.Base64.encodeBase64(byte[])",1,190,n/a,10,0,1,1,1
"org.apache.commons.codec.binary.Base64.encodeBase64(byte[],boolean)",1,5,n/a,14,0,2,1,1
"org.apache.commons.codec.binary.Base64.encodeBase64(byte[],boolean,boolean)",1,3,n/a,17,0,3,1,1
"org.apache.commons.codec.binary.Base64.encodeBase64(byte[],boolean,boolean,int)",5,3,n/a,32,1,4,7,5
"org.apache.commons.codec.binary.Base64.encodeBase64Chunked(byte[])",1,171,n/a,10,0,1,1,1
"org.apache.commons.codec.binary.Base64.encodeBase64String(byte[])",2,13,n/a,14,0,1,1,1
"org.apache.commons.codec.binary.Base64.encodeBase64URLSafe(byte[])",1,2,n/a,12,0,1,1,1
"org.apache.commons.codec.binary.Base64.encodeBase64URLSafeString(byte[])",2,1,n/a,12,0,1,1,1
"org.apache.commons.codec.binary.Base64.encodeInteger(BigInteger)",3,5,n/a,16,1,1,3,2
"org.apache.commons.codec.binary.Base64.isBase64(String)",2,4,n/a,13,0,1,1,1
"org.apache.commons.codec.binary.Base64.isBase64(byte)",0,1,n/a,11,0,1,1,4
"org.apache.commons.codec.binary.Base64.isBase64(byte[])",2,16,n/a,18,2,1,6,4
"org.apache.commons.codec.binary.Base64.isInAlphabet(byte)",0,6,n/a,11,0,1,1,3
"org.apache.commons.codec.binary.Base64.isUrlSafe()",0,2,n/a,9,0,0,1,1
"org.apache.commons.codec.binary.Base64.toIntegerBytes(BigInteger)",6,1,n/a,28,1,1,14,4
"org.apache.commons.codec.binary.Base64InputStream.Base64InputStream(InputStream)",1,5,n/a,9,0,1,1,1
"org.apache.commons.codec.binary.Base64InputStream.Base64InputStream(InputStream,boolean)",2,3,n/a,12,0,2,1,1
"org.apache.commons.codec.binary.Base64InputStream.Base64InputStream(InputStream,boolean,int,byte[])",2,9,n/a,19,0,4,1,1
"org.apache.commons.codec.binary.Base64OutputStream.Base64OutputStream(OutputStream)",1,2,n/a,9,0,1,1,1
"org.apache.commons.codec.binary.Base64OutputStream.Base64OutputStream(OutputStream,boolean)",2,7,n/a,12,0,2,1,1
"org.apache.commons.codec.binary.Base64OutputStream.Base64OutputStream(OutputStream,boolean,int,byte[])",2,4,n/a,19,0,4,1,1
"org.apache.commons.codec.binary.BaseNCodec.BaseNCodec(int,int,int,int)",0,3,n/a,14,0,4,4,3
