android.database.sqlite.SQLiteCursor.finalize();android.database.sqlite.SQLiteDatabase;
android.database.sqlite.SQLiteCompiledSql.finalize();android.database.sqlite.SQLiteDatabase;
com.android.server.InputMethodManagerService.dump(FileDescriptor,PrintWriter,String);com.android.server.WindowManagerService;
android.widget.AdapterViewAnimator.showOnly(int,boolean,boolean);android.widget.StackSlider;
android.webkit.WebView.updateDefaultZoomDensity(int);android.webkit.DragTrackerHandler;
android.widget.InsertionPointCursorController.hide();android.widget.SelectionModifierCursorController;
com.android.film.FilmRS.loadImages();android.renderscript.Element;
android.widget.SelectionModifierCursorController.onTouchEvent(MotionEvent);android.widget.HandleView;
android.webkit.FrameLoader.executeLoad();android.webkit.LoadListener;
com.android.providers.settings.DatabaseHelper.loadSecureSettings(SQLiteDatabase);com.android.internal.telephony.test.SimulatedCommands;
com.android.providers.settings.DatabaseHelper.onUpgrade(SQLiteDatabase,int,int);com.android.internal.telephony.gsm.RIL;
com.android.server.InputMethodManagerService.buildInputMethodListLocked(ArrayList<InputMethodInfo>,HashMap<String, InputMethodInfo>);com.android.server.WindowManagerService;
com.android.server.WifiService.setWifiEnabledBlocking(boolean,boolean,int);com.android.server.WindowManagerService;
android.net.wifi.WifiStateTracker.teardown();com.android.server.WifiService;
com.android.server.PowerManagerService.updateLightsLocked(int,int);com.android.server.WindowManagerService;
com.android.internal.telephony.cdma.RuimRecords.handleMessage(Message);com.android.internal.telephony.cdma.CdmaServiceStateTracker;
android.webkit.ScaleDetectorListener.onScaleEnd(ScaleGestureDetector);android.webkit.DragTrackerHandler;
