Chidamber-Kemerer metrics,Ter, 12 dez 2017 15:07:19 BRST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"org.apache.xerces.dom.AttrImpl",15,1,3,1,30,35
"org.apache.xerces.dom.CDATASectionImpl",6,3,3,1,7,4
"org.apache.xerces.dom.CharacterDataImpl",9,1,4,2,15,25
"org.apache.xerces.dom.CommentImpl",6,2,3,1,7,4
"org.apache.xerces.dom.DOMExceptionImpl",15,2,0,0,2,1
"org.apache.xerces.dom.DOMImplementationImpl",10,0,4,0,11,6
"org.apache.xerces.dom.DeepNodeListImpl",5,0,1,0,12,17
"org.apache.xerces.dom.DeferredAttrImpl",5,2,1,0,15,8
"org.apache.xerces.dom.DeferredCDATASectionImpl",5,4,1,0,6,3
"org.apache.xerces.dom.DeferredCommentImpl",4,3,1,0,5,3
"org.apache.xerces.dom.DeferredDocumentImpl",23,2,2,0,70,144
"org.apache.xerces.dom.DeferredDocumentImpl.IntVector",2,0,1,0,5,7
"org.apache.xerces.dom.DeferredDocumentTypeImpl",9,2,1,0,21,12
"org.apache.xerces.dom.DeferredElementDefinitionImpl",6,2,1,0,11,5
"org.apache.xerces.dom.DeferredElementImpl",6,2,1,0,18,10
"org.apache.xerces.dom.DeferredEntityImpl",6,2,1,0,15,5
"org.apache.xerces.dom.DeferredEntityReferenceImpl",9,2,1,0,17,10
"org.apache.xerces.dom.DeferredNode",n/a,n/a,n/a,n/a,1,n/a
"org.apache.xerces.dom.DeferredNotationImpl",5,2,1,0,10,3
"org.apache.xerces.dom.DeferredProcessingInstructionImpl",4,2,1,0,6,3
"org.apache.xerces.dom.DeferredTextImpl",5,3,1,0,10,6
"org.apache.xerces.dom.DocumentFragmentImpl",6,1,3,0,7,5
"org.apache.xerces.dom.DocumentImpl",50,1,14,1,102,110
"org.apache.xerces.dom.DocumentTypeImpl",13,1,4,1,20,19
"org.apache.xerces.dom.ElementDefinitionImpl",8,1,2,1,9,5
"org.apache.xerces.dom.ElementImpl",20,1,6,1,66,70
"org.apache.xerces.dom.EntityImpl",8,1,4,1,13,16
"org.apache.xerces.dom.EntityReferenceImpl",7,1,3,1,7,4
"org.apache.xerces.dom.LCount",3,0,1,0,1,2
"org.apache.xerces.dom.NamedNodeMapImpl",15,0,1,0,33,60
"org.apache.xerces.dom.NodeImpl",50,0,5,11,65,170
"org.apache.xerces.dom.NodeImpl.EnclosingAttr",2,0,0,0,0,0
"org.apache.xerces.dom.NodeImpl.LEntry",2,0,0,0,1,1
"org.apache.xerces.dom.NotationImpl",8,1,2,1,10,13
"org.apache.xerces.dom.ProcessingInstructionImpl",5,1,3,1,10,9
"org.apache.xerces.dom.TextImpl",12,2,3,2,14,13
"org.apache.xerces.dom.events.EventImpl",6,0,6,1,9,9
"org.apache.xerces.dom.events.MutationEventImpl",7,1,1,0,6,5
"org.apache.xerces.dom.traversal.NodeIteratorImpl",7,0,1,0,22,42
"org.apache.xerces.dom.traversal.TreeWalkerImpl",4,0,1,0,27,69
"org.apache.xerces.domx.DOMException",5,1,0,1,2,1
"org.apache.xerces.domx.XGrammarWriter",13,0,2,0,71,152
"org.apache.xerces.domx.XGrammarWriter.OutputFormat",1,0,1,0,5,8
"org.apache.xerces.domx.events.DocumentEvent",n/a,n/a,n/a,n/a,1,n/a
"org.apache.xerces.domx.events.Event",n/a,n/a,n/a,n/a,9,n/a
"org.apache.xerces.domx.events.EventListener",n/a,n/a,n/a,n/a,1,n/a
"org.apache.xerces.domx.events.EventTarget",n/a,n/a,n/a,n/a,3,n/a
"org.apache.xerces.domx.events.MutationEvent",n/a,n/a,n/a,n/a,5,n/a
"org.apache.xerces.domx.events.UIEvent",n/a,n/a,n/a,n/a,27,n/a
"org.apache.xerces.domx.traversal.DocumentTWIF",n/a,n/a,n/a,n/a,1,n/a
"org.apache.xerces.domx.traversal.DocumentTraversal",n/a,n/a,n/a,n/a,2,n/a
"org.apache.xerces.domx.traversal.NodeFilter",n/a,n/a,n/a,n/a,1,n/a
"org.apache.xerces.domx.traversal.NodeIterator",n/a,n/a,n/a,n/a,6,n/a
"org.apache.xerces.domx.traversal.TreeWalker",n/a,n/a,n/a,n/a,12,n/a
"org.apache.xerces.framework.Version",0,0,1,0,1,1
"org.apache.xerces.framework.XMLAttrList",10,0,1,0,25,55
"org.apache.xerces.framework.XMLContentSpecNode",13,0,0,0,0,0
"org.apache.xerces.framework.XMLDTDScanner",10,0,1,0,113,397
"org.apache.xerces.framework.XMLDTDScanner.EventHandler",n/a,n/a,n/a,n/a,31,n/a
"org.apache.xerces.framework.XMLDocumentScanner",14,0,1,0,59,156
"org.apache.xerces.framework.XMLDocumentScanner.ContentDispatcher",12,0,1,0,39,99
"org.apache.xerces.framework.XMLDocumentScanner.EndOfInputDispatcher",7,0,1,0,4,3
"org.apache.xerces.framework.XMLDocumentScanner.EventHandler",n/a,n/a,n/a,n/a,16,n/a
"org.apache.xerces.framework.XMLDocumentScanner.PrologDispatcher",9,0,1,0,18,23
"org.apache.xerces.framework.XMLDocumentScanner.ScannerDispatcher",n/a,n/a,n/a,n/a,2,n/a
