Method,ev(G),iv(G),v(G)
"com.opensymphony.xwork2.ActionChainResult.ActionChainResult()",1,1,1
"com.opensymphony.xwork2.ActionChainResult.ActionChainResult(String,String,String)",1,1,1
"com.opensymphony.xwork2.ActionChainResult.ActionChainResult(String,String,String,String)",1,1,1
"com.opensymphony.xwork2.ActionChainResult.addToHistory(String,String,String)",1,1,1
"com.opensymphony.xwork2.ActionChainResult.equals(Object)",6,5,10
"com.opensymphony.xwork2.ActionChainResult.execute(ActionInvocation)",2,7,7
"com.opensymphony.xwork2.ActionChainResult.getChainHistory()",1,2,2
"com.opensymphony.xwork2.ActionChainResult.getProxy()",1,1,1
"com.opensymphony.xwork2.ActionChainResult.hashCode()",1,4,4
"com.opensymphony.xwork2.ActionChainResult.isInChainHistory(String,String,String)",3,5,5
"com.opensymphony.xwork2.ActionChainResult.makeKey(String,String,String)",2,1,2
"com.opensymphony.xwork2.ActionChainResult.setActionName(String)",1,1,1
"com.opensymphony.xwork2.ActionChainResult.setActionProxyFactory(ActionProxyFactory)",1,1,1
"com.opensymphony.xwork2.ActionChainResult.setMethod(String)",1,1,1
"com.opensymphony.xwork2.ActionChainResult.setNamespace(String)",1,1,1
"com.opensymphony.xwork2.ActionChainResult.setSkipActions(String)",1,1,1
"com.opensymphony.xwork2.ActionContext.ActionContext(Map<String, Object>)",1,1,1
"com.opensymphony.xwork2.ActionContext.get(String)",1,1,1
"com.opensymphony.xwork2.ActionContext.getActionInvocation()",1,1,1
"com.opensymphony.xwork2.ActionContext.getApplication()",1,1,1
"com.opensymphony.xwork2.ActionContext.getContainer()",1,1,1
"com.opensymphony.xwork2.ActionContext.getContext()",1,1,1
"com.opensymphony.xwork2.ActionContext.getContextMap()",1,1,1
"com.opensymphony.xwork2.ActionContext.getConversionErrors()",1,2,2
"com.opensymphony.xwork2.ActionContext.getInstance(Class<T>)",2,2,2
"com.opensymphony.xwork2.ActionContext.getLocale()",1,2,2
"com.opensymphony.xwork2.ActionContext.getName()",1,1,1
"com.opensymphony.xwork2.ActionContext.getParameters()",1,1,1
"com.opensymphony.xwork2.ActionContext.getSession()",1,1,1
"com.opensymphony.xwork2.ActionContext.getValueStack()",1,1,1
"com.opensymphony.xwork2.ActionContext.put(String,Object)",1,1,1
"com.opensymphony.xwork2.ActionContext.setActionInvocation(ActionInvocation)",1,1,1
"com.opensymphony.xwork2.ActionContext.setApplication(Map<String, Object>)",1,1,1
"com.opensymphony.xwork2.ActionContext.setContainer(Container)",1,1,1
"com.opensymphony.xwork2.ActionContext.setContext(ActionContext)",1,1,1
"com.opensymphony.xwork2.ActionContext.setContextMap(Map<String, Object>)",1,1,1
"com.opensymphony.xwork2.ActionContext.setConversionErrors(Map<String, Object>)",1,1,1
"com.opensymphony.xwork2.ActionContext.setLocale(Locale)",1,1,1
"com.opensymphony.xwork2.ActionContext.setName(String)",1,1,1
"com.opensymphony.xwork2.ActionContext.setParameters(Map<String, Object>)",1,1,1
"com.opensymphony.xwork2.ActionContext.setSession(Map<String, Object>)",1,1,1
"com.opensymphony.xwork2.ActionContext.setValueStack(ValueStack)",1,1,1
"com.opensymphony.xwork2.ActionSupport.addActionError(String)",1,1,1
"com.opensymphony.xwork2.ActionSupport.addActionMessage(String)",1,1,1
"com.opensymphony.xwork2.ActionSupport.addFieldError(String,String)",1,1,1
"com.opensymphony.xwork2.ActionSupport.clearActionErrors()",1,1,1
"com.opensymphony.xwork2.ActionSupport.clearErrors()",1,1,1
"com.opensymphony.xwork2.ActionSupport.clearErrorsAndMessages()",1,1,1
"com.opensymphony.xwork2.ActionSupport.clearFieldErrors()",1,1,1
"com.opensymphony.xwork2.ActionSupport.clearMessages()",1,1,1
"com.opensymphony.xwork2.ActionSupport.clone()",1,1,1
"com.opensymphony.xwork2.ActionSupport.doDefault()",1,1,1
"com.opensymphony.xwork2.ActionSupport.execute()",1,1,1
"com.opensymphony.xwork2.ActionSupport.getActionErrors()",1,1,1
"com.opensymphony.xwork2.ActionSupport.getActionMessages()",1,1,1
"com.opensymphony.xwork2.ActionSupport.getFieldErrors()",1,1,1
"com.opensymphony.xwork2.ActionSupport.getFormatted(String,String)",2,2,2
"com.opensymphony.xwork2.ActionSupport.getLocale()",2,2,2
"com.opensymphony.xwork2.ActionSupport.getText(String)",1,1,1
"com.opensymphony.xwork2.ActionSupport.getText(String,List<?>)",1,1,1
"com.opensymphony.xwork2.ActionSupport.getText(String,String)",1,1,1
"com.opensymphony.xwork2.ActionSupport.getText(String,String,List<?>)",1,1,1
"com.opensymphony.xwork2.ActionSupport.getText(String,String,List<?>,ValueStack)",1,1,1
"com.opensymphony.xwork2.ActionSupport.getText(String,String,String)",1,1,1
"com.opensymphony.xwork2.ActionSupport.getText(String,String,String[])",1,1,1
"com.opensymphony.xwork2.ActionSupport.getText(String,String,String[],ValueStack)",1,1,1
"com.opensymphony.xwork2.ActionSupport.getText(String,String[])",1,1,1
"com.opensymphony.xwork2.ActionSupport.getTextProvider()",1,3,3
"com.opensymphony.xwork2.ActionSupport.getTexts()",1,1,1
"com.opensymphony.xwork2.ActionSupport.getTexts(String)",1,1,1
