Method,ev(G),iv(G),v(G)
"org.apache.log4j.AppenderSkeleton.AppenderSkeleton()",1,1,1
"org.apache.log4j.AppenderSkeleton.AppenderSkeleton(boolean)",1,1,1
"org.apache.log4j.AppenderSkeleton.activateOptions()",1,1,1
"org.apache.log4j.AppenderSkeleton.addFilter(Filter)",1,2,2
"org.apache.log4j.AppenderSkeleton.clearFilters()",1,1,1
"org.apache.log4j.AppenderSkeleton.doAppend(LoggingEvent)",9,5,9
"org.apache.log4j.AppenderSkeleton.finalize()",2,1,2
"org.apache.log4j.AppenderSkeleton.getErrorHandler()",1,1,1
"org.apache.log4j.AppenderSkeleton.getFilter()",1,1,1
"org.apache.log4j.AppenderSkeleton.getFirstFilter()",1,1,1
"org.apache.log4j.AppenderSkeleton.getLayout()",1,1,1
"org.apache.log4j.AppenderSkeleton.getName()",1,1,1
"org.apache.log4j.AppenderSkeleton.getThreshold()",1,1,1
"org.apache.log4j.AppenderSkeleton.isActive()",1,1,2
"org.apache.log4j.AppenderSkeleton.isAsSevereAsThreshold(Level)",1,2,2
"org.apache.log4j.AppenderSkeleton.isAsSevereAsThreshold(Priority)",1,2,2
"org.apache.log4j.AppenderSkeleton.isClosed()",1,1,1
"org.apache.log4j.AppenderSkeleton.setErrorHandler(ErrorHandler)",1,1,1
"org.apache.log4j.AppenderSkeleton.setLayout(Layout)",1,1,1
"org.apache.log4j.AppenderSkeleton.setName(String)",1,1,1
"org.apache.log4j.AppenderSkeleton.setThreshold(Priority)",1,1,1
"org.apache.log4j.AsyncAppender.AsyncAppender()",1,1,1
"org.apache.log4j.AsyncAppender.DiscardSummary.DiscardSummary(LoggingEvent)",1,1,1
"org.apache.log4j.AsyncAppender.DiscardSummary.add(LoggingEvent)",1,1,2
"org.apache.log4j.AsyncAppender.DiscardSummary.createEvent()",1,1,1
"org.apache.log4j.AsyncAppender.Dispatcher.Dispatcher(AsyncAppender,List,Map,AppenderAttachableImpl)",1,1,1
"org.apache.log4j.AsyncAppender.Dispatcher.run()",1,8,9
"org.apache.log4j.AsyncAppender.addAppender(Appender)",1,1,1
"org.apache.log4j.AsyncAppender.append(LoggingEvent)",5,14,14
"org.apache.log4j.AsyncAppender.close()",1,5,5
"org.apache.log4j.AsyncAppender.getAllAppenders()",1,1,1
"org.apache.log4j.AsyncAppender.getAppender(String)",1,1,1
"org.apache.log4j.AsyncAppender.getBlocking()",1,1,1
"org.apache.log4j.AsyncAppender.getBufferSize()",1,1,1
"org.apache.log4j.AsyncAppender.getLocationInfo()",1,1,1
"org.apache.log4j.AsyncAppender.isAttached(Appender)",1,1,1
"org.apache.log4j.AsyncAppender.removeAllAppenders()",1,1,1
