Method,ev(G),iv(G),v(G)
"null.add(ByteBuffer)",1,1,1
"null.add(Object)",1,1,1
"null.add(Permission)",1,1,1
"null.addIndexClusteringColumns(Builder,CFMetaData,ColumnDefinition)",1,2,2
"null.allocate(int)",1,1,1
"null.allowClusteringColumnSlices()",1,1,1
"null.allowNonPrimaryKeyInWhereClause()",1,1,1
"null.allowPartitionKeyRanges()",1,1,1
"null.allowUseOfSecondaryIndices()",1,1,1
"null.apply(ColumnDefinition)",1,1,1
"null.apply(IMutation,Iterable<InetAddress>,AbstractWriteResponseHandler<IMutation>,String,ConsistencyLevel)",1,1,1
"null.apply(InetAddress)",1,1,1
"null.apply(Row)",1,1,1
"null.apply(SSTableReader)",1,1,1
"null.apply(String)",1,1,1
"null.apply(Term)",1,1,1
"null.avgSize(List<SSTableReader>)",1,2,2
"null.bind(QueryOptions)",1,1,1
"null.build()",1,1,1
"null.buildBound(boolean,boolean)",1,1,1
"null.buildBoundWith(ByteBuffer,boolean,boolean)",1,1,1
"null.buildBoundWith(List<ByteBuffer>,boolean,boolean)",1,1,1
"null.buildSlice()",1,1,1
"null.buildWith(ByteBuffer)",1,1,1
"null.buildWith(List<ByteBuffer>)",1,1,1
"null.cancel()",1,1,1
"null.commit()",1,1,1
"null.comparator()",1,1,1
"null.compare(ColumnDefinition,ColumnDefinition)",1,2,2
"null.compare(DecoratedKey,DecoratedKey)",1,1,1
"null.compare(InetAddress,InetAddress)",1,1,1
"null.compare(Interval<Comparable, Object>,Interval<Comparable, Object>)",1,1,1
"null.compare(Pair<List<SSTableReader>, Double>,Pair<List<SSTableReader>, Double>)",2,1,2
"null.compare(Partition,Partition)",1,1,1
"null.compare(ReplayPosition,ReplayPosition)",2,2,2
"null.compare(SSTableReader,SSTableReader)",1,1,1
"null.compare(StreamMessage,StreamMessage)",1,1,1
"null.compareAsymmetric(Interval<Comparable, Object>,Comparable)",1,1,1
"null.count()",1,1,1
"null.decode(ByteBuf,int)",1,1,1
"null.deserialize(ReadableByteChannel,int,StreamSession)",1,1,1
"null.elements()",1,1,1
"null.encode(AuthChallenge,ByteBuf,int)",1,1,1
"null.encode(AuthResponse,ByteBuf,int)",1,1,1
"null.encode(AuthSuccess,ByteBuf,int)",1,1,1
"null.encode(AuthenticateMessage,ByteBuf,int)",1,1,1
"null.encode(BatchMessage,ByteBuf,int)",1,4,5
"null.encode(CredentialsMessage,ByteBuf,int)",1,1,1
"null.encode(ErrorMessage,ByteBuf,int)",2,4,11
"null.encode(EventMessage,ByteBuf,int)",1,1,1
"null.encode(ExecuteMessage,ByteBuf,int)",1,2,2
"null.encode(OptionsMessage,ByteBuf,int)",1,1,1
"null.encode(PrepareMessage,ByteBuf,int)",1,1,1
"null.encode(QueryMessage,ByteBuf,int)",1,2,2
"null.encode(ReadyMessage,ByteBuf,int)",1,1,1
"null.encode(RegisterMessage,ByteBuf,int)",1,2,2
"null.encode(ResultMessage,ByteBuf,int)",1,1,1
"null.encode(StartupMessage,ByteBuf,int)",1,1,1
"null.encode(SupportedMessage,ByteBuf,int)",1,1,1
"null.encodedSize(AuthChallenge,int)",1,1,1
"null.encodedSize(AuthResponse,int)",1,1,1
"null.encodedSize(AuthSuccess,int)",1,1,1
"null.encodedSize(AuthenticateMessage,int)",1,1,1
"null.encodedSize(BatchMessage,int)",1,4,4
"null.encodedSize(CredentialsMessage,int)",1,1,1
"null.encodedSize(ErrorMessage,int)",2,4,9
"null.encodedSize(EventMessage,int)",1,1,1
"null.encodedSize(ExecuteMessage,int)",1,2,2
"null.encodedSize(OptionsMessage,int)",1,1,1
"null.encodedSize(PrepareMessage,int)",1,1,1
"null.encodedSize(QueryMessage,int)",1,2,2
"null.encodedSize(ReadyMessage,int)",1,1,1
"null.encodedSize(RegisterMessage,int)",1,2,2
"null.encodedSize(ResultMessage,int)",1,1,1
"null.encodedSize(StartupMessage,int)",1,1,1
"null.encodedSize(SupportedMessage,int)",1,1,1
"null.execute()",1,2,3
"null.execute(ConsistencyLevel,ClientState)",1,1,1
"null.execute(int,List<ByteBuffer>)",1,1,1
"null.executeInternal(ReadOrderGroup)",1,1,1
"null.fetchPage(int,ConsistencyLevel,ClientState)",1,1,1
"null.fetchPageInternal(int,ReadOrderGroup)",1,1,1
"null.filter(UnfilteredPartitionIterator,int)",1,1,1
"null.filter(UnfilteredRowIterator,int)",1,1,1
"null.fromByteArray(ByteBuffer)",1,1,2
"null.fromString(String)",1,1,1
"null.fromType(Type)",5,2,5
"null.get()",1,1,1
"null.getIndexedValueType(ColumnDefinition)",1,1,1
"null.getInputStream(File,File)",1,1,1
"null.getLocalPager()",1,1,1
"null.getOutputStream(File,File)",1,1,1
"null.getPager(PagingState,int)",1,1,1
"null.getPermissions(CodeSource)",3,3,4
"null.getPermissions(ProtectionDomain)",1,1,1
"null.hasEnoughLiveData(CachedPartition,int)",1,1,1
"null.implies(Permission)",1,1,1
"null.implies(ProtectionDomain,Permission)",3,3,4
"null.includes(Clustering)",1,1,1
"null.initialValue()",1,1,1
"null.intersects(ClusteringComparator,List<ByteBuffer>,List<ByteBuffer>)",1,1,1
"null.isDone()",1,1,1
"null.isExhausted()",1,1,1
"null.kind()",1,1,1
"null.limits()",1,1,1
"null.load(InetAddress)",1,1,1
"null.makeCollectionReceiver(ColumnSpecification,boolean)",1,1,1
"null.maxRemaining()",1,1,1
"null.nanoTime()",1,1,1
"null.newAggregate()",2,1,3
"null.newConnection(Channel,int)",1,1,1
"null.newIndexInstance(ColumnFamilyStore,IndexMetadata)",1,1,1
"null.newInstance()",1,1,1
"null.onEviction(Integer,Prepared)",1,1,1
"null.onEviction(MD5Digest,Prepared)",1,1,1
"null.onInserted(Row)",1,1,1
"null.onMeterAdded(String,Meter)",1,1,1
"null.onPartitionDeletion(DeletionTime)",1,1,1
"null.onRangeTombstone(RangeTombstone)",1,1,1
"null.onRowDelete(Row)",1,1,1
"null.onRowMerge(Row,Row...)",1,1,1
"null.onUpdated(Row,Row)",1,1,1
"null.openConnection(URL)",1,1,1
"null.park(long)",1,1,1
"null.reclaim(Row)",1,1,1
"null.reclaimImmediately(DecoratedKey)",1,1,1
"null.reclaimImmediately(Row)",1,1,1
"null.rejectedExecution(Runnable,ThreadPoolExecutor)",3,3,4
"null.remainingCount()",1,1,1
"null.run()",2,2,3
"null.selects(ClusteringComparator,Clustering)",1,1,1
"null.selectsClustering(DecoratedKey,Clustering)",1,1,1
"null.selectsKey(DecoratedKey)",1,1,1
"null.serialize(CompleteMessage,DataOutputStreamPlus,int,StreamSession)",1,1,1
"null.serialize(IncomingFileMessage,DataOutputStreamPlus,int,StreamSession)",1,1,1
"null.serialize(OutgoingFileMessage,DataOutputStreamPlus,int,StreamSession)",1,1,1
"null.serialize(PrepareMessage,DataOutputStreamPlus,int,StreamSession)",1,3,3
"null.serialize(ReceivedMessage,DataOutputStreamPlus,int,StreamSession)",1,1,1
"null.serialize(RetryMessage,DataOutputStreamPlus,int,StreamSession)",1,1,1
"null.serialize(SessionFailedMessage,DataOutputStreamPlus,int,StreamSession)",1,1,1
"null.start()",1,1,1
"null.startOrderGroup()",1,1,1
"null.state()",1,1,1
"null.toByteArray(Token)",1,1,1
"null.toString()",1,1,1
"null.toString(CFMetaData)",1,1,1
"null.toString(ClusteringComparator)",1,1,1
"null.toString(Token)",1,1,1
"null.toType(byte)",4,1,4
"null.update(Checksum,ByteBuffer)",1,1,1
"null.validate(String)",2,1,2
"null.weightOf(Integer,Prepared)",1,1,1
"null.weightOf(MD5Digest,Prepared)",1,1,1
"org.apache.cassandra.auth.AllowAllAuthenticator.Negotiator.evaluateResponse(byte[])",1,1,1
"org.apache.cassandra.auth.AllowAllAuthenticator.Negotiator.getAuthenticatedUser()",1,1,1
"org.apache.cassandra.auth.AllowAllAuthenticator.Negotiator.isComplete()",1,1,1
"org.apache.cassandra.auth.AllowAllAuthenticator.legacyAuthenticate(Map<String, String>)",1,1,1
"org.apache.cassandra.auth.AllowAllAuthenticator.newSaslNegotiator(InetAddress)",1,1,1
"org.apache.cassandra.auth.AllowAllAuthenticator.protectedResources()",1,1,1
"org.apache.cassandra.auth.AllowAllAuthenticator.requireAuthentication()",1,1,1
"org.apache.cassandra.auth.AllowAllAuthenticator.setup()",1,1,1
"org.apache.cassandra.auth.AllowAllAuthenticator.validateConfiguration()",1,1,1
"org.apache.cassandra.auth.AllowAllAuthorizer.authorize(AuthenticatedUser,IResource)",1,1,1
"org.apache.cassandra.auth.AllowAllAuthorizer.grant(AuthenticatedUser,Set<Permission>,IResource,RoleResource)",1,1,1
