Method,ev(G),iv(G),v(G)
"org.apache.xerces.dom.AttrImpl.AttrImpl(DocumentImpl,String)",1,1,1
"org.apache.xerces.dom.AttrImpl.AttrImpl(DocumentImpl,String,String)",1,2,2
"org.apache.xerces.dom.AttrImpl.getElement()",1,1,1
"org.apache.xerces.dom.AttrImpl.getLocalName()",1,2,2
"org.apache.xerces.dom.AttrImpl.getName()",1,2,2
"org.apache.xerces.dom.AttrImpl.getNamespaceURI()",1,2,2
"org.apache.xerces.dom.AttrImpl.getNodeType()",1,1,1
"org.apache.xerces.dom.AttrImpl.getNodeValue()",1,1,1
"org.apache.xerces.dom.AttrImpl.getOwnerElement()",1,1,1
"org.apache.xerces.dom.AttrImpl.getParentNode()",1,1,1
"org.apache.xerces.dom.AttrImpl.getPrefix()",1,2,2
"org.apache.xerces.dom.AttrImpl.getSpecified()",1,2,2
"org.apache.xerces.dom.AttrImpl.getValue()",1,2,2
"org.apache.xerces.dom.AttrImpl.setNodeValue(String)",1,1,1
"org.apache.xerces.dom.AttrImpl.setPrefix(String)",2,2,3
"org.apache.xerces.dom.AttrImpl.setSpecified(boolean)",1,2,2
"org.apache.xerces.dom.AttrImpl.setValue(String)",2,7,9
"org.apache.xerces.dom.AttrImpl.toString()",1,1,1
"org.apache.xerces.dom.CDATASectionImpl.CDATASectionImpl(DocumentImpl,String)",1,1,1
"org.apache.xerces.dom.CDATASectionImpl.cloneNode(boolean)",1,1,1
"org.apache.xerces.dom.CDATASectionImpl.getNodeName()",1,1,1
"org.apache.xerces.dom.CDATASectionImpl.getNodeType()",1,1,1
"org.apache.xerces.dom.CharacterDataImpl.CharacterDataImpl(DocumentImpl,String)",1,1,1
"org.apache.xerces.dom.CharacterDataImpl.appendData(String)",2,2,3
"org.apache.xerces.dom.CharacterDataImpl.deleteData(int,int)",3,3,6
"org.apache.xerces.dom.CharacterDataImpl.getChildNodes()",1,1,2
"org.apache.xerces.dom.CharacterDataImpl.getData()",1,2,2
"org.apache.xerces.dom.CharacterDataImpl.getLength()",1,2,2
"org.apache.xerces.dom.CharacterDataImpl.insertData(int,String)",2,2,4
"org.apache.xerces.dom.CharacterDataImpl.replaceData(int,int,String)",1,1,1
"org.apache.xerces.dom.CharacterDataImpl.setData(String)",1,1,1
"org.apache.xerces.dom.CharacterDataImpl.substringData(int,int)",2,2,5
"org.apache.xerces.dom.CommentImpl.CommentImpl(DocumentImpl,String)",1,1,1
"org.apache.xerces.dom.CommentImpl.cloneNode(boolean)",1,1,1
"org.apache.xerces.dom.CommentImpl.getNodeName()",1,1,1
"org.apache.xerces.dom.CommentImpl.getNodeType()",1,1,1
