Class,OCavg,WMC
"org.argouml.application.Main","12,00",24
"org.argouml.application.PostLoad","1,33",4
"org.argouml.application.PreloadClasses","1,00",1
"org.argouml.application.StartCritics","2,00",2
"org.argouml.application.api.Argo","1,09",12
"org.argouml.application.api.Configuration","1,00",30
"org.argouml.application.api.Notation","1,44",82
"org.argouml.application.configuration.ConfigurationFactory","1,67",5
"org.argouml.application.configuration.ConfigurationHandler","1,90",55
"org.argouml.application.configuration.ConfigurationKeyImpl","1,11",10
"org.argouml.application.configuration.ConfigurationProperties","1,38",11
"org.argouml.application.events.ArgoEvent","1,20",6
"org.argouml.application.events.ArgoEventPump","2,85",37
"org.argouml.application.events.ArgoEventPump.Pair","1,00",4
"org.argouml.application.events.ArgoModuleEvent","1,00",2
"org.argouml.application.events.ArgoNotationEvent","1,00",2
"org.argouml.application.helpers.DiagramHelper","1,00",9
"org.argouml.application.helpers.ModuleHelper","1,00",4
"org.argouml.application.helpers.ResourceBundleHelper","1,00",6
"org.argouml.application.helpers.SettingsTabHelper","1,00",14
"org.argouml.application.modules.ModuleLoader","3,36",94
"org.argouml.application.modules.ModuleLoader.JarFileFilter","1,00",1
"org.argouml.application.notation.NotationNameImpl","1,32",29
"org.argouml.application.notation.NotationProviderFactory","1,67",20
"org.argouml.application.security.ArgoAwtExceptionHandler","1,50",3
"org.argouml.application.security.ArgoClassLoader","2,00",4
"org.argouml.application.security.ArgoJarClassLoader","1,67",5
"org.argouml.application.security.ArgoSecurityException","1,00",3
"org.argouml.application.security.ArgoSecurityManager","2,20",11
"org.argouml.cognitive.Decision","1,14",8
"org.argouml.cognitive.DecisionModel","1,50",15
"org.argouml.cognitive.Design","1,60",16
"org.argouml.cognitive.DesignMaterial","1,51",65
"org.argouml.cognitive.Designer","1,19",76
"org.argouml.cognitive.Goal","1,14",8
"org.argouml.cognitive.GoalModel","1,25",10
"org.argouml.cognitive.ToDoItem","1,33",40
"org.argouml.cognitive.ToDoList","1,73",69
"org.argouml.cognitive.ToDoListEvent","1,00",3
"org.argouml.cognitive.checklist.CheckItem","1,07",15
"org.argouml.cognitive.checklist.CheckManager","2,00",8
"org.argouml.cognitive.checklist.Checklist","1,17",14
"org.argouml.cognitive.checklist.ChecklistStatus","1,22",11
"org.argouml.cognitive.checklist.ui.TabChecklist","1,25",10
"org.argouml.cognitive.checklist.ui.TableModelChecklist","2,00",34
"org.argouml.cognitive.critics.Agency","2,00",32
"org.argouml.cognitive.critics.AndCM","3,00",3
"org.argouml.cognitive.critics.CompositeCM","1,00",1
"org.argouml.cognitive.critics.CompoundCritic","1,43",33
"org.argouml.cognitive.critics.ControlMech","1,00",2
"org.argouml.cognitive.critics.CrNodesOverlap","4,00",20
"org.argouml.cognitive.critics.CrZeroLengthEdge","2,00",4
"org.argouml.cognitive.critics.Critic","1,18",80
"org.argouml.cognitive.critics.CurDecisionCM","1,00",1
"org.argouml.cognitive.critics.DesignGoalsCM","1,00",1
"org.argouml.cognitive.critics.EnabledCM","1,00",1
"org.argouml.cognitive.critics.HistoryItemCritique","1,50",3
"org.argouml.cognitive.critics.NotSnoozedCM","1,00",1
"org.argouml.cognitive.critics.OrCM","3,00",3
"org.argouml.cognitive.critics.SnoozeOrder","1,33",8
"org.argouml.cognitive.critics.StandardCM","1,00",1
"org.argouml.cognitive.critics.ui.CriticBrowserDialog","2,69",35
"org.argouml.cognitive.critics.ui.TableModelCritics","2,27",25
"org.argouml.cognitive.ui.AddToDoItemDialog","3,50",7
"org.argouml.cognitive.ui.DesignIssuesDialog","1,75",7
"org.argouml.cognitive.ui.DismissToDoItemDialog","2,00",8
"org.argouml.cognitive.ui.GoListToDecisionsToItems","2,17",26
"org.argouml.cognitive.ui.GoListToGoalsToItems","2,17",26
"org.argouml.cognitive.ui.GoListToOffenderToItem","1,75",21
"org.argouml.cognitive.ui.GoListToPosterToItem","1,75",21
"org.argouml.cognitive.ui.GoListToPriorityToItem","2,45",27
"org.argouml.cognitive.ui.GoListToTypeToItem","2,27",25
"org.argouml.cognitive.ui.GoalsDialog","1,75",7
"org.argouml.cognitive.ui.KnowledgeTypeNode","1,25",5
"org.argouml.cognitive.ui.PriorityNode","1,20",6
"org.argouml.cognitive.ui.TabToDo","1,71",12
"org.argouml.cognitive.ui.ToDoByDecision","4,20",21
"org.argouml.cognitive.ui.ToDoByGoal","4,20",21
"org.argouml.cognitive.ui.ToDoByOffender","3,60",18
"org.argouml.cognitive.ui.ToDoByPoster","3,60",18
"org.argouml.cognitive.ui.ToDoByPriority","4,20",21
"org.argouml.cognitive.ui.ToDoByType","4,20",21
"org.argouml.cognitive.ui.ToDoPane","1,90",57
"org.argouml.cognitive.ui.ToDoPerspective","2,00",24
