Method,ev(G),iv(G),v(G)
"null.accept(AttributeSource)",1,1,1
"null.accept(String)",2,1,2
"null.add(BooleanClause)",1,1,1
"null.add(Query,Occur)",1,1,1
"null.addClause(BooleanQuery,Term,float)",1,1,1
"null.addClause(SpanOrQuery,Term,float)",1,1,1
"null.advance(int)",1,1,1
"null.apply(Statement,Description)",1,1,1
"null.apply(Statement,FrameworkMethod,Object)",1,1,1
"null.close()",1,1,1
"null.compare(DocFieldProcessorPerField,DocFieldProcessorPerField)",1,1,1
"null.compare(Fieldable,Fieldable)",1,1,1
"null.compare(InstantiatedTerm,InstantiatedTerm)",1,1,1
"null.compare(InstantiatedTermDocumentInformation,InstantiatedTermDocumentInformation)",1,1,1
"null.compare(InterestingTerm,InterestingTerm)",2,1,3
"null.compare(Long,Long)",1,1,1
"null.compare(MergeThread,MergeThread)",1,1,3
"null.compare(Object,Object)",3,1,4
"null.compare(Pair<Long, Long>,Pair<Long, Long>)",1,1,1
"null.compare(Query,Query)",1,1,1
"null.compare(SegmentInfo,SegmentInfo)",3,1,3
"null.compare(Spans,Spans)",1,1,1
"null.compare(String,String)",7,4,8
"null.compare(Token,Token)",1,1,1
"null.compare(byte[],byte[])",3,1,3
"null.computeNorm(String,FieldInvertState)",1,2,2
"null.createComponents(String,Reader)",1,1,1
"null.createFS(int,CASImpl)",3,3,3
"null.createValue(IndexReader,Object)",1,1,1
"null.difference()",1,1,1
"null.docFreq()",1,1,1
"null.docID()",1,1,1
"null.endEnum()",1,1,1
"null.equals(Object)",1,1,1
"null.failed(Throwable,FrameworkMethod)",1,4,4
"null.func(int,DocValues)",1,1,1
"null.func(int,DocValues,DocValues)",1,1,1
"null.getChain(DocumentsWriter)",1,1,1
"null.getComparator()",1,1,1
"null.getLabel()",1,1,1
"null.getNow()",1,1,1
"null.getStream(String,Reader)",3,1,6
"null.getTopLevelQuery()",1,1,1
"null.hashCode()",1,1,1
"null.initialValue()",1,1,2
"null.isAnalyzed()",1,1,1
"null.isCacheable()",1,1,1
"null.isIndexed()",1,1,1
"null.isStored()",1,1,1
"null.iterator()",1,1,1
"null.newComparator(String,int,int,boolean)",1,1,1
"null.next()",1,1,1
"null.nextDoc()",1,1,1
"null.omitNorms()",1,1,1
"null.onClose(IndexReader)",1,1,1
"null.onClose(SegmentReader)",1,1,1
"null.parse(FunctionQParser)",1,1,1
"null.parseByte(String)",1,1,1
"null.parseDouble(String)",2,1,3
"null.parseFloat(String)",2,1,3
"null.parseInt(String)",2,1,3
"null.parseLong(String)",2,1,3
"null.parseShort(String)",1,1,1
"null.put(String,String)",2,2,2
"null.read(String)",1,1,1
"null.readResolve()",1,1,1
"null.rewrite(IndexReader,MultiTermQuery)",1,1,1
"null.setBoost(float)",1,1,1
"null.setDocCountPercent(double)",1,1,1
"null.setTermCountCutoff(int)",1,1,1
"null.starting(FrameworkMethod)",1,1,1
"null.term()",1,1,1
"null.termCompare(Term)",1,1,1
"null.toQueryString()",1,1,1
"null.toString()",1,1,1
"null.tokenStream(String,Reader)",1,1,1
"null.val()",1,1,1
"null.withOffsets()",1,1,1
"null.withPositions()",1,1,1
"org.apache.lucene.LucenePackage.LucenePackage()",1,1,1
"org.apache.lucene.LucenePackage.get()",1,1,1
"org.apache.lucene.TestAssertions.TestAnalyzer1.reusableTokenStream(String,Reader)",1,1,1
"org.apache.lucene.TestAssertions.TestAnalyzer1.tokenStream(String,Reader)",1,1,1
"org.apache.lucene.TestAssertions.TestAnalyzer2.reusableTokenStream(String,Reader)",1,1,1
"org.apache.lucene.TestAssertions.TestAnalyzer2.tokenStream(String,Reader)",1,1,1
"org.apache.lucene.TestAssertions.TestAnalyzer3.reusableTokenStream(String,Reader)",1,1,1
"org.apache.lucene.TestAssertions.TestAnalyzer3.tokenStream(String,Reader)",1,1,1
"org.apache.lucene.TestAssertions.TestAnalyzer4.reusableTokenStream(String,Reader)",1,1,1
"org.apache.lucene.TestAssertions.TestAnalyzer4.tokenStream(String,Reader)",1,1,1
"org.apache.lucene.TestAssertions.TestTokenStream1.incrementToken()",1,1,1
"org.apache.lucene.TestAssertions.TestTokenStream2.incrementToken()",1,1,1
"org.apache.lucene.TestAssertions.TestTokenStream3.incrementToken()",1,1,1
"org.apache.lucene.TestAssertions.testTokenStreams()",1,1,4
"org.apache.lucene.TestDemo.testDemo()",1,2,3
"org.apache.lucene.TestMergeSchedulerExternal.FailOnlyOnMerge.eval(MockDirectoryWrapper)",3,2,3
"org.apache.lucene.TestMergeSchedulerExternal.MyMergeScheduler.MyMergeThread.MyMergeThread(IndexWriter,OneMerge)",1,1,1
"org.apache.lucene.TestMergeSchedulerExternal.MyMergeScheduler.doMerge(OneMerge)",1,1,1
"org.apache.lucene.TestMergeSchedulerExternal.MyMergeScheduler.getMergeThread(IndexWriter,OneMerge)",1,1,1
"org.apache.lucene.TestMergeSchedulerExternal.MyMergeScheduler.handleMergeException(Throwable)",1,1,1
"org.apache.lucene.TestMergeSchedulerExternal.ReportingMergeScheduler.close()",1,1,1
"org.apache.lucene.TestMergeSchedulerExternal.ReportingMergeScheduler.merge(IndexWriter)",1,3,3
"org.apache.lucene.TestMergeSchedulerExternal.testCustomMergeScheduler()",1,1,1
"org.apache.lucene.TestMergeSchedulerExternal.testSubclassConcurrentMergeScheduler()",1,2,2
"org.apache.lucene.TestSearch.Time(int,int,int)",1,1,1
"org.apache.lucene.TestSearch.doTestSearch(Random,PrintWriter,boolean)",1,5,6
"org.apache.lucene.TestSearch.main(String[])",1,1,1
"org.apache.lucene.TestSearch.testSearch()",1,1,1
"org.apache.lucene.TestSearchForDuplicates.checkHits(ScoreDoc[],int,Searcher)",1,3,5
"org.apache.lucene.TestSearchForDuplicates.doTest(Random,PrintWriter,boolean,int)",1,4,4
"org.apache.lucene.TestSearchForDuplicates.main(String[])",1,1,1
"org.apache.lucene.TestSearchForDuplicates.printHits(PrintWriter,ScoreDoc[],Searcher)",1,3,5
"org.apache.lucene.TestSearchForDuplicates.testRun()",1,1,1
"org.apache.lucene.analysis.ASCIIFoldingFilter.ASCIIFoldingFilter(TokenStream)",1,1,1
"org.apache.lucene.analysis.ASCIIFoldingFilter.foldToASCII(char[],int)",1,2,2
"org.apache.lucene.analysis.ASCIIFoldingFilter.foldToASCII(char[],int,char[],int,int)",2,2,233
"org.apache.lucene.analysis.ASCIIFoldingFilter.incrementToken()",4,4,4
"org.apache.lucene.analysis.Analyzer.Analyzer()",1,1,1
"org.apache.lucene.analysis.Analyzer.assertFinal()",2,4,6
"org.apache.lucene.analysis.Analyzer.close()",1,1,1
"org.apache.lucene.analysis.Analyzer.getOffsetGap(Fieldable)",2,1,2
"org.apache.lucene.analysis.Analyzer.getPositionIncrementGap(String)",1,1,1
"org.apache.lucene.analysis.Analyzer.getPreviousTokenStream()",2,1,3
"org.apache.lucene.analysis.Analyzer.reusableTokenStream(String,Reader)",1,1,1
"org.apache.lucene.analysis.Analyzer.setPreviousTokenStream(Object)",2,1,3
"org.apache.lucene.analysis.BaseCharFilter.BaseCharFilter(CharStream)",1,1,1
"org.apache.lucene.analysis.BaseCharFilter.addOffCorrectMap(int,int)",1,3,6
"org.apache.lucene.analysis.BaseCharFilter.correct(int)",7,1,9
"org.apache.lucene.analysis.BaseCharFilter.getLastCumulativeDiff()",1,1,2
"org.apache.lucene.analysis.BaseTokenStreamTestCase.AnalysisThread.AnalysisThread(Random,Analyzer,int,int,boolean)",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.AnalysisThread.run()",1,2,2
"org.apache.lucene.analysis.BaseTokenStreamTestCase.CheckClearAttributesAttributeImpl.clear()",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.CheckClearAttributesAttributeImpl.copyTo(AttributeImpl)",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.CheckClearAttributesAttributeImpl.equals(Object)",1,1,2
"org.apache.lucene.analysis.BaseTokenStreamTestCase.CheckClearAttributesAttributeImpl.getAndResetClearCalled()",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.CheckClearAttributesAttributeImpl.hashCode()",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesTo(Analyzer,String,String[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesTo(Analyzer,String,String[],String[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesTo(Analyzer,String,String[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesTo(Analyzer,String,String[],int[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesTo(Analyzer,String,String[],int[],int[],String[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesTo(Analyzer,String,String[],int[],int[],String[],int[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesTo(Analyzer,String,String[],int[],int[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesToPositions(Analyzer,String,String[],int[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesToReuse(Analyzer,String,String[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesToReuse(Analyzer,String,String[],String[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesToReuse(Analyzer,String,String[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesToReuse(Analyzer,String,String[],int[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesToReuse(Analyzer,String,String[],int[],int[],String[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertAnalyzesToReuse(Analyzer,String,String[],int[],int[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertTokenStreamContents(TokenStream,String[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertTokenStreamContents(TokenStream,String[],String[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertTokenStreamContents(TokenStream,String[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertTokenStreamContents(TokenStream,String[],int[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertTokenStreamContents(TokenStream,String[],int[],int[],Integer)",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertTokenStreamContents(TokenStream,String[],int[],int[],String[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertTokenStreamContents(TokenStream,String[],int[],int[],String[],int[],Integer)",1,16,18
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertTokenStreamContents(TokenStream,String[],int[],int[],String[],int[],int[],Integer)",1,22,24
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertTokenStreamContents(TokenStream,String[],int[],int[],int[])",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertTokenStreamContents(TokenStream,String[],int[],int[],int[],Integer)",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.assertTokenStreamContents(TokenStream,String[],int[],int[],int[],int[],Integer)",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.checkAnalysisConsistency(Random,Analyzer,boolean,String)",7,29,44
"org.apache.lucene.analysis.BaseTokenStreamTestCase.checkOneTerm(Analyzer,String,String)",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.checkOneTermReuse(Analyzer,String,String)",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.checkRandomData(Random,Analyzer,int)",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.checkRandomData(Random,Analyzer,int,boolean)",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.checkRandomData(Random,Analyzer,int,int)",2,16,21
"org.apache.lucene.analysis.BaseTokenStreamTestCase.checkRandomData(Random,Analyzer,int,int,boolean)",2,4,5
"org.apache.lucene.analysis.BaseTokenStreamTestCase.checkRandomData(Random,Analyzer,int,int,boolean,boolean)",1,7,8
"org.apache.lucene.analysis.BaseTokenStreamTestCase.randomAnalysisString(Random,int,boolean)",2,5,5
"org.apache.lucene.analysis.BaseTokenStreamTestCase.randomSubString(Random,int,boolean)",2,10,11
"org.apache.lucene.analysis.BaseTokenStreamTestCase.toDot(Analyzer,String)",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.toDotFile(Analyzer,String,String)",1,1,1
"org.apache.lucene.analysis.BaseTokenStreamTestCase.toIntArray(List<Integer>)",1,1,2
"org.apache.lucene.analysis.CachingTokenFilter.CachingTokenFilter(TokenStream)",1,1,1
"org.apache.lucene.analysis.CachingTokenFilter.end()",1,2,2
"org.apache.lucene.analysis.CachingTokenFilter.fillCache()",1,2,2
"org.apache.lucene.analysis.CachingTokenFilter.incrementToken()",2,2,3
"org.apache.lucene.analysis.CachingTokenFilter.reset()",1,2,2
"org.apache.lucene.analysis.CannedTokenStream.CannedTokenStream(Token[])",1,1,1
"org.apache.lucene.analysis.CannedTokenStream.incrementToken()",2,2,2
"org.apache.lucene.analysis.CharArrayMap.CharArrayMap(CharArrayMap<V>)",1,1,1
"org.apache.lucene.analysis.CharArrayMap.CharArrayMap(Version,Map<?, ? extends V>,boolean)",1,1,1
"org.apache.lucene.analysis.CharArrayMap.CharArrayMap(Version,int,boolean)",1,1,2
"org.apache.lucene.analysis.CharArrayMap.EmptyCharArrayMap.EmptyCharArrayMap()",1,1,1
"org.apache.lucene.analysis.CharArrayMap.EmptyCharArrayMap.containsKey(CharSequence)",2,1,2
"org.apache.lucene.analysis.CharArrayMap.EmptyCharArrayMap.containsKey(Object)",2,1,2
"org.apache.lucene.analysis.CharArrayMap.EmptyCharArrayMap.containsKey(char[],int,int)",2,1,2
"org.apache.lucene.analysis.CharArrayMap.EmptyCharArrayMap.get(CharSequence)",2,1,2
"org.apache.lucene.analysis.CharArrayMap.EmptyCharArrayMap.get(Object)",2,1,2
