Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"net.sourceforge.atunes.CheckThreadViolationRepaintManager.CheckThreadViolationRepaintManager()",1,2,n/a,3,0,0,1,1
"net.sourceforge.atunes.CheckThreadViolationRepaintManager.CheckThreadViolationRepaintManager(boolean)",0,1,n/a,3,0,1,1,1
"net.sourceforge.atunes.CheckThreadViolationRepaintManager.addDirtyRegion(JComponent,int,int,int,int)",2,0,n/a,5,0,5,2,1
"net.sourceforge.atunes.CheckThreadViolationRepaintManager.addInvalidComponent(JComponent)",2,0,n/a,5,0,1,2,1
"net.sourceforge.atunes.CheckThreadViolationRepaintManager.checkThreadViolations(JComponent)",16,2,n/a,40,3,1,25,16
"net.sourceforge.atunes.CheckThreadViolationRepaintManager.imageUpdateTest()",8,0,n/a,12,0,0,8,1
"net.sourceforge.atunes.CheckThreadViolationRepaintManager.isCompleteCheck()",0,0,n/a,3,0,0,1,1
"net.sourceforge.atunes.CheckThreadViolationRepaintManager.main(String[])",9,0,n/a,3,2,1,7,1
"net.sourceforge.atunes.CheckThreadViolationRepaintManager.repaintTest()",9,1,n/a,4,3,0,8,2
"net.sourceforge.atunes.CheckThreadViolationRepaintManager.setCompleteCheck(boolean)",0,0,n/a,3,0,1,1,1
"net.sourceforge.atunes.CheckThreadViolationRepaintManager.test()",7,2,n/a,8,0,0,6,1
"net.sourceforge.atunes.Main.logProgramProperties(List<String>)",17,1,n/a,19,0,1,6,1
"net.sourceforge.atunes.Main.main(String[])",16,0,n/a,37,2,1,13,4
"net.sourceforge.atunes.UncaughtExceptionHandler.uncaughtExceptions()",7,1,n/a,4,3,0,5,2
"net.sourceforge.atunes.gui.AutoCompleteFeature.AutoCompleteFeature(JComboBox)",21,4,n/a,3,3,1,21,4
"net.sourceforge.atunes.gui.AutoCompleteFeature.highlightCompletedText(int)",4,6,n/a,4,0,1,2,1
"net.sourceforge.atunes.gui.AutoCompleteFeature.insertString(int,String,AttributeSet)",14,0,n/a,22,1,3,13,4
"net.sourceforge.atunes.gui.AutoCompleteFeature.lookupItem(String)",11,2,n/a,17,2,1,10,6
"net.sourceforge.atunes.gui.AutoCompleteFeature.remove(int,int)",16,0,n/a,40,3,2,24,7
"net.sourceforge.atunes.gui.AutoCompleteFeature.setSelectedItem(Object)",1,4,n/a,3,0,1,1,1
"net.sourceforge.atunes.gui.AutoCompleteFeature.setText(String)",7,3,n/a,11,1,1,6,2
"net.sourceforge.atunes.gui.ColorDefinitions.initColors()",7,2,n/a,5,0,0,3,1
"net.sourceforge.atunes.gui.Cover3D.Cover3D()",2,1,n/a,4,0,0,2,1
"net.sourceforge.atunes.gui.Cover3D.paintComponent(Graphics)",10,0,n/a,17,1,1,13,2
"net.sourceforge.atunes.gui.Cover3D.setImage(ImageIcon)",21,6,n/a,31,1,1,19,2
"net.sourceforge.atunes.gui.FontSingleton.getFont()",10,11,n/a,14,1,0,5,4
"net.sourceforge.atunes.gui.Frame.create()",n/a,1,2,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.getAppMenuBar()",n/a,1,2,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.getAudioScrobblerPanel()",n/a,1,2,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.getExtendedState()",n/a,1,1,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.getFrame()",n/a,30,2,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.getLocation()",n/a,1,1,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.getNavigationPanel()",n/a,3,2,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.getPlayListPanel()",n/a,8,2,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.getPlayListTable()",n/a,1,2,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.getPlayerControls()",n/a,2,2,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.getPropertiesPanel()",n/a,1,2,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.getSize()",n/a,5,1,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.getToolBar()",n/a,1,2,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.isVisible()",n/a,1,1,n/a,n/a,0,n/a,n/a
"net.sourceforge.atunes.gui.Frame.setCenterStatusBar(String)",n/a,1,2,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.setDefaultCloseOperation(int)",n/a,1,1,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.setExtendedState(int)",n/a,2,1,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.setLeftStatusBarText(String)",n/a,1,2,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.setLocation(Point)",n/a,2,1,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.setLocationRelativeTo(Component)",n/a,2,1,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.setRightStatusBar(String)",n/a,1,2,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.setStatusBarImageLabelIcon(Icon,String)",n/a,1,2,n/a,n/a,2,n/a,n/a
"net.sourceforge.atunes.gui.Frame.setTitle(String)",n/a,1,1,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.setVisible(boolean)",n/a,3,1,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.showAudioScrobblerPanel(boolean,boolean)",n/a,1,2,n/a,n/a,2,n/a,n/a
"net.sourceforge.atunes.gui.Frame.showNavigationPanel(boolean,boolean)",n/a,1,2,n/a,n/a,2,n/a,n/a
"net.sourceforge.atunes.gui.Frame.showNavigationTable(boolean)",n/a,1,2,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.showProgressBar(boolean)",n/a,1,2,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.showSongProperties(boolean)",n/a,1,2,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.showStatusBar(boolean)",n/a,1,2,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.Frame.showStatusBarImageLabel(boolean)",n/a,2,2,n/a,n/a,1,n/a,n/a
"net.sourceforge.atunes.gui.GuiUtils.collapseTree(JTree)",3,4,n/a,6,1,1,5,2
"net.sourceforge.atunes.gui.GuiUtils.expandTree(JTree)",3,4,n/a,6,1,1,5,2
"net.sourceforge.atunes.gui.GuiUtils.getBackgroundColor()",1,0,n/a,6,0,0,1,1
"net.sourceforge.atunes.gui.GuiUtils.getBorderColor()",0,10,n/a,6,0,0,1,1
"net.sourceforge.atunes.gui.GuiUtils.getComponentSizeForResolution(int,int)",2,5,n/a,13,0,2,3,1
"net.sourceforge.atunes.gui.GuiUtils.setBorderColor(Color)",0,1,n/a,7,0,1,1,1
"net.sourceforge.atunes.gui.GuiUtils.setUIFont(FontUIResource)",6,1,n/a,14,1,1,6,3
"net.sourceforge.atunes.gui.LookAndFeelSelector.getListOfThemes()",3,1,n/a,5,0,0,3,1
"net.sourceforge.atunes.gui.LookAndFeelSelector.setListOfThemes()",23,1,n/a,26,0,0,24,1
"net.sourceforge.atunes.gui.LookAndFeelSelector.setLookAndFeel(String)",23,1,n/a,26,1,1,18,4
"net.sourceforge.atunes.gui.MultipleFrame.MultipleFrame()",4,1,n/a,4,2,0,2,1
"net.sourceforge.atunes.gui.MultipleFrame.addContentToFileProperties()",2,1,n/a,4,0,0,2,1
"net.sourceforge.atunes.gui.MultipleFrame.addContentToFrame()",11,1,n/a,10,0,0,8,1
"net.sourceforge.atunes.gui.MultipleFrame.addContentToNavigator()",2,1,n/a,4,0,0,2,1
"net.sourceforge.atunes.gui.MultipleFrame.addContentToOpenStrands()",2,1,n/a,4,0,0,2,1
"net.sourceforge.atunes.gui.MultipleFrame.create()",36,1,n/a,32,1,0,22,7
"net.sourceforge.atunes.gui.MultipleFrame.getAppMenuBar()",0,1,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getAudioScrobblerPanel()",0,1,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getExtendedState()",1,1,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getFrame()",1,30,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getLocation()",1,1,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getNavigationPanel()",0,3,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getPlayListPanel()",0,8,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getPlayListTable()",1,1,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getPlayerControls()",0,2,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getPropertiesPanel()",0,1,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getSize()",2,5,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getToolBar()",0,1,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.isVisible()",1,1,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setCenterStatusBar(String)",0,1,n/a,4,0,1,0,1
"net.sourceforge.atunes.gui.MultipleFrame.setDefaultCloseOperation(int)",4,1,n/a,7,0,1,4,1
"net.sourceforge.atunes.gui.MultipleFrame.setExtendedState(int)",0,2,n/a,4,0,1,0,1
"net.sourceforge.atunes.gui.MultipleFrame.setLeftStatusBarText(String)",0,1,n/a,4,0,1,0,1
"net.sourceforge.atunes.gui.MultipleFrame.setLocation(Point)",0,2,n/a,4,0,1,0,1
"net.sourceforge.atunes.gui.MultipleFrame.setLocationRelativeTo(Component)",1,2,n/a,4,0,1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setRightStatusBar(String)",0,1,n/a,4,0,1,0,1
"net.sourceforge.atunes.gui.MultipleFrame.setStatusBarImageLabelIcon(Icon,String)",0,1,n/a,4,0,2,0,1
"net.sourceforge.atunes.gui.MultipleFrame.setTitle(String)",1,1,n/a,4,0,1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setVisible(boolean)",10,3,n/a,10,0,1,7,7
"net.sourceforge.atunes.gui.MultipleFrame.showAudioScrobblerPanel(boolean,boolean)",1,1,n/a,4,0,2,1,1
"net.sourceforge.atunes.gui.MultipleFrame.showNavigationPanel(boolean,boolean)",1,1,n/a,4,0,2,1,1
"net.sourceforge.atunes.gui.MultipleFrame.showNavigationTable(boolean)",15,1,n/a,13,1,1,6,4
"net.sourceforge.atunes.gui.MultipleFrame.showProgressBar(boolean)",0,1,n/a,4,0,1,0,1
"net.sourceforge.atunes.gui.MultipleFrame.showSongProperties(boolean)",1,1,n/a,4,0,1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.showStatusBar(boolean)",0,1,n/a,4,0,1,0,1
"net.sourceforge.atunes.gui.MultipleFrame.showStatusBarImageLabel(boolean)",0,2,n/a,4,0,1,0,1
"net.sourceforge.atunes.gui.StandardFrame.StandardFrame()",1,1,n/a,3,0,0,1,1
"net.sourceforge.atunes.gui.StandardFrame.create()",25,1,n/a,19,0,0,12,4
"net.sourceforge.atunes.gui.StandardFrame.dispose()",3,0,n/a,5,0,0,2,1
"net.sourceforge.atunes.gui.StandardFrame.getAppMenuBar()",0,1,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.StandardFrame.getAudioScrobblerPanel()",8,4,n/a,11,1,0,7,3
"net.sourceforge.atunes.gui.StandardFrame.getCenterStatusBar()",2,2,n/a,7,1,0,4,2
"net.sourceforge.atunes.gui.StandardFrame.getContentPanel()",33,1,n/a,51,0,0,44,1
"net.sourceforge.atunes.gui.StandardFrame.getFrame()",0,30,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.StandardFrame.getLeftStatusBar()",2,2,n/a,7,1,0,4,2
"net.sourceforge.atunes.gui.StandardFrame.getLeftVerticalSplitPane()",0,3,n/a,3,0,0,1,1
"net.sourceforge.atunes.gui.StandardFrame.getNavigationPanel()",10,9,n/a,13,1,0,8,3
"net.sourceforge.atunes.gui.StandardFrame.getPlayListPanel()",5,10,n/a,9,1,0,5,2
"net.sourceforge.atunes.gui.StandardFrame.getPlayListTable()",2,1,n/a,4,0,0,1,1
"net.sourceforge.atunes.gui.StandardFrame.getPlayerControls()",1,3,n/a,6,0,0,3,2
"net.sourceforge.atunes.gui.StandardFrame.getProgressBar()",4,3,n/a,8,1,0,5,2
"net.sourceforge.atunes.gui.StandardFrame.getPropertiesPanel()",6,3,n/a,10,1,0,6,3
"net.sourceforge.atunes.gui.StandardFrame.getRightStatusBar()",2,2,n/a,7,1,0,4,2
"net.sourceforge.atunes.gui.StandardFrame.getRightVerticalSplitPane()",0,2,n/a,3,0,0,1,1
"net.sourceforge.atunes.gui.StandardFrame.getStatusBar()",10,2,n/a,12,1,0,9,2
"net.sourceforge.atunes.gui.StandardFrame.getStatusBarImageLabel()",1,5,n/a,6,1,0,3,2
