,commit,instance,antecedants,antecedent support,consequent support,support,confidence,lift,leverage,conviction,cardinality,consequent_not_in_association
0,dc7e2fdd9d57d3e7fed58ea9dbbfb0684c8383d9,org.apache.cassandra.db.compaction.CompactionExecutor,org.apache.cassandra.db.compaction.CompactionExecutor,0.0136986301369863,0.0136986301369863,0.012038190120381901,1.0,73.00000000000001,0.011873283406404067,inf,1,0
1,9d7bb1e0c27fd5076afc750150ab4b86f228efb5,org.apache.cassandra.db.compaction.CompactionExecutor,org.apache.cassandra.db.compaction.CompactionExecutor,0.0136986301369863,0.0136986301369863,0.012038190120381901,1.0,73.00000000000001,0.011873283406404067,inf,1,0
2,3205e5dbbc8fb8f365b72137cf1c1ea50f15cab6,org.apache.cassandra.db.compaction.CompactionExecutor,org.apache.cassandra.db.compaction.CompactionExecutor,0.0136986301369863,0.0136986301369863,0.012038190120381901,1.0,73.00000000000001,0.011873283406404067,inf,1,0
3,a4dd7aa39277c6c7426b9e05e2d3676bc428692a,org.apache.cassandra.db.compaction.CompactionExecutor,org.apache.cassandra.db.compaction.CompactionExecutor,0.0136986301369863,0.0136986301369863,0.012038190120381901,1.0,73.00000000000001,0.011873283406404067,inf,1,0
4,cd6aa2d1ef16a8af2e5e3de20e2389575d8021e1,org.apache.cassandra.db.compaction.CompactionExecutor,org.apache.cassandra.db.compaction.CompactionExecutor,0.0136986301369863,0.0136986301369863,0.012038190120381901,1.0,73.00000000000001,0.011873283406404067,inf,1,0
5,c4c9626f8b3ba941aa51860a7d10a6e686362f85,org.apache.cassandra.db.compaction.CompactionExecutor,org.apache.cassandra.db.compaction.CompactionExecutor,0.0136986301369863,0.0136986301369863,0.012038190120381901,1.0,73.00000000000001,0.011873283406404067,inf,1,0
6,1d2c12242f20dfcc0b787129b4ad8eeef2768d6b,org.apache.cassandra.db.compaction.CompactionExecutor,org.apache.cassandra.db.compaction.CompactionExecutor,0.0136986301369863,0.0136986301369863,0.012038190120381901,1.0,73.00000000000001,0.011873283406404067,inf,1,0
7,3b41d21d9b997530e48511e1d09ea904e8937bf0,org.apache.cassandra.db.compaction.CompactionExecutor,org.apache.cassandra.db.compaction.CompactionExecutor,0.0136986301369863,0.0136986301369863,0.012038190120381901,1.0,73.00000000000001,0.011873283406404067,inf,1,0
8,740e344c7fc1ee0283744fefd659db999b48c71f,org.apache.cassandra.db.compaction.CompactionExecutor,org.apache.cassandra.db.compaction.CompactionExecutor,0.0136986301369863,0.0136986301369863,0.012038190120381901,1.0,73.00000000000001,0.011873283406404067,inf,1,0
9,2b0797b24e2d4a433c0e17506a0d8bb812f8f2dd,org.apache.cassandra.db.compaction.CompactionExecutor,org.apache.cassandra.db.compaction.CompactionExecutor,0.0136986301369863,0.0136986301369863,0.012038190120381901,1.0,73.00000000000001,0.011873283406404067,inf,1,0
