CommitNumber;Entity;Method;Change
24dd626064a4553aea88293f8ced5d220e676a31;METHOD;org.anddev.andengine.opengl.texture.Texture.Texture(final,final,final,final,final);BODY_MODIFIED
24dd626064a4553aea88293f8ced5d220e676a31;METHOD;org.anddev.andengine.opengl.texture.Texture.Texture(final);BODY_MODIFIED
24dd626064a4553aea88293f8ced5d220e676a31;METHOD;org.anddev.andengine.opengl.texture.TextureAtlas.insert(final,final,final);BODY_MODIFIED
24dd626064a4553aea88293f8ced5d220e676a31;METHOD;org.anddev.andengine.opengl.texture.TextureAtlas.loadToHardware(final);BODY_MODIFIED
8a7047f161cc1c6ba3f347ec8ce94b4d40c4937d;METHOD;org.anddev.andengine.opengl.texture.Texture.Texture(final,final,final,final,final);BODY_MODIFIED
8a7047f161cc1c6ba3f347ec8ce94b4d40c4937d;METHOD;org.anddev.andengine.opengl.texture.Texture.Texture(final);BODY_MODIFIED
8a7047f161cc1c6ba3f347ec8ce94b4d40c4937d;METHOD;org.anddev.andengine.opengl.texture.TextureAtlas.insert(final,final,final);BODY_MODIFIED
8a7047f161cc1c6ba3f347ec8ce94b4d40c4937d;METHOD;org.anddev.andengine.opengl.texture.TextureAtlas.loadToHardware(final);BODY_MODIFIED
8a7047f161cc1c6ba3f347ec8ce94b4d40c4937d;METHOD;org.anddev.andengine.opengl.texture.TextureAtlas.sendPlaceholderBitmapToHardware(final,final);BODY_MODIFIED
8a7047f161cc1c6ba3f347ec8ce94b4d40c4937d;METHOD;org.anddev.andengine.engine.Engine.onDrawFrame(final);BODY_MODIFIED
5b126f8d5178592fb2d1cad9b190dcc350b39246;METHOD;org.anddev.andengine.opengl.texture.TextureAtlas.TextureAtlas(final,final,final);BODY_MODIFIED
5b126f8d5178592fb2d1cad9b190dcc350b39246;METHOD;org.anddev.andengine.opengl.texture.TextureAtlas.sendPlaceholderBitmapToHardware(final,final);BODY_MODIFIED
5b126f8d5178592fb2d1cad9b190dcc350b39246;METHOD;org.anddev.andengine.entity.sprite.Sprite.Sprite(final,final,final);BODY_MODIFIED
5b126f8d5178592fb2d1cad9b190dcc350b39246;METHOD;org.anddev.andengine.entity.sprite.Sprite.onManagedDraw(final);BODY_MODIFIED
5b126f8d5178592fb2d1cad9b190dcc350b39246;METHOD;org.anddev.andengine.opengl.texture.TextureBuffer.update();BODY_MODIFIED
5b126f8d5178592fb2d1cad9b190dcc350b39246;METHOD;org.anddev.andengine.opengl.vertex.VertexBuffer.allocateByteBuffer();BODY_MODIFIED
68b480dd4af9ba293a17cc14c4113460aaebb723;METHOD;org.anddev.andengine.engine.Engine.getGameWidth();BODY_MODIFIED
68b480dd4af9ba293a17cc14c4113460aaebb723;METHOD;org.anddev.andengine.engine.Engine.getGameHeight();BODY_MODIFIED
dbcb60880317afb47bf4cee83b364ffdc3903b9f;METHOD;org.anddev.andengine.opengl.texture.Texture.Texture(final,final,final,final,final);BODY_MODIFIED
dbcb60880317afb47bf4cee83b364ffdc3903b9f;METHOD;org.anddev.andengine.opengl.texture.Texture.Texture(final);BODY_MODIFIED
dbcb60880317afb47bf4cee83b364ffdc3903b9f;METHOD;org.anddev.andengine.opengl.texture.Texture.setAtlasPosition(final,final);BODY_MODIFIED
dbcb60880317afb47bf4cee83b364ffdc3903b9f;METHOD;org.anddev.andengine.engine.Engine.onDrawFrame(final);BODY_MODIFIED
dbcb60880317afb47bf4cee83b364ffdc3903b9f;METHOD;org.anddev.andengine.opengl.vertex.VertexBuffer.VertexBuffer();BODY_MODIFIED
dbcb60880317afb47bf4cee83b364ffdc3903b9f;METHOD;org.anddev.andengine.opengl.vertex.VertexBuffer.update(final,final,final,final);BODY_MODIFIED
4ca50b42fcf2de46fef1141248d87f6418d1c3c1;METHOD;org.anddev.andengine.entity.Layer.onUpdate(final);BODY_MODIFIED
e43c827e800b1ded80f6fb37a529ffcb8de30574;METHOD;org.anddev.andengine.engine.Engine.onDrawFrame(final);BODY_MODIFIED
e43c827e800b1ded80f6fb37a529ffcb8de30574;METHOD;org.anddev.andengine.entity.sprite.BaseSprite.onApplyTexture(final);BODY_MODIFIED
e43c827e800b1ded80f6fb37a529ffcb8de30574;METHOD;org.anddev.andengine.entity.sprite.TiledSprite.getWidth();BODY_MODIFIED
e43c827e800b1ded80f6fb37a529ffcb8de30574;METHOD;org.anddev.andengine.entity.sprite.TiledSprite.getHeight();BODY_MODIFIED
e43c827e800b1ded80f6fb37a529ffcb8de30574;METHOD;org.anddev.andengine.entity.sprite.TiledSprite.setCurrentTileIndex(final);BODY_MODIFIED
e43c827e800b1ded80f6fb37a529ffcb8de30574;METHOD;org.anddev.andengine.entity.sprite.TiledSprite.setCurrentTileIndex(final,final);BODY_MODIFIED
e43c827e800b1ded80f6fb37a529ffcb8de30574;METHOD;org.anddev.andengine.entity.sprite.TiledSprite.nextTile();BODY_MODIFIED
e43c827e800b1ded80f6fb37a529ffcb8de30574;METHOD;org.anddev.andengine.entity.sprite.Sprite.getWidth();BODY_MODIFIED
e43c827e800b1ded80f6fb37a529ffcb8de30574;METHOD;org.anddev.andengine.entity.sprite.Sprite.getHeight();BODY_MODIFIED
024c1375d2a057b06ce67a6c4fd5ccd12da6b154;METHOD;org.anddev.andengine.entity.FPSCounter.onUpdate(final);BODY_MODIFIED
c0a31cbfbcf1f17747516598dc51fc1b722813e8;METHOD;org.anddev.andengine.entity.sprite.BaseSprite.onManagedDraw(final);BODY_MODIFIED
ce8625afca50afb32cd0dcc67dc4b0786a57001b;METHOD;org.anddev.andengine.opengl.view.RenderSurfaceView.RenderSurfaceView(final,final);BODY_MODIFIED
7561287af57cdf7b60382331d92b7a92ab661bc1;METHOD;org.anddev.andengine.entity.sprite.BaseSprite.applyRotation(final);BODY_MODIFIED
494d05a0398eb032b7e80bfce26c918bdf46ce93;METHOD;org.anddev.andengine.entity.sprite.BaseSprite.applyRotation(final);BODY_MODIFIED
494d05a0398eb032b7e80bfce26c918bdf46ce93;METHOD;org.anddev.andengine.entity.sprite.BaseSprite.updateVertexBuffer();BODY_MODIFIED
494d05a0398eb032b7e80bfce26c918bdf46ce93;METHOD;org.anddev.andengine.opengl.texture.TiledTextureRegion.setCurrentTileIndex(final);BODY_MODIFIED
494d05a0398eb032b7e80bfce26c918bdf46ce93;METHOD;org.anddev.andengine.entity.DynamicEntity.onUpdate(final);BODY_MODIFIED
0193fb4871eb42c38efa7050a25e7f05be84d5fe;METHOD;org.anddev.andengine.entity.sprite.BaseSprite.applyRotation(final);BODY_MODIFIED
0193fb4871eb42c38efa7050a25e7f05be84d5fe;METHOD;org.anddev.andengine.entity.DynamicEntity.DynamicEntity(final,final,final,final);BODY_MODIFIED
31e953db1dd6db0c3f5ae79e7193290142576eec;METHOD;org.anddev.andengine.engine.Engine.onDrawFrame(final);BODY_MODIFIED
106b261266fd99f4fcdf8efa0e449e13a95dd060;METHOD;org.anddev.andengine.entity.handler.collision.CollisionHandler.onUpdate(final);BODY_MODIFIED
f764ac31a7cf49714277df0219ca2aab5694bba8;METHOD;org.anddev.andengine.entity.sprite.AnimatedSprite.stopAnimationIfDurationExceeded(final);BODY_MODIFIED
f764ac31a7cf49714277df0219ca2aab5694bba8;METHOD;org.anddev.andengine.entity.sprite.AnimatedSprite.animate(final,final);BODY_MODIFIED
f764ac31a7cf49714277df0219ca2aab5694bba8;METHOD;org.anddev.andengine.entity.sprite.AnimatedSprite.animate(final,final);BODY_MODIFIED
f764ac31a7cf49714277df0219ca2aab5694bba8;METHOD;org.anddev.andengine.entity.sprite.AnimatedSprite.animate(final,final,final,final);BODY_MODIFIED
7aebfd43d168da7842c2534ac18f6285089b5c78;METHOD;org.anddev.andengine.engine.Engine.onAccuracyChanged(final,final);BODY_MODIFIED
7aebfd43d168da7842c2534ac18f6285089b5c78;METHOD;org.anddev.andengine.engine.Engine.onSensorChanged(SensorEvent);BODY_MODIFIED
7aebfd43d168da7842c2534ac18f6285089b5c78;METHOD;org.anddev.andengine.engine.Engine.onDrawFrame(final);BODY_MODIFIED
7aebfd43d168da7842c2534ac18f6285089b5c78;METHOD;org.anddev.andengine.opengl.texture.buffer.BaseTextureRegionBuffer.update();BODY_MODIFIED
7aebfd43d168da7842c2534ac18f6285089b5c78;METHOD;org.anddev.andengine.ui.activity.BaseGameActivity.onCreate(final);BODY_MODIFIED
7aebfd43d168da7842c2534ac18f6285089b5c78;METHOD;org.anddev.andengine.entity.StaticEntity.StaticEntity(final,final,final,final);BODY_MODIFIED
7aebfd43d168da7842c2534ac18f6285089b5c78;METHOD;org.anddev.andengine.audio.sound.Sound.play();BODY_MODIFIED
7aebfd43d168da7842c2534ac18f6285089b5c78;METHOD;org.anddev.andengine.audio.sound.SoundManager.releaseAll();BODY_MODIFIED
6549866853cfd4c514971db4bb287edbe2e28aa6;METHOD;org.anddev.andengine.entity.sprite.AnimatedSprite.onManagedUpdate(final);BODY_MODIFIED
6549866853cfd4c514971db4bb287edbe2e28aa6;METHOD;org.anddev.andengine.entity.sprite.AnimatedSprite.stopAnimationIfDurationExceeded(final);BODY_MODIFIED
6549866853cfd4c514971db4bb287edbe2e28aa6;METHOD;org.anddev.andengine.entity.sprite.AnimatedSprite.animate(final,final);BODY_MODIFIED
6549866853cfd4c514971db4bb287edbe2e28aa6;METHOD;org.anddev.andengine.entity.sprite.AnimatedSprite.animate(final,final,final);BODY_MODIFIED
6549866853cfd4c514971db4bb287edbe2e28aa6;METHOD;org.anddev.andengine.entity.sprite.AnimatedSprite.animate(final,final);BODY_MODIFIED
6549866853cfd4c514971db4bb287edbe2e28aa6;METHOD;org.anddev.andengine.entity.sprite.AnimatedSprite.animate(final,final,final);BODY_MODIFIED
6549866853cfd4c514971db4bb287edbe2e28aa6;METHOD;org.anddev.andengine.entity.sprite.AnimatedSprite.animate(final,final,final,final);BODY_MODIFIED
